nan nan nan nan
3.125199999999999889e+01 -8.542700000000000671e+01 3.630300000000000000e+04 0.000000000000000000e+00
3.474090000000000344e+01 -8.659699999999999420e+01 3.580100000000000000e+04 0.000000000000000000e+00
3.262639999999999674e+01 -8.544199999999999307e+01 3.683000000000000000e+04 0.000000000000000000e+00
3.318500000000000227e+01 -8.752599999999999625e+01 3.540500000000000000e+04 0.000000000000000000e+00
3.067579999999999885e+01 -8.814600000000000080e+01 3.660800000000000000e+04 0.000000000000000000e+00
3.361690000000000111e+01 -8.582699999999999818e+01 3.620300000000000000e+04 0.000000000000000000e+00
3.398060000000000258e+01 -8.600600000000000023e+01 3.590100000000000000e+04 0.000000000000000000e+00
3.483379999999999654e+01 -8.762900000000000489e+01 3.563000000000000000e+04 0.000000000000000000e+00
3.360470000000000113e+01 -8.663500000000000512e+01 3.523500000000000000e+04 0.000000000000000000e+00
3.457959999999999923e+01 -8.701900000000000546e+01 3.560100000000000000e+04 0.000000000000000000e+00
3.237460000000000093e+01 -8.620399999999999352e+01 3.611700000000000000e+04 0.000000000000000000e+00
3.343869999999999720e+01 -8.678900000000000148e+01 3.521600000000000000e+04 0.000000000000000000e+00
nan nan nan 1.000000000000000000e+00
3.348709999999999809e+01 -1.119200000000000017e+02 8.525100000000000000e+04 2.000000000000000000e+00
3.215820000000000078e+01 -1.109899999999999949e+02 8.570600000000000000e+04 2.000000000000000000e+00
3.229820000000000135e+01 -1.109699999999999989e+02 8.570400000000000000e+04 2.000000000000000000e+00
3.347890000000000299e+01 -1.122199999999999989e+02 8.503500000000000000e+04 2.000000000000000000e+00
3.339379999999999882e+01 -1.116899999999999977e+02 8.520600000000000000e+04 2.000000000000000000e+00
3.357920000000000016e+01 -1.121200000000000045e+02 8.505100000000000000e+04 2.000000000000000000e+00
3.363799999999999812e+01 -1.122199999999999989e+02 8.538200000000000000e+04 2.000000000000000000e+00
3.338810000000000144e+01 -1.118499999999999943e+02 8.521000000000000000e+04 2.000000000000000000e+00
3.222149999999999892e+01 -1.108599999999999994e+02 8.571100000000000000e+04 2.000000000000000000e+00
3.269989999999999952e+01 -1.145999999999999943e+02 8.536500000000000000e+04 2.000000000000000000e+00
3.359779999999999944e+01 -1.119699999999999989e+02 8.525400000000000000e+04 2.000000000000000000e+00
3.241499999999999915e+01 -1.109300000000000068e+02 8.573700000000000000e+04 2.000000000000000000e+00
3.454990000000000094e+01 -1.124300000000000068e+02 8.630100000000000000e+04 2.000000000000000000e+00
3.346439999999999770e+01 -1.123799999999999955e+02 8.539500000000000000e+04 2.000000000000000000e+00
3.328059999999999974e+01 -1.117800000000000011e+02 8.529700000000000000e+04 2.000000000000000000e+00
3.331989999999999696e+01 -1.119599999999999937e+02 8.522600000000000000e+04 2.000000000000000000e+00
3.363850000000000051e+01 -1.123499999999999943e+02 8.537400000000000000e+04 2.000000000000000000e+00
3.517719999999999914e+01 -1.116599999999999966e+02 8.600100000000000000e+04 2.000000000000000000e+00
3.475310000000000343e+01 -9.236700000000000443e+01 7.220500000000000000e+04 3.000000000000000000e+00
3.420759999999999934e+01 -9.196999999999999886e+01 7.160100000000000000e+04 3.000000000000000000e+00
3.581250000000000000e+01 -9.066899999999999693e+01 7.240100000000000000e+04 3.000000000000000000e+00
3.631620000000000203e+01 -9.418300000000000693e+01 7.275800000000000000e+04 3.000000000000000000e+00
3.479220000000000113e+01 -9.223000000000000398e+01 7.211600000000000000e+04 3.000000000000000000e+00
3.535280000000000200e+01 -9.435099999999999909e+01 7.290300000000000000e+04 3.000000000000000000e+00
3.612330000000000041e+01 -9.414499999999999602e+01 7.270300000000000000e+04 3.000000000000000000e+00
3.445100000000000051e+01 -9.307800000000000296e+01 7.191300000000000000e+04 3.000000000000000000e+00
