,Latitude,Longitude,Postal Code,StateID,Address
7,35.2043,-89.79,38133.0,TN,8161 US Highway 64
8,35.8457,-86.417,37129.0,TN,1745 Old Fort Pkwy
9,35.9246,-84.048,37919.0,TN,8040 Kingston Pike
10,35.0493,-89.805,38125.0,TN,7750 Winchester Rd
11,36.5897,-87.292,37040.0,TN,2838 Wilma Rudolph Blvd
12,35.3862,-86.233,37388.0,TN,1947 N Jackson St
13,36.0063,-84.254,37830.0,TN,359 S Illinois Ave
14,35.6866,-88.856,38305.0,TN,123 Stonebrook Pl
15,35.0386,-85.158,37421.0,TN,2200 Bams Dr
16,36.3373,-82.373,37601.0,TN,1909 N Roan St
17,35.1333,-85.24,37415.0,TN,2131 Northgate Park Ln
18,36.048,-86.656,37013.0,TN,5259 Hickory Hollow Pkwy
19,36.0093,-83.974,37912.0,TN,305 Merchant Dr
0,32.5383,-94.754,75605.0,TX,3515 McCann Rd
1,29.5972,-95.618,77478.0,TX,2323 Highway 6
2,29.6651,-95.183,77504.0,TX,4002 Spencer Hwy
3,29.5426,-95.137,77598.0,TX,888 W Bay Area Blvd
4,31.428,-100.49,76904.0,TX,3909 Sunset Dr
5,29.6025,-98.47,78232.0,TX,17415 San Pedro Ave
6,29.591,-98.602,78249.0,TX,5815 N Loop 1604 W
7,29.8707,-97.937,78666.0,TX,100 N Interstate 35
8,32.3035,-95.318,75701.0,TX,1500 W Southwest Loop 323
9,31.095,-97.731,76541.0,TX,1001 E Central Texas Expy
10,29.8035,-94.986,77521.0,TX,4717 East Fwy
11,33.0037,-96.967,75067.0,TX,2497 S Stemmons Fwy
12,29.8482,-95.501,77092.0,TX,13232 Northwest Fwy
13,30.3473,-95.482,77303.0,TX,2944 Interstate 45 N
14,29.4891,-98.572,78229.0,TX,4550 NW 410
15,32.9164,-96.746,75243.0,TX,9069 Vantage Point Dr
16,28.864,-97.001,77904.0,TX,7404 NE Zac Lentz Pkwy
17,29.4192,-98.649,78227.0,TX,1381 SW Loop 410
18,25.9495,-97.502,78521.0,TX,1075 Fm 802
19,30.0203,-95.432,77090.0,TX,302 Cypress Creek Pkwy
20,32.6782,-97.134,76015.0,TX,4233 S Cooper St
21,30.6363,-96.32,77840.0,TX,1200 University Dr E
22,26.189,-98.214,78501.0,TX,701 E Expressway 83
23,29.3503,-98.535,78224.0,TX,7835 Interstate 35 S
24,33.8643,-98.535,76308.0,TX,4401 Kemp Blvd
25,32.8342,-97.212,76180.0,TX,7800 Bedford Euless Rd
26,32.6575,-96.891,75116.0,TX,603 N Cockrell Hill Rd
27,33.1825,-97.102,76210.0,TX,2801 S Interstate 35 E
28,30.0964,-94.131,77703.0,TX,2820 Interstate 10 E
29,31.7561,-106.26,79936.0,TX,1860 Joe Battle Blvd
30,31.7734,-106.38,79925.0,TX,8401 Gateway Blvd W
31,32.8623,-96.896,75220.0,TX,10290 Technology Blvd E
32,31.8789,-102.33,79762.0,TX,4536 E University Blvd
33,26.1877,-98.215,78503.0,TX,701 W Expressway 83
34,29.0446,-95.455,77566.0,TX,104 Highway 332 E
35,30.4809,-97.681,78681.0,TX,2702 A Parker Road
36,33.0938,-96.109,75402.0,TX,7601 Wesley St
37,32.5206,-97.306,76028.0,TX,1175 N Burleson Blvd
38,33.1035,-96.805,75034.0,TX,3056 Preston Rd
39,31.3109,-94.727,75901.0,TX,1919 S 1st St
40,30.1882,-95.453,77384.0,TX,18446 Interstate 45 S
41,33.6773,-96.609,75090.0,TX,3600 N US Highway 75
42,29.5557,-95.392,77584.0,TX,11104 Broadway St
43,30.0115,-95.264,77338.0,TX,20414 Highway 59 N
44,31.8169,-106.54,79912.0,TX,800 Sunland Park Dr
45,30.2381,-97.79,78704.0,TX,3815 S Lamar Blvd
46,26.2722,-98.218,78504.0,TX,7617 N 10th St
47,29.7296,-95.643,77082.0,TX,2760 Highway 6 S
48,32.6772,-97.395,76132.0,TX,4805 S Hulen St
49,29.5128,-98.396,78239.0,TX,8210 N Interstate 35
50,31.5138,-97.187,76710.0,TX,5925 W Waco Dr
51,35.1915,-101.87,79109.0,TX,3311 W Interstate 40
52,32.4361,-99.787,79605.0,TX,1280 S Clack St
53,27.549,-99.503,78041.0,TX,5315 San Dario Ave
54,32.8182,-96.631,75150.0,TX,3906 Towne Crossing Blvd
55,33.0431,-96.701,75023.0,TX,3501 N Central Expy
56,27.7051,-97.365,78412.0,TX,5825 S Padre Island Dr
57,33.4602,-94.079,75503.0,TX,3002 Saint Michael Dr
58,32.8378,-97.009,75062.0,TX,4205 W Airport Fwy
59,29.7772,-95.812,77494.0,TX,25408 Bell Patna Dr
60,33.5488,-101.91,79414.0,TX,5034 50th St
61,30.3438,-97.705,78752.0,TX,109 W Anderson Ln
0,37.1118,-113.55,84790.0,UT,263 Red Cliffs Dr
1,40.7204,-111.85,84106.0,UT,2294 S 1300 E
2,40.6326,-111.88,84107.0,UT,298 E Winchester St
3,41.0744,-111.97,84041.0,UT,979 N 400 W
4,40.273,-111.67,84097.0,UT,1261 S 800 E
0,36.5922,-79.423,24540.0,VA,370 Mall Dr
1,38.8602,-77.301,22030.0,VA,10325 Fairfax Blvd
2,37.3667,-79.174,24502.0,VA,3425 Candlers Mountain Rd
3,38.2929,-77.516,22407.0,VA,3109 Spotsylvania Mall Dr
4,37.6255,-77.53,23294.0,VA,8009 W Broad St
5,38.8047,-77.134,22304.0,VA,555 S Van Dorn St
6,37.2527,-77.385,23834.0,VA,119 Temple Lake Dr
7,36.8124,-76.069,23452.0,VA,821 Lynnhaven Pkwy
8,37.4159,-77.64,23112.0,VA,13236 Rittenhouse Dr
9,37.5284,-77.357,23231.0,VA,4415 S Laburnum Ave
10,38.0809,-78.473,22901.0,VA,1648 Rio Rd E
11,37.2375,-79.968,24014.0,VA,3529 Franklin Rd SW
12,38.1233,-79.065,24401.0,VA,132 Lee Jackson Hwy Ste 102
13,37.0429,-76.382,23666.0,VA,1046 W Mercury Blvd
14,36.8627,-76.132,23455.0,VA,709 Independence Blvd
15,38.6521,-77.288,22192.0,VA,2544 Prince William Pkwy
16,39.1563,-78.174,22601.0,VA,2400 S Pleasant Valley Rd
17,39.029,-77.423,20166.0,VA,21065 Dulles Town Cir
18,38.4251,-78.839,22801.0,VA,2121 E Market St
19,37.1639,-80.421,24073.0,VA,75 Peppers Ferry Rd NE
20,36.8253,-76.41,23321.0,VA,4115 Chesapeake Square Blvd
21,38.7919,-77.514,20109.0,VA,7505 Broken Branch Ln
22,37.1316,-76.514,23602.0,VA,12580 Jefferson Ave
23,38.1293,-79.063,24401.0,VA,1477 Greenville Ave
24,36.6312,-82.122,24202.0,VA,3167 Linden Dr
25,37.2992,-76.727,23185.0,VA,2100 Richmond Rd
0,46.1425,-122.9,98626.0,WA,203 Three Rivers Dr
1,47.7007,-117.41,99207.0,WA,4703 N Division St
2,46.6133,-120.51,98901.0,WA,905 N 1st St
3,47.8209,-122.29,98036.0,WA,4231 196th St SW
4,47.3151,-122.3,98003.0,WA,2006 S 320th St
5,47.659,-122.69,98383.0,WA,3208 NW Randall Way
6,47.0485,-122.82,98516.0,WA,4505 Martin Way E
7,46.222,-119.22,99336.0,WA,1120 N Columbia Center Blvd
8,47.1918,-122.45,98408.0,WA,1929 S 72nd St
9,45.6567,-122.58,98662.0,WA,8219 NE Vancouver Mall Dr
0,38.318,-81.716,25309.0,WV,101 Cross Terrace Blvd
1,39.6553,-80.002,26501.0,WV,1002 University Town Centre Dr
2,39.2964,-81.546,26101.0,WV,3705 Murdoch Ave
3,38.4235,-82.442,25701.0,WV,200 10th St
0,44.2712,-88.476,54913.0,WI,1200 N Casaloma Dr
1,42.6991,-87.853,53406.0,WI,2800 S Green Bay Rd
2,42.9604,-88.008,53220.0,WI,4645 S 76th St
3,44.7929,-91.513,54701.0,WI,1019 W Clairemont Ave
4,43.8667,-91.202,54601.0,WI,3333 State Road 16
5,43.1273,-89.307,53704.0,WI,4502 E Towne Blvd
6,43.0685,-88.047,53222.0,WI,2801 N Mayfair Rd
7,44.506,-88.072,54304.0,WI,1251 Lombardi Access Rd
0,42.8476,-106.25,82609.0,WY,5010 E 2nd St
1,41.1602,-104.79,82009.0,WY,1923 Dell Range Blvd
