,Down,ToGo,Success,Attempt,Team,DriveResult,DriveStart,DownGo,FieldPosition,GameKey,Opponent,DriveNum
5,3.0,4.0,0.0,1.0,DEN,Punt,-21.0,"3,4",58.0,55837.0,BAL,6.0
6,4.0,4.0,0.0,1.0,DEN,Punt,-21.0,"4,4",58.0,55837.0,BAL,6.0
0,1.0,10.0,0.0,1.0,BAL,Interception,-35.0,"1,10",85.0,55837.0,DEN,7.0
1,2.0,9.0,0.0,1.0,BAL,Interception,-35.0,"2,9",84.0,55837.0,DEN,7.0
2,3.0,9.0,0.0,1.0,BAL,Interception,-35.0,"3,9",84.0,55837.0,DEN,7.0
0,1.0,10.0,1.0,1.0,DEN,Touchdown,26.0,"1,10",24.0,55837.0,BAL,8.0
1,1.0,10.0,1.0,1.0,BAL,Punt,-30.0,"1,10",80.0,55837.0,DEN,9.0
2,2.0,12.0,1.0,1.0,BAL,Punt,-30.0,"2,12",82.0,55837.0,DEN,9.0
3,3.0,12.0,1.0,1.0,BAL,Punt,-30.0,"3,12",82.0,55837.0,DEN,9.0
4,1.0,10.0,1.0,1.0,BAL,Punt,-30.0,"1,10",51.0,55837.0,DEN,9.0
5,2.0,9.0,1.0,1.0,BAL,Punt,-30.0,"2,9",50.0,55837.0,DEN,9.0
6,1.0,10.0,1.0,1.0,BAL,Punt,-30.0,"1,10",45.0,55837.0,DEN,9.0
7,1.0,15.0,0.0,1.0,BAL,Punt,-30.0,"1,15",50.0,55837.0,DEN,9.0
8,2.0,5.0,0.0,1.0,BAL,Punt,-30.0,"2,5",40.0,55837.0,DEN,9.0
9,3.0,5.0,0.0,1.0,BAL,Punt,-30.0,"3,5",40.0,55837.0,DEN,9.0
10,4.0,5.0,0.0,1.0,BAL,Punt,-30.0,"4,5",40.0,55837.0,DEN,9.0
0,1.0,1.0,1.0,1.0,BAL,Touchdown,49.0,"1,1",1.0,55837.0,DEN,10.0
1,1.0,10.0,1.0,1.0,DEN,Touchdown,-30.0,"1,10",80.0,55837.0,BAL,11.0
2,1.0,10.0,1.0,1.0,DEN,Touchdown,-30.0,"1,10",67.0,55837.0,BAL,11.0
3,2.0,8.0,1.0,1.0,DEN,Touchdown,-30.0,"2,8",65.0,55837.0,BAL,11.0
4,3.0,2.0,1.0,1.0,DEN,Touchdown,-30.0,"3,2",59.0,55837.0,BAL,11.0
5,1.0,10.0,1.0,1.0,DEN,Touchdown,-30.0,"1,10",57.0,55837.0,BAL,11.0
6,1.0,20.0,1.0,1.0,DEN,Touchdown,-30.0,"1,20",67.0,55837.0,BAL,11.0
7,1.0,10.0,1.0,1.0,DEN,Touchdown,-30.0,"1,10",23.0,55837.0,BAL,11.0
1,1.0,10.0,0.0,1.0,BAL,Punt,-30.0,"1,10",80.0,55837.0,DEN,12.0
2,2.0,19.0,0.0,1.0,BAL,Punt,-30.0,"2,19",89.0,55837.0,DEN,12.0
3,3.0,14.0,0.0,1.0,BAL,Punt,-30.0,"3,14",84.0,55837.0,DEN,12.0
4,4.0,14.0,0.0,1.0,BAL,Punt,-30.0,"4,14",84.0,55837.0,DEN,12.0
0,1.0,10.0,0.0,1.0,DEN,Punt,1.0,"1,10",49.0,55837.0,BAL,13.0
1,2.0,10.0,0.0,1.0,DEN,Punt,1.0,"2,10",49.0,55837.0,BAL,13.0
2,2.0,15.0,0.0,1.0,DEN,Punt,1.0,"2,15",54.0,55837.0,BAL,13.0
3,3.0,15.0,0.0,1.0,DEN,Punt,1.0,"3,15",54.0,55837.0,BAL,13.0
4,4.0,21.0,0.0,1.0,DEN,Punt,1.0,"4,21",60.0,55837.0,BAL,13.0
0,1.0,10.0,1.0,1.0,BAL,Field Goal,-34.0,"1,10",84.0,55837.0,DEN,14.0
1,2.0,10.0,1.0,1.0,BAL,Field Goal,-34.0,"2,10",84.0,55837.0,DEN,14.0
2,3.0,4.0,1.0,1.0,BAL,Field Goal,-34.0,"3,4",78.0,55837.0,DEN,14.0
3,1.0,10.0,1.0,1.0,BAL,Field Goal,-34.0,"1,10",71.0,55837.0,DEN,14.0
4,1.0,10.0,1.0,1.0,BAL,Field Goal,-34.0,"1,10",48.0,55837.0,DEN,14.0
6,2.0,5.0,1.0,1.0,BAL,Field Goal,-34.0,"2,5",43.0,55837.0,DEN,14.0
7,3.0,5.0,1.0,1.0,BAL,Field Goal,-34.0,"3,5",43.0,55837.0,DEN,14.0
8,1.0,10.0,1.0,1.0,BAL,Field Goal,-34.0,"1,10",36.0,55837.0,DEN,14.0
9,1.0,10.0,1.0,1.0,BAL,Field Goal,-34.0,"1,10",18.0,55837.0,DEN,14.0
11,1.0,6.0,0.0,1.0,BAL,Field Goal,-34.0,"1,6",6.0,55837.0,DEN,14.0
12,2.0,6.0,0.0,1.0,BAL,Field Goal,-34.0,"2,6",6.0,55837.0,DEN,14.0
14,3.0,7.0,0.0,1.0,BAL,Field Goal,-34.0,"3,7",7.0,55837.0,DEN,14.0
15,4.0,7.0,0.0,1.0,BAL,Field Goal,-34.0,"4,7",7.0,55837.0,DEN,14.0
1,1.0,10.0,0.0,1.0,DEN,End of Half,-30.0,"1,10",80.0,55837.0,BAL,15.0
1,1.0,10.0,1.0,1.0,DEN,Touchdown,-30.0,"1,10",80.0,55837.0,BAL,16.0
2,2.0,17.0,1.0,1.0,DEN,Touchdown,-30.0,"2,17",87.0,55837.0,BAL,16.0
3,3.0,9.0,1.0,1.0,DEN,Touchdown,-30.0,"3,9",79.0,55837.0,BAL,16.0
4,1.0,10.0,1.0,1.0,DEN,Touchdown,-30.0,"1,10",69.0,55837.0,BAL,16.0
5,1.0,10.0,1.0,1.0,DEN,Touchdown,-30.0,"1,10",35.0,55837.0,BAL,16.0
6,2.0,3.0,1.0,1.0,DEN,Touchdown,-30.0,"2,3",28.0,55837.0,BAL,16.0
1,1.0,10.0,0.0,1.0,BAL,"Blocked Punt, Downs",-30.0,"1,10",80.0,55837.0,DEN,17.0
2,2.0,12.0,0.0,1.0,BAL,"Blocked Punt, Downs",-30.0,"2,12",82.0,55837.0,DEN,17.0
3,3.0,12.0,0.0,1.0,BAL,"Blocked Punt, Downs",-30.0,"3,12",82.0,55837.0,DEN,17.0
4,4.0,16.0,0.0,1.0,BAL,"Blocked Punt, Downs",-30.0,"4,16",86.0,55837.0,DEN,17.0
0,1.0,10.0,1.0,1.0,DEN,Touchdown,40.0,"1,10",10.0,55837.0,BAL,18.0
1,2.0,5.0,1.0,1.0,DEN,Touchdown,40.0,"2,5",5.0,55837.0,BAL,18.0
1,1.0,10.0,0.0,1.0,BAL,Punt,-30.0,"1,10",80.0,55837.0,DEN,19.0
2,2.0,10.0,0.0,1.0,BAL,Punt,-30.0,"2,10",80.0,55837.0,DEN,19.0
3,3.0,7.0,0.0,1.0,BAL,Punt,-30.0,"3,7",77.0,55837.0,DEN,19.0
4,4.0,7.0,0.0,1.0,BAL,Punt,-30.0,"4,7",77.0,55837.0,DEN,19.0
0,1.0,10.0,1.0,1.0,DEN,Touchdown,-13.0,"1,10",63.0,55837.0,BAL,20.0
1,1.0,10.0,1.0,1.0,DEN,Touchdown,-13.0,"1,10",55.0,55837.0,BAL,20.0
2,1.0,10.0,1.0,1.0,DEN,Touchdown,-13.0,"1,10",38.0,55837.0,BAL,20.0
3,1.0,10.0,1.0,1.0,DEN,Touchdown,-13.0,"1,10",28.0,55837.0,BAL,20.0
4,1.0,10.0,1.0,1.0,DEN,Touchdown,-13.0,"1,10",15.0,55837.0,BAL,20.0
5,2.0,10.0,1.0,1.0,DEN,Touchdown,-13.0,"2,10",15.0,55837.0,BAL,20.0
6,3.0,1.0,1.0,1.0,DEN,Touchdown,-13.0,"3,1",6.0,55837.0,BAL,20.0
7,1.0,2.0,1.0,1.0,DEN,Touchdown,-13.0,"1,2",2.0,55837.0,BAL,20.0
8,2.0,2.0,1.0,1.0,DEN,Touchdown,-13.0,"2,2",2.0,55837.0,BAL,20.0
1,1.0,10.0,0.0,1.0,BAL,Punt,-30.0,"1,10",80.0,55837.0,DEN,21.0
2,2.0,10.0,0.0,1.0,BAL,Punt,-30.0,"2,10",80.0,55837.0,DEN,21.0
3,3.0,1.0,0.0,1.0,BAL,Punt,-30.0,"3,1",71.0,55837.0,DEN,21.0
4,4.0,1.0,0.0,1.0,BAL,Punt,-30.0,"4,1",71.0,55837.0,DEN,21.0
0,1.0,10.0,1.0,1.0,DEN,Punt,-24.0,"1,10",74.0,55837.0,BAL,22.0
1,1.0,20.0,1.0,1.0,DEN,Punt,-24.0,"1,20",84.0,55837.0,BAL,22.0
2,1.0,10.0,0.0,1.0,DEN,Punt,-24.0,"1,10",61.0,55837.0,BAL,22.0
3,2.0,9.0,0.0,1.0,DEN,Punt,-24.0,"2,9",60.0,55837.0,BAL,22.0
4,3.0,13.0,0.0,1.0,DEN,Punt,-24.0,"3,13",64.0,55837.0,BAL,22.0
5,4.0,13.0,0.0,1.0,DEN,Punt,-24.0,"4,13",64.0,55837.0,BAL,22.0
0,1.0,10.0,1.0,1.0,BAL,Punt,-41.0,"1,10",91.0,55837.0,DEN,23.0
1,2.0,10.0,1.0,1.0,BAL,Punt,-41.0,"2,10",91.0,55837.0,DEN,23.0
2,3.0,7.0,1.0,1.0,BAL,Punt,-41.0,"3,7",88.0,55837.0,DEN,23.0
3,1.0,10.0,0.0,1.0,BAL,Punt,-41.0,"1,10",79.0,55837.0,DEN,23.0
4,2.0,10.0,0.0,1.0,BAL,Punt,-41.0,"2,10",79.0,55837.0,DEN,23.0
5,3.0,10.0,0.0,1.0,BAL,Punt,-41.0,"3,10",79.0,55837.0,DEN,23.0
6,4.0,20.0,0.0,1.0,BAL,Punt,-41.0,"4,20",89.0,55837.0,DEN,23.0
0,1.0,10.0,0.0,1.0,DEN,Punt,-8.0,"1,10",58.0,55837.0,BAL,24.0
1,2.0,6.0,0.0,1.0,DEN,Punt,-8.0,"2,6",54.0,55837.0,BAL,24.0
2,3.0,6.0,0.0,1.0,DEN,Punt,-8.0,"3,6",54.0,55837.0,BAL,24.0
3,4.0,6.0,0.0,1.0,DEN,Punt,-8.0,"4,6",54.0,55837.0,BAL,24.0
0,1.0,10.0,1.0,1.0,BAL,Punt,-38.0,"1,10",88.0,55837.0,DEN,25.0
1,1.0,10.0,0.0,1.0,BAL,Punt,-38.0,"1,10",66.0,55837.0,DEN,25.0
2,2.0,10.0,0.0,1.0,BAL,Punt,-38.0,"2,10",66.0,55837.0,DEN,25.0
3,3.0,10.0,0.0,1.0,BAL,Punt,-38.0,"3,10",66.0,55837.0,DEN,25.0
4,4.0,18.0,0.0,1.0,BAL,Punt,-38.0,"4,18",74.0,55837.0,DEN,25.0
0,1.0,10.0,1.0,1.0,DEN,Touchdown,-6.0,"1,10",56.0,55837.0,BAL,26.0
1,1.0,15.0,1.0,1.0,DEN,Touchdown,-6.0,"1,15",61.0,55837.0,BAL,26.0
2,2.0,9.0,1.0,1.0,DEN,Touchdown,-6.0,"2,9",55.0,55837.0,BAL,26.0
3,1.0,10.0,1.0,1.0,DEN,Touchdown,-6.0,"1,10",28.0,55837.0,BAL,26.0
4,2.0,10.0,1.0,1.0,DEN,Touchdown,-6.0,"2,10",28.0,55837.0,BAL,26.0
5,2.0,15.0,1.0,1.0,DEN,Touchdown,-6.0,"2,15",33.0,55837.0,BAL,26.0
6,3.0,8.0,1.0,1.0,DEN,Touchdown,-6.0,"3,8",26.0,55837.0,BAL,26.0
1,1.0,10.0,0.0,1.0,BAL,Interception,-30.0,"1,10",80.0,55837.0,DEN,27.0
2,2.0,10.0,0.0,1.0,BAL,Interception,-30.0,"2,10",80.0,55837.0,DEN,27.0
3,3.0,8.0,0.0,1.0,BAL,Interception,-30.0,"3,8",78.0,55837.0,DEN,27.0
5,4.0,1.0,0.0,1.0,BAL,Interception,-30.0,"4,1",71.0,55837.0,DEN,27.0
0,1.0,10.0,1.0,1.0,BAL,Touchdown,-30.0,"1,10",80.0,55837.0,DEN,28.0
1,2.0,2.0,1.0,1.0,BAL,Touchdown,-30.0,"2,2",72.0,55837.0,DEN,28.0
2,1.0,10.0,1.0,1.0,BAL,Touchdown,-30.0,"1,10",59.0,55837.0,DEN,28.0
3,1.0,10.0,1.0,1.0,BAL,Touchdown,-30.0,"1,10",17.0,55837.0,DEN,28.0
4,2.0,6.0,1.0,1.0,BAL,Touchdown,-30.0,"2,6",13.0,55837.0,DEN,28.0
1,1.0,10.0,0.0,1.0,DEN,Punt,-30.0,"1,10",80.0,55837.0,BAL,29.0
2,2.0,8.0,0.0,1.0,DEN,Punt,-30.0,"2,8",78.0,55837.0,BAL,29.0
3,3.0,1.0,0.0,1.0,DEN,Punt,-30.0,"3,1",71.0,55837.0,BAL,29.0
4,4.0,3.0,0.0,1.0,DEN,Punt,-30.0,"4,3",73.0,55837.0,BAL,29.0
0,1.0,10.0,1.0,1.0,BAL,Field Goal,-19.0,"1,10",69.0,55837.0,DEN,30.0
1,2.0,5.0,1.0,1.0,BAL,Field Goal,-19.0,"2,5",64.0,55837.0,DEN,30.0
2,3.0,5.0,1.0,1.0,BAL,Field Goal,-19.0,"3,5",64.0,55837.0,DEN,30.0
3,1.0,10.0,1.0,1.0,BAL,Field Goal,-19.0,"1,10",30.0,55837.0,DEN,30.0
4,1.0,10.0,0.0,1.0,BAL,Field Goal,-19.0,"1,10",18.0,55837.0,DEN,30.0
5,2.0,10.0,0.0,1.0,BAL,Field Goal,-19.0,"2,10",18.0,55837.0,DEN,30.0
6,3.0,10.0,0.0,1.0,BAL,Field Goal,-19.0,"3,10",18.0,55837.0,DEN,30.0
8,4.0,4.0,0.0,1.0,BAL,Field Goal,-19.0,"4,4",12.0,55837.0,DEN,30.0
1,1.0,10.0,1.0,1.0,DEN,Touchdown,-30.0,"1,10",80.0,55837.0,BAL,31.0
2,2.0,8.0,1.0,1.0,DEN,Touchdown,-30.0,"2,8",78.0,55837.0,BAL,31.0
3,3.0,8.0,1.0,1.0,DEN,Touchdown,-30.0,"3,8",78.0,55837.0,BAL,31.0
1,1.0,10.0,1.0,1.0,BAL,Punt,-30.0,"1,10",80.0,55837.0,DEN,32.0
2,2.0,2.0,1.0,1.0,BAL,Punt,-30.0,"2,2",72.0,55837.0,DEN,32.0
3,3.0,2.0,1.0,1.0,BAL,Punt,-30.0,"3,2",72.0,55837.0,DEN,32.0
4,1.0,10.0,0.0,1.0,BAL,Punt,-30.0,"1,10",66.0,55837.0,DEN,32.0
5,2.0,10.0,0.0,1.0,BAL,Punt,-30.0,"2,10",66.0,55837.0,DEN,32.0
6,3.0,11.0,0.0,1.0,BAL,Punt,-30.0,"3,11",67.0,55837.0,DEN,32.0
7,4.0,17.0,0.0,1.0,BAL,Punt,-30.0,"4,17",73.0,55837.0,DEN,32.0
1,1.0,10.0,1.0,1.0,NE,Punt,-36.0,"1,10",86.0,55838.0,BUF,1.0
2,1.0,5.0,1.0,1.0,NE,Punt,-36.0,"1,5",81.0,55838.0,BUF,1.0
3,1.0,10.0,1.0,1.0,NE,Punt,-36.0,"1,10",71.0,55838.0,BUF,1.0
4,2.0,7.0,1.0,1.0,NE,Punt,-36.0,"2,7",68.0,55838.0,BUF,1.0
5,3.0,7.0,1.0,1.0,NE,Punt,-36.0,"3,7",68.0,55838.0,BUF,1.0
6,1.0,10.0,0.0,1.0,NE,Punt,-36.0,"1,10",44.0,55838.0,BUF,1.0
7,2.0,10.0,0.0,1.0,NE,Punt,-36.0,"2,10",44.0,55838.0,BUF,1.0
8,3.0,10.0,0.0,1.0,NE,Punt,-36.0,"3,10",44.0,55838.0,BUF,1.0
9,4.0,10.0,0.0,1.0,NE,Punt,-36.0,"4,10",44.0,55838.0,BUF,1.0
0,1.0,10.0,0.0,1.0,BUF,Fumble,-40.0,"1,10",90.0,55838.0,NE,2.0
1,2.0,9.0,0.0,1.0,BUF,Fumble,-40.0,"2,9",89.0,55838.0,NE,2.0
0,1.0,10.0,1.0,1.0,NE,Touchdown,34.0,"1,10",16.0,55838.0,BUF,3.0
1,2.0,3.0,1.0,1.0,NE,Touchdown,34.0,"2,3",9.0,55838.0,BUF,3.0
2,3.0,3.0,1.0,1.0,NE,Touchdown,34.0,"3,3",9.0,55838.0,BUF,3.0
1,1.0,10.0,1.0,1.0,BUF,Punt,-30.0,"1,10",80.0,55838.0,NE,4.0
2,2.0,2.0,1.0,1.0,BUF,Punt,-30.0,"2,2",72.0,55838.0,NE,4.0
3,3.0,2.0,1.0,1.0,BUF,Punt,-30.0,"3,2",72.0,55838.0,NE,4.0
4,1.0,10.0,0.0,1.0,BUF,Punt,-30.0,"1,10",59.0,55838.0,NE,4.0
5,2.0,8.0,0.0,1.0,BUF,Punt,-30.0,"2,8",57.0,55838.0,NE,4.0
6,2.0,13.0,0.0,1.0,BUF,Punt,-30.0,"2,13",62.0,55838.0,NE,4.0
7,3.0,13.0,0.0,1.0,BUF,Punt,-30.0,"3,13",62.0,55838.0,NE,4.0
8,4.0,13.0,0.0,1.0,BUF,Punt,-30.0,"4,13",62.0,55838.0,NE,4.0
0,1.0,10.0,1.0,1.0,NE,Field Goal,0.0,"1,10",50.0,55838.0,BUF,5.0
1,2.0,10.0,1.0,1.0,NE,Field Goal,0.0,"2,10",50.0,55838.0,BUF,5.0
2,3.0,8.0,1.0,1.0,NE,Field Goal,0.0,"3,8",48.0,55838.0,BUF,5.0
3,1.0,10.0,1.0,1.0,NE,Field Goal,0.0,"1,10",39.0,55838.0,BUF,5.0
4,2.0,1.0,1.0,1.0,NE,Field Goal,0.0,"2,1",30.0,55838.0,BUF,5.0
5,1.0,10.0,0.0,1.0,NE,Field Goal,0.0,"1,10",29.0,55838.0,BUF,5.0
6,2.0,10.0,0.0,1.0,NE,Field Goal,0.0,"2,10",29.0,55838.0,BUF,5.0
7,3.0,11.0,0.0,1.0,NE,Field Goal,0.0,"3,11",30.0,55838.0,BUF,5.0
8,4.0,11.0,0.0,1.0,NE,Field Goal,0.0,"4,11",30.0,55838.0,BUF,5.0
1,1.0,10.0,1.0,1.0,BUF,Punt,-30.0,"1,10",80.0,55838.0,NE,6.0
2,2.0,2.0,1.0,1.0,BUF,Punt,-30.0,"2,2",72.0,55838.0,NE,6.0
3,1.0,10.0,1.0,1.0,BUF,Punt,-30.0,"1,10",69.0,55838.0,NE,6.0
4,1.0,20.0,0.0,1.0,BUF,Punt,-30.0,"1,20",79.0,55838.0,NE,6.0
5,2.0,17.0,0.0,1.0,BUF,Punt,-30.0,"2,17",76.0,55838.0,NE,6.0
6,3.0,19.0,0.0,1.0,BUF,Punt,-30.0,"3,19",78.0,55838.0,NE,6.0
7,4.0,19.0,0.0,1.0,BUF,Punt,-30.0,"4,19",78.0,55838.0,NE,6.0
0,1.0,10.0,1.0,1.0,NE,Punt,-25.0,"1,10",75.0,55838.0,BUF,7.0
1,2.0,7.0,1.0,1.0,NE,Punt,-25.0,"2,7",72.0,55838.0,BUF,7.0
2,3.0,4.0,1.0,1.0,NE,Punt,-25.0,"3,4",69.0,55838.0,BUF,7.0
3,1.0,10.0,1.0,1.0,NE,Punt,-25.0,"1,10",63.0,55838.0,BUF,7.0
4,1.0,10.0,0.0,1.0,NE,Punt,-25.0,"1,10",43.0,55838.0,BUF,7.0
5,2.0,9.0,0.0,1.0,NE,Punt,-25.0,"2,9",42.0,55838.0,BUF,7.0
6,3.0,9.0,0.0,1.0,NE,Punt,-25.0,"3,9",42.0,55838.0,BUF,7.0
7,4.0,14.0,0.0,1.0,NE,Punt,-25.0,"4,14",47.0,55838.0,BUF,7.0
0,1.0,10.0,1.0,1.0,BUF,Punt,-22.0,"1,10",72.0,55838.0,NE,8.0
1,2.0,3.0,1.0,1.0,BUF,Punt,-22.0,"2,3",65.0,55838.0,NE,8.0
2,1.0,10.0,0.0,1.0,BUF,Punt,-22.0,"1,10",52.0,55838.0,NE,8.0
3,2.0,8.0,0.0,1.0,BUF,Punt,-22.0,"2,8",50.0,55838.0,NE,8.0
4,3.0,1.0,0.0,1.0,BUF,Punt,-22.0,"3,1",43.0,55838.0,NE,8.0
5,4.0,2.0,0.0,1.0,BUF,Punt,-22.0,"4,2",44.0,55838.0,NE,8.0
0,1.0,10.0,0.0,1.0,NE,Punt,-30.0,"1,10",80.0,55838.0,BUF,9.0
1,2.0,10.0,0.0,1.0,NE,Punt,-30.0,"2,10",80.0,55838.0,BUF,9.0
2,3.0,3.0,0.0,1.0,NE,Punt,-30.0,"3,3",73.0,55838.0,BUF,9.0
3,4.0,3.0,0.0,1.0,NE,Punt,-30.0,"4,3",73.0,55838.0,BUF,9.0
0,1.0,10.0,0.0,1.0,BUF,Punt,-42.0,"1,10",92.0,55838.0,NE,10.0
1,2.0,10.0,0.0,1.0,BUF,Punt,-42.0,"2,10",92.0,55838.0,NE,10.0
2,3.0,3.0,0.0,1.0,BUF,Punt,-42.0,"3,3",85.0,55838.0,NE,10.0
3,4.0,3.0,0.0,1.0,BUF,Punt,-42.0,"4,3",85.0,55838.0,NE,10.0
0,1.0,10.0,1.0,1.0,NE,Fumble,-4.0,"1,10",54.0,55838.0,BUF,11.0
1,1.0,10.0,1.0,1.0,NE,Fumble,-4.0,"1,10",40.0,55838.0,BUF,11.0
2,2.0,10.0,1.0,1.0,NE,Fumble,-4.0,"2,10",40.0,55838.0,BUF,11.0
3,1.0,10.0,1.0,1.0,NE,Fumble,-4.0,"1,10",29.0,55838.0,BUF,11.0
4,1.0,5.0,0.0,1.0,NE,Fumble,-4.0,"1,5",24.0,55838.0,BUF,11.0
1,1.0,10.0,1.0,1.0,NE,Punt,-23.0,"1,10",73.0,55838.0,BUF,12.0
2,2.0,5.0,1.0,1.0,NE,Punt,-23.0,"2,5",68.0,55838.0,BUF,12.0
3,3.0,4.0,1.0,1.0,NE,Punt,-23.0,"3,4",67.0,55838.0,BUF,12.0
4,1.0,10.0,1.0,1.0,NE,Punt,-23.0,"1,10",62.0,55838.0,BUF,12.0
5,1.0,10.0,0.0,1.0,NE,Punt,-23.0,"1,10",42.0,55838.0,BUF,12.0
6,2.0,5.0,0.0,1.0,NE,Punt,-23.0,"2,5",37.0,55838.0,BUF,12.0
7,3.0,5.0,0.0,1.0,NE,Punt,-23.0,"3,5",37.0,55838.0,BUF,12.0
8,4.0,5.0,0.0,1.0,NE,Punt,-23.0,"4,5",37.0,55838.0,BUF,12.0
0,1.0,10.0,1.0,1.0,BUF,Fumble,-39.0,"1,10",89.0,55838.0,NE,13.0
1,2.0,5.0,1.0,1.0,BUF,Fumble,-39.0,"2,5",84.0,55838.0,NE,13.0
2,1.0,10.0,0.0,1.0,BUF,Fumble,-39.0,"1,10",64.0,55838.0,NE,13.0
3,2.0,8.0,0.0,1.0,BUF,Fumble,-39.0,"2,8",62.0,55838.0,NE,13.0
4,2.0,11.0,0.0,1.0,BUF,Fumble,-39.0,"2,11",65.0,55838.0,NE,13.0
0,1.0,10.0,1.0,1.0,NE,Touchdown,18.0,"1,10",32.0,55838.0,BUF,14.0
