,GameKey,year,week,Home,Away,HomeScore,AwayScore
1337,56226,2014,4,SD,JAC,33,14
1338,56228,2014,4,SF,PHI,26,21
1339,56229,2014,4,DAL,NO,38,17
1340,56230,2014,4,KC,NE,41,14
1341,56231,2014,5,GB,MIN,42,10
1342,56232,2014,5,CAR,CHI,31,24
1343,56233,2014,5,DAL,HOU,20,17
1344,56234,2014,5,DET,BUF,14,17
1345,56235,2014,5,IND,BAL,20,13
1346,56236,2014,5,JAC,PIT,9,17
1347,56237,2014,5,NO,TB,37,31
1348,56238,2014,5,NYG,ATL,30,20
1349,56239,2014,5,PHI,STL,34,28
1350,56240,2014,5,TEN,CLE,28,29
1351,56241,2014,5,DEN,ARI,41,20
1352,56242,2014,5,SD,NYJ,31,0
1353,56243,2014,5,SF,KC,22,17
1354,56244,2014,5,NE,CIN,43,17
1355,56245,2014,5,WAS,SEA,17,27
1356,56246,2014,6,HOU,IND,28,33
1357,56247,2014,6,ATL,CHI,13,27
1358,56248,2014,6,BUF,NE,22,37
1359,56249,2014,6,CIN,CAR,37,37
1360,56250,2014,6,CLE,PIT,31,10
1361,56251,2014,6,MIA,GB,24,27
1362,56252,2014,6,MIN,DET,3,17
1363,56253,2014,6,NYJ,DEN,17,31
1364,56254,2014,6,TB,BAL,17,48
1365,56255,2014,6,TEN,JAC,16,14
1366,56256,2014,6,OAK,SD,28,31
1367,56257,2014,6,ARI,WAS,30,20
1368,56258,2014,6,SEA,DAL,23,30
1369,56259,2014,6,PHI,NYG,27,0
1370,56260,2014,6,STL,SF,17,31
1371,56261,2014,7,NE,NYJ,27,25
1372,56262,2014,7,BAL,ATL,29,7
1373,56263,2014,7,BUF,MIN,17,16
1374,56264,2014,7,CHI,MIA,14,27
1375,56265,2014,7,DET,NO,24,23
1376,56266,2014,7,GB,CAR,38,17
1377,56267,2014,7,IND,CIN,27,0
1378,56268,2014,7,JAC,CLE,24,6
1379,56269,2014,7,STL,SEA,28,26
1380,56270,2014,7,WAS,TEN,19,17
1381,56271,2014,7,SD,KC,20,23
1382,56272,2014,7,DAL,NYG,31,21
1383,56273,2014,7,OAK,ARI,13,24
1384,56274,2014,7,DEN,SF,42,17
1385,56275,2014,7,PIT,HOU,30,23
1386,56276,2014,8,DEN,SD,35,21
1387,56277,2014,8,ATL,DET,21,22
1388,56278,2014,8,CAR,SEA,9,13
1389,56279,2014,8,CIN,BAL,27,24
1390,56280,2014,8,JAC,MIA,13,27
1391,56281,2014,8,KC,STL,34,7
1392,56282,2014,8,NE,CHI,51,23
1393,56283,2014,8,NYJ,BUF,23,43
1394,56284,2014,8,TB,MIN,13,19
1395,56285,2014,8,TEN,HOU,16,30
1396,56286,2014,8,ARI,PHI,24,20
1397,56287,2014,8,CLE,OAK,23,13
1398,56288,2014,8,PIT,IND,51,34
1399,56289,2014,8,NO,GB,44,23
1400,56290,2014,8,DAL,WAS,17,20
1401,56291,2014,9,CAR,NO,10,28
1402,56292,2014,9,CIN,JAC,33,23
1403,56293,2014,9,CLE,TB,22,17
1404,56294,2014,9,DAL,ARI,17,28
1405,56295,2014,9,HOU,PHI,21,31
1406,56296,2014,9,KC,NYJ,24,10
1407,56297,2014,9,MIA,SD,37,0
1408,56298,2014,9,MIN,WAS,29,26
1409,56299,2014,9,SF,STL,10,13
1410,56300,2014,9,NE,DEN,43,21
1411,56301,2014,9,SEA,OAK,30,24
1412,56302,2014,9,PIT,BAL,43,23
1413,56303,2014,9,NYG,IND,24,40
1414,56304,2014,10,CIN,CLE,3,24
1415,56305,2014,10,BAL,TEN,21,7
1416,56306,2014,10,BUF,KC,13,17
1417,56307,2014,10,DET,MIA,20,16
1418,56308,2014,10,JAC,DAL,17,31
1419,56309,2014,10,NO,SF,24,27
1420,56310,2014,10,NYJ,PIT,20,13
1421,56311,2014,10,TB,ATL,17,27
1422,56312,2014,10,OAK,DEN,17,41
1423,56313,2014,10,ARI,STL,31,14
1424,56314,2014,10,SEA,NYG,38,17
1425,56315,2014,10,GB,CHI,55,14
1426,56316,2014,10,PHI,CAR,45,21
1427,56317,2014,11,MIA,BUF,22,9
1428,56318,2014,11,CAR,ATL,17,19
1429,56319,2014,11,CHI,MIN,21,13
1430,56320,2014,11,CLE,HOU,7,23
1431,56321,2014,11,GB,PHI,53,20
1432,56322,2014,11,KC,SEA,24,20
1433,56323,2014,11,NO,CIN,10,27
1434,56324,2014,11,NYG,SF,10,16
1435,56325,2014,11,STL,DEN,22,7
1436,56326,2014,11,WAS,TB,7,27
1437,56327,2014,11,SD,OAK,13,6
1438,56328,2014,11,ARI,DET,14,6
1439,56329,2014,11,IND,NE,20,42
1440,56330,2014,11,TEN,PIT,24,27
1441,56331,2014,12,OAK,KC,24,20
1442,56332,2014,12,ATL,CLE,24,26
1443,56333,2014,12,BUF,NYJ,38,3
1444,56334,2014,12,CHI,TB,21,13
1445,56335,2014,12,HOU,CIN,13,22
1446,56336,2014,12,IND,JAC,23,3
1447,56337,2014,12,MIN,GB,21,24
1448,56338,2014,12,NE,DET,34,9
1449,56339,2014,12,PHI,TEN,43,24
1450,56340,2014,12,SD,STL,27,24
1451,56341,2014,12,SEA,ARI,19,3
1452,56342,2014,12,DEN,MIA,39,36
1453,56343,2014,12,SF,WAS,17,13
1454,56344,2014,12,NYG,DAL,28,31
1455,56345,2014,12,NO,BAL,27,34
1456,56346,2014,13,DET,CHI,34,17
1457,56347,2014,13,DAL,PHI,10,33
1458,56348,2014,13,SF,SEA,3,19
1459,56349,2014,13,BAL,SD,33,34
1460,56350,2014,13,BUF,CLE,26,10
1461,56351,2014,13,HOU,TEN,45,21
1462,56352,2014,13,IND,WAS,49,27
1463,56353,2014,13,JAC,NYG,25,24
1464,56354,2014,13,MIN,CAR,31,13
1465,56355,2014,13,PIT,NO,32,35
1466,56356,2014,13,STL,OAK,52,0
1467,56357,2014,13,TB,CIN,13,14
1468,56358,2014,13,ATL,ARI,29,18
1469,56359,2014,13,GB,NE,26,21
1470,56360,2014,13,KC,DEN,16,29
1471,56361,2014,13,NYJ,MIA,13,16
1472,56362,2014,14,CHI,DAL,28,41
1473,56363,2014,14,CIN,PIT,21,42
1474,56364,2014,14,CLE,IND,24,25
1475,56365,2014,14,DET,TB,34,17
1476,56366,2014,14,JAC,HOU,13,27
1477,56367,2014,14,MIA,BAL,13,28
1478,56368,2014,14,MIN,NYJ,30,24
1479,56369,2014,14,NO,CAR,10,41
1480,56370,2014,14,TEN,NYG,7,36
1481,56371,2014,14,WAS,STL,0,24
1482,56372,2014,14,ARI,KC,17,14
1483,56373,2014,14,DEN,BUF,24,17
1484,56374,2014,14,OAK,SF,24,13
1485,56375,2014,14,PHI,SEA,14,24
1486,56376,2014,14,SD,NE,14,23
1487,56377,2014,14,GB,ATL,43,37
1488,56378,2014,15,STL,ARI,6,12
1489,56379,2014,15,ATL,PIT,20,27
1490,56380,2014,15,BAL,JAC,20,12
1491,56381,2014,15,BUF,GB,21,13
1492,56382,2014,15,CAR,TB,19,17
1493,56383,2014,15,CLE,CIN,0,30
1494,56384,2014,15,DET,MIN,16,14
1495,56385,2014,15,IND,HOU,17,10
1496,56386,2014,15,KC,OAK,31,13
1497,56387,2014,15,NE,MIA,41,13
1498,56388,2014,15,NYG,WAS,24,13
1499,56389,2014,15,SD,DEN,10,22
1500,56390,2014,15,TEN,NYJ,11,16
1501,56391,2014,15,SEA,SF,17,7
1502,56392,2014,15,PHI,DAL,27,38
1503,56393,2014,15,CHI,NO,15,31
1504,56394,2014,16,JAC,TEN,21,13
1505,56396,2014,16,WAS,PHI,27,24
1506,56395,2014,16,SF,SD,35,38
1507,56397,2014,16,CAR,CLE,17,13
1508,56398,2014,16,CHI,DET,14,20
1509,56399,2014,16,HOU,BAL,25,13
1510,56400,2014,16,MIA,MIN,37,35
1511,56401,2014,16,NO,ATL,14,30
1512,56402,2014,16,NYJ,NE,16,17
1513,56403,2014,16,PIT,KC,20,12
1514,56404,2014,16,TB,GB,3,20
1515,56405,2014,16,STL,NYG,27,37
1516,56406,2014,16,DAL,IND,42,7
1517,56407,2014,16,OAK,BUF,26,24
1518,56408,2014,16,ARI,SEA,6,35
1519,56409,2014,16,CIN,DEN,37,28
1520,56410,2014,17,ATL,CAR,3,34
1521,56411,2014,17,BAL,CLE,20,10
1522,56412,2014,17,GB,DET,30,20
1523,56413,2014,17,HOU,JAC,23,17
1524,56414,2014,17,KC,SD,19,7
1525,56415,2014,17,MIA,NYJ,24,37
1526,56416,2014,17,MIN,CHI,13,9
1527,56417,2014,17,NE,BUF,9,17
1528,56418,2014,17,NYG,PHI,26,34
1529,56419,2014,17,PIT,CIN,27,17
1530,56420,2014,17,TB,NO,20,23
1531,56421,2014,17,TEN,IND,10,27
1532,56422,2014,17,WAS,DAL,17,44
1533,56423,2014,17,DEN,OAK,47,14
1534,56424,2014,17,SF,ARI,20,17
1535,56425,2014,17,SEA,STL,20,6
1536,56503,2015,1,NE,PIT,28,21
1537,56505,2015,1,CHI,GB,23,31
1538,56509,2015,1,STL,SEA,34,31
1539,56507,2015,1,JAC,CAR,9,20
1540,56510,2015,1,WAS,MIA,10,17
1541,56504,2015,1,BUF,IND,27,14
1542,56508,2015,1,NYJ,CLE,31,10
1543,56506,2015,1,HOU,KC,20,27
1544,56511,2015,1,ARI,NO,31,19
1545,56512,2015,1,SD,DET,33,28
1546,56513,2015,1,DEN,BAL,19,13
1547,56514,2015,1,OAK,CIN,13,33
1548,56515,2015,1,TB,TEN,14,42
1549,56516,2015,1,DAL,NYG,27,26
1550,56517,2015,1,ATL,PHI,26,24
1551,56518,2015,1,SF,MIN,20,3
1552,56519,2015,2,KC,DEN,24,31
1553,56521,2015,2,CAR,HOU,24,17
1554,56520,2015,2,BUF,NE,32,40
1555,56523,2015,2,CIN,SD,24,19
1556,56524,2015,2,CLE,TEN,28,14
1557,56527,2015,2,NYG,ATL,20,24
1558,56529,2015,2,WAS,STL,24,10
1559,56522,2015,2,CHI,ARI,23,48
1560,56525,2015,2,MIN,DET,26,16
1561,56526,2015,2,NO,TB,19,26
1562,56528,2015,2,PIT,SF,43,18
1563,56531,2015,2,OAK,BAL,37,33
1564,56530,2015,2,JAC,MIA,23,20
1565,56532,2015,2,PHI,DAL,10,20
1566,56533,2015,2,GB,SEA,27,17
1567,56534,2015,2,IND,NYJ,7,20
1568,56535,2015,3,NYG,WAS,32,21
1569,56539,2015,3,DAL,ATL,28,39
1570,56537,2015,3,CAR,NO,27,22
1571,56543,2015,3,NYJ,PHI,17,24
1572,56540,2015,3,HOU,TB,19,9
1573,56541,2015,3,MIN,SD,31,14
1574,56544,2015,3,STL,PIT,6,12
1575,56542,2015,3,NE,JAC,51,17
1576,56536,2015,3,BAL,CIN,24,28
1577,56538,2015,3,CLE,OAK,20,27
1578,56545,2015,3,TEN,IND,33,35
1579,56546,2015,3,ARI,SF,47,7
1580,56548,2015,3,SEA,CHI,26,0
1581,56547,2015,3,MIA,BUF,14,41
1582,56549,2015,3,DET,DEN,12,24
1583,56550,2015,3,GB,KC,38,28
1584,56551,2015,4,PIT,BAL,20,23
1585,56552,2015,4,MIA,NYJ,14,27
1586,56555,2015,4,CHI,OAK,22,20
1587,56553,2015,4,ATL,HOU,48,21
1588,56556,2015,4,CIN,KC,36,21
1589,56557,2015,4,IND,JAC,16,13
1590,56559,2015,4,WAS,PHI,23,20
1591,56558,2015,4,TB,CAR,23,37
1592,56554,2015,4,BUF,NYG,10,24
1593,56560,2015,4,SD,CLE,30,27
1594,56563,2015,4,SF,GB,3,17
1595,56561,2015,4,ARI,STL,22,24
1596,56562,2015,4,DEN,MIN,23,20
1597,56564,2015,4,NO,DAL,26,20
1598,56565,2015,4,SEA,DET,13,10
1599,56566,2015,5,HOU,IND,20,27
1600,56572,2015,5,PHI,NO,39,17
1601,56571,2015,5,KC,CHI,17,18
1602,56569,2015,5,CIN,SEA,27,24
1603,56567,2015,5,ATL,WAS,25,19
1604,56573,2015,5,TB,JAC,38,31
1605,56568,2015,5,BAL,CLE,30,33
1606,56574,2015,5,TEN,BUF,13,14
1607,56570,2015,5,GB,STL,24,10
1608,56575,2015,5,DET,ARI,17,42
1609,56576,2015,5,DAL,NE,6,30
1610,56577,2015,5,OAK,DEN,10,16
1611,56578,2015,5,NYG,SF,30,27
1612,56579,2015,5,SD,PIT,20,24
1613,56580,2015,6,NO,ATL,31,21
1614,56583,2015,6,DET,CHI,37,34
1615,56586,2015,6,NYJ,WAS,34,20
1616,56587,2015,6,PIT,ARI,25,13
1617,56585,2015,6,MIN,KC,16,10
1618,56581,2015,6,BUF,CIN,21,34
1619,56582,2015,6,CLE,DEN,23,26
1620,56588,2015,6,TEN,MIA,10,38
1621,56584,2015,6,JAC,HOU,20,31
1622,56589,2015,6,SEA,CAR,23,27
1623,56590,2015,6,GB,SD,27,20
1624,56591,2015,6,SF,BAL,25,20
1625,56592,2015,6,IND,NE,27,34
1626,56593,2015,6,PHI,NYG,27,7
1627,56594,2015,7,SF,SEA,3,20
1628,56595,2015,7,JAC,BUF,34,31
1629,56601,2015,7,STL,CLE,24,6
1630,56599,2015,7,MIA,HOU,44,26
1631,56600,2015,7,NE,NYJ,30,23
1632,56598,2015,7,KC,PIT,23,13
1633,56603,2015,7,WAS,TB,31,30
1634,56596,2015,7,DET,MIN,19,28
1635,56597,2015,7,IND,NO,21,27
1636,56602,2015,7,TEN,ATL,7,10
1637,56604,2015,7,SD,OAK,29,37
1638,56605,2015,7,NYG,DAL,27,20
1639,56606,2015,7,CAR,PHI,27,16
1640,56607,2015,7,ARI,BAL,26,18
1641,56608,2015,8,NE,MIA,36,7
1642,56609,2015,8,KC,DET,45,10
1643,56611,2015,8,BAL,SD,29,26
1644,56616,2015,8,PIT,CIN,10,16
1645,56614,2015,8,HOU,TEN,20,6
1646,56612,2015,8,CHI,MIN,20,23
1647,56610,2015,8,ATL,TB,20,23
1648,56615,2015,8,NO,NYG,52,49
1649,56617,2015,8,STL,SF,27,6
1650,56613,2015,8,CLE,ARI,20,34
1651,56618,2015,8,OAK,NYJ,34,20
1652,56619,2015,8,DAL,SEA,12,13
1653,56620,2015,8,DEN,GB,29,10
1654,56621,2015,8,CAR,IND,29,26
1655,56622,2015,9,CIN,CLE,31,10
1656,56625,2015,9,MIN,STL,21,18
1657,56624,2015,9,CAR,GB,37,29
1658,56626,2015,9,NE,WAS,27,10
1659,56627,2015,9,NO,TEN,28,34
1660,56623,2015,9,BUF,MIA,33,17
1661,56628,2015,9,NYJ,JAC,28,23
1662,56629,2015,9,PIT,OAK,38,35
1663,56631,2015,9,TB,NYG,18,32
1664,56630,2015,9,SF,ATL,17,16
1665,56632,2015,9,IND,DEN,27,24
1666,56633,2015,9,DAL,PHI,27,33
1667,56634,2015,9,SD,CHI,19,22
1668,56635,2015,10,NYJ,BUF,17,22
1669,56643,2015,10,WAS,NO,47,14
1670,56637,2015,10,GB,DET,16,18
1671,56641,2015,10,TB,DAL,10,6
1672,56642,2015,10,TEN,CAR,10,27
1673,56640,2015,10,STL,CHI,13,37
1674,56638,2015,10,PHI,MIA,19,20
1675,56636,2015,10,BAL,JAC,20,22
1676,56639,2015,10,PIT,CLE,30,9
1677,56644,2015,10,OAK,MIN,14,30
1678,56646,2015,10,NYG,NE,26,27
1679,56645,2015,10,DEN,KC,13,29
1680,56647,2015,10,SEA,ARI,32,39
1681,56648,2015,10,CIN,HOU,6,10
1682,56649,2015,11,JAC,TEN,19,13
1683,56653,2015,11,CHI,DEN,15,17
1684,56654,2015,11,DET,OAK,18,13
1685,56650,2015,11,ATL,IND,21,24
1686,56655,2015,11,HOU,NYJ,24,17
1687,56658,2015,11,PHI,TB,17,45
1688,56657,2015,11,MIN,GB,13,30
1689,56652,2015,11,CAR,WAS,44,16
1690,56656,2015,11,MIA,DAL,14,24
1691,56651,2015,11,BAL,STL,16,13
1692,56659,2015,11,ARI,CIN,34,31
1693,56660,2015,11,SEA,SF,29,13
1694,56661,2015,11,SD,KC,3,33
1695,56662,2015,11,NE,BUF,20,13
1696,56663,2015,12,DET,PHI,45,14
1697,56664,2015,12,DAL,CAR,14,33
1698,56665,2015,12,GB,CHI,13,17
1699,56674,2015,12,WAS,NYG,20,14
1700,56666,2015,12,ATL,MIN,10,20
1701,56667,2015,12,CIN,STL,31,7
1702,56668,2015,12,HOU,NO,24,6
1703,56669,2015,12,IND,TB,25,12
1704,56672,2015,12,NYJ,MIA,38,20
1705,56670,2015,12,JAC,SD,25,31
1706,56673,2015,12,TEN,OAK,21,24
1707,56671,2015,12,KC,BUF,30,22
1708,56675,2015,12,SF,ARI,13,19
1709,56676,2015,12,SEA,PIT,39,30
1710,56677,2015,12,DEN,NE,30,24
1711,56678,2015,12,CLE,BAL,27,33
1712,56679,2015,13,DET,GB,23,27
1713,56686,2015,13,NYG,NYJ,20,23
1714,56680,2015,13,BUF,HOU,30,21
1715,56683,2015,13,MIA,BAL,15,13
1716,56682,2015,13,CLE,CIN,3,37
1717,56689,2015,13,TEN,JAC,42,39
1718,56681,2015,13,CHI,SF,20,26
1719,56684,2015,13,MIN,SEA,7,38
1720,56685,2015,13,NO,CAR,38,41
1721,56688,2015,13,TB,ATL,23,19
1722,56687,2015,13,STL,ARI,3,27
1723,56690,2015,13,OAK,KC,20,34
1724,56691,2015,13,SD,DEN,3,17
1725,56692,2015,13,NE,PHI,28,35
1726,56693,2015,13,PIT,IND,45,10
1727,56694,2015,13,WAS,DAL,16,19
1728,56695,2015,14,ARI,MIN,23,20
1729,56704,2015,14,PHI,BUF,23,20
1730,56703,2015,14,NYJ,TEN,30,8
1731,56698,2015,14,CIN,PIT,20,33
1732,56700,2015,14,HOU,NE,6,27
1733,56701,2015,14,JAC,IND,51,16
1734,56702,2015,14,KC,SD,10,3
1735,56697,2015,14,CHI,WAS,21,24
1736,56696,2015,14,CAR,ATL,38,0
1737,56706,2015,14,TB,NO,17,24
1738,56705,2015,14,STL,DET,21,14
1739,56699,2015,14,CLE,SF,24,10
1740,56707,2015,14,DEN,OAK,12,15
1741,56708,2015,14,GB,DAL,28,7
1742,56709,2015,14,BAL,SEA,6,35
1743,56710,2015,14,MIA,NYG,24,31
1744,56711,2015,15,STL,TB,31,23
1745,56712,2015,15,DAL,NYJ,16,19
1746,56718,2015,15,NYG,CAR,35,38
1747,56719,2015,15,PHI,ARI,17,40
1748,56716,2015,15,MIN,CHI,38,17
1749,56715,2015,15,JAC,ATL,17,23
1750,56714,2015,15,IND,HOU,10,16
1751,56717,2015,15,NE,TEN,33,16
1752,56713,2015,15,BAL,KC,14,34
1753,56720,2015,15,WAS,BUF,35,25
1754,56722,2015,15,SEA,CLE,30,13
1755,56721,2015,15,OAK,GB,20,30
1756,56723,2015,15,PIT,DEN,34,27
1757,56724,2015,15,SD,MIA,30,14
1758,56725,2015,15,SF,CIN,14,24
1759,56726,2015,15,NO,DET,27,35
1760,56727,2015,16,OAK,SD,23,20
1761,56728,2015,16,PHI,WAS,24,38
1762,56735,2015,16,NO,JAC,38,27
1763,56733,2015,16,MIA,IND,12,18
1764,56736,2015,16,NYJ,NE,26,20
1765,56738,2015,16,TEN,HOU,6,34
1766,56732,2015,16,KC,CLE,17,13
1767,56731,2015,16,DET,SF,32,17
1768,56734,2015,16,MIN,NYG,49,17
1769,56729,2015,16,ATL,CAR,20,13
1770,56737,2015,16,TB,CHI,21,26
1771,56730,2015,16,BUF,DAL,16,6
1772,56739,2015,16,ARI,GB,38,8
1773,56740,2015,16,SEA,STL,17,23
1774,56741,2015,16,BAL,PIT,20,17
1775,56742,2015,16,DEN,CIN,20,17
