,Down,ToGo,Success,Attempt,Team,DriveResult,DriveStart,DownGo,FieldPosition
1,2.0,4.0,0.0,1.0,HOU,Punt,-26.0,"2,4",70.0
2,3.0,4.0,0.0,1.0,HOU,Punt,-26.0,"3,4",70.0
3,4.0,4.0,0.0,1.0,HOU,Punt,-26.0,"4,4",70.0
0,1.0,10.0,1.0,1.0,TEN,Downs,-23.0,"1,10",73.0
1,2.0,1.0,1.0,1.0,TEN,Downs,-23.0,"2,1",64.0
2,1.0,10.0,1.0,1.0,TEN,Downs,-23.0,"1,10",55.0
3,2.0,8.0,1.0,1.0,TEN,Downs,-23.0,"2,8",53.0
4,1.0,10.0,0.0,1.0,TEN,Downs,-23.0,"1,10",37.0
5,2.0,10.0,0.0,1.0,TEN,Downs,-23.0,"2,10",37.0
7,3.0,4.0,0.0,1.0,TEN,Downs,-23.0,"3,4",31.0
8,4.0,6.0,0.0,1.0,TEN,Downs,-23.0,"4,6",33.0
0,1.0,10.0,0.0,1.0,HOU,Punt,-17.0,"1,10",67.0
1,2.0,4.0,0.0,1.0,HOU,Punt,-17.0,"2,4",61.0
2,3.0,4.0,0.0,1.0,HOU,Punt,-17.0,"3,4",61.0
3,4.0,1.0,0.0,1.0,HOU,Punt,-17.0,"4,1",58.0
0,1.0,10.0,0.0,1.0,TEN,Punt,-30.0,"1,10",80.0
1,2.0,6.0,0.0,1.0,TEN,Punt,-30.0,"2,6",76.0
2,3.0,2.0,0.0,1.0,TEN,Punt,-30.0,"3,2",72.0
3,4.0,2.0,0.0,1.0,TEN,Punt,-30.0,"4,2",72.0
0,1.0,10.0,1.0,1.0,HOU,Field Goal,-18.0,"1,10",68.0
1,1.0,10.0,1.0,1.0,HOU,Field Goal,-18.0,"1,10",24.0
2,2.0,7.0,1.0,1.0,HOU,Field Goal,-18.0,"2,7",21.0
3,3.0,7.0,1.0,1.0,HOU,Field Goal,-18.0,"3,7",21.0
4,4.0,1.0,1.0,1.0,HOU,Field Goal,-18.0,"4,1",15.0
5,1.0,10.0,0.0,1.0,HOU,Field Goal,-18.0,"1,10",13.0
6,2.0,9.0,0.0,1.0,HOU,Field Goal,-18.0,"2,9",12.0
7,3.0,9.0,0.0,1.0,HOU,Field Goal,-18.0,"3,9",12.0
8,4.0,2.0,0.0,1.0,HOU,Field Goal,-18.0,"4,2",5.0
1,1.0,10.0,1.0,1.0,TEN,Fumble,-24.0,"1,10",74.0
2,2.0,6.0,1.0,1.0,TEN,Fumble,-24.0,"2,6",70.0
4,3.0,1.0,1.0,1.0,TEN,Fumble,-24.0,"3,1",65.0
5,1.0,10.0,0.0,1.0,TEN,Fumble,-24.0,"1,10",62.0
1,1.0,10.0,0.0,1.0,WAS,Punt,-25.0,"1,10",75.0
2,2.0,10.0,0.0,1.0,WAS,Punt,-25.0,"2,10",75.0
3,3.0,9.0,0.0,1.0,WAS,Punt,-25.0,"3,9",74.0
4,4.0,1.0,0.0,1.0,WAS,Punt,-25.0,"4,1",66.0
0,1.0,10.0,1.0,1.0,STL,Punt,-22.0,"1,10",72.0
1,1.0,10.0,0.0,1.0,STL,Punt,-22.0,"1,10",60.0
2,2.0,11.0,0.0,1.0,STL,Punt,-22.0,"2,11",61.0
3,3.0,8.0,0.0,1.0,STL,Punt,-22.0,"3,8",58.0
4,4.0,8.0,0.0,1.0,STL,Punt,-22.0,"4,8",58.0
0,1.0,10.0,1.0,1.0,WAS,Field Goal,-36.0,"1,10",86.0
1,2.0,2.0,1.0,1.0,WAS,Field Goal,-36.0,"2,2",78.0
2,1.0,10.0,1.0,1.0,WAS,Field Goal,-36.0,"1,10",72.0
3,2.0,10.0,1.0,1.0,WAS,Field Goal,-36.0,"2,10",72.0
4,1.0,10.0,1.0,1.0,WAS,Field Goal,-36.0,"1,10",57.0
5,1.0,10.0,1.0,1.0,WAS,Field Goal,-36.0,"1,10",45.0
7,2.0,8.0,1.0,1.0,WAS,Field Goal,-36.0,"2,8",43.0
8,1.0,10.0,1.0,1.0,WAS,Field Goal,-36.0,"1,10",32.0
9,1.0,10.0,1.0,1.0,WAS,Field Goal,-36.0,"1,10",19.0
10,1.0,8.0,0.0,1.0,WAS,Field Goal,-36.0,"1,8",8.0
11,2.0,7.0,0.0,1.0,WAS,Field Goal,-36.0,"2,7",7.0
12,3.0,3.0,0.0,1.0,WAS,Field Goal,-36.0,"3,3",3.0
13,4.0,3.0,0.0,1.0,WAS,Field Goal,-36.0,"4,3",3.0
1,1.0,10.0,1.0,1.0,STL,Punt,-35.0,"1,10",85.0
2,2.0,10.0,1.0,1.0,STL,Punt,-35.0,"2,10",85.0
3,1.0,10.0,1.0,1.0,STL,Punt,-35.0,"1,10",70.0
4,2.0,4.0,1.0,1.0,STL,Punt,-35.0,"2,4",64.0
5,3.0,4.0,1.0,1.0,STL,Punt,-35.0,"3,4",64.0
6,1.0,10.0,1.0,1.0,STL,Punt,-35.0,"1,10",59.0
7,1.0,15.0,1.0,1.0,STL,Punt,-35.0,"1,15",64.0
8,2.0,11.0,1.0,1.0,STL,Punt,-35.0,"2,11",60.0
9,3.0,4.0,1.0,1.0,STL,Punt,-35.0,"3,4",53.0
10,1.0,10.0,0.0,1.0,STL,Punt,-35.0,"1,10",46.0
12,2.0,10.0,0.0,1.0,STL,Punt,-35.0,"2,10",46.0
13,3.0,16.0,0.0,1.0,STL,Punt,-35.0,"3,16",52.0
14,4.0,16.0,0.0,1.0,STL,Punt,-35.0,"4,16",52.0
0,1.0,10.0,1.0,1.0,WAS,Field Goal,-24.0,"1,10",74.0
1,1.0,10.0,1.0,1.0,WAS,Field Goal,-24.0,"1,10",62.0
2,2.0,4.0,1.0,1.0,WAS,Field Goal,-24.0,"2,4",56.0
3,1.0,10.0,1.0,1.0,WAS,Field Goal,-24.0,"1,10",51.0
4,2.0,10.0,1.0,1.0,WAS,Field Goal,-24.0,"2,10",51.0
5,3.0,2.0,1.0,1.0,WAS,Field Goal,-24.0,"3,2",43.0
6,1.0,10.0,1.0,1.0,WAS,Field Goal,-24.0,"1,10",29.0
7,2.0,7.0,1.0,1.0,WAS,Field Goal,-24.0,"2,7",26.0
8,3.0,5.0,1.0,1.0,WAS,Field Goal,-24.0,"3,5",24.0
9,3.0,10.0,1.0,1.0,WAS,Field Goal,-24.0,"3,10",29.0
10,1.0,8.0,0.0,1.0,WAS,Field Goal,-24.0,"1,8",8.0
11,2.0,10.0,0.0,1.0,WAS,Field Goal,-24.0,"2,10",10.0
12,3.0,10.0,0.0,1.0,WAS,Field Goal,-24.0,"3,10",10.0
13,4.0,10.0,0.0,1.0,WAS,Field Goal,-24.0,"4,10",10.0
1,1.0,10.0,1.0,1.0,STL,Touchdown,-34.0,"1,10",84.0
2,2.0,10.0,1.0,1.0,STL,Touchdown,-34.0,"2,10",84.0
3,1.0,10.0,1.0,1.0,STL,Touchdown,-34.0,"1,10",36.0
4,2.0,3.0,1.0,1.0,STL,Touchdown,-34.0,"2,3",29.0
5,1.0,10.0,1.0,1.0,STL,Touchdown,-34.0,"1,10",20.0
6,2.0,10.0,1.0,1.0,STL,Touchdown,-34.0,"2,10",20.0
8,3.0,3.0,1.0,1.0,STL,Touchdown,-34.0,"3,3",13.0
9,1.0,5.0,1.0,1.0,STL,Touchdown,-34.0,"1,5",5.0
10,2.0,5.0,1.0,1.0,STL,Touchdown,-34.0,"2,5",5.0
11,3.0,2.0,1.0,1.0,STL,Touchdown,-34.0,"3,2",2.0
1,1.0,10.0,1.0,1.0,WAS,Fumble,-28.0,"1,10",78.0
2,2.0,10.0,1.0,1.0,WAS,Fumble,-28.0,"2,10",78.0
3,3.0,4.0,1.0,1.0,WAS,Fumble,-28.0,"3,4",72.0
4,3.0,9.0,1.0,1.0,WAS,Fumble,-28.0,"3,9",77.0
5,1.0,10.0,1.0,1.0,WAS,Fumble,-28.0,"1,10",60.0
7,2.0,7.0,1.0,1.0,WAS,Fumble,-28.0,"2,7",57.0
8,3.0,7.0,1.0,1.0,WAS,Fumble,-28.0,"3,7",57.0
9,1.0,10.0,1.0,1.0,WAS,Fumble,-28.0,"1,10",48.0
10,2.0,10.0,1.0,1.0,WAS,Fumble,-28.0,"2,10",48.0
11,1.0,10.0,0.0,1.0,WAS,Fumble,-28.0,"1,10",37.0
0,1.0,10.0,0.0,1.0,STL,End of Half,-20.0,"1,10",70.0
1,2.0,5.0,0.0,1.0,STL,End of Half,-20.0,"2,5",65.0
2,2.0,15.0,0.0,1.0,STL,End of Half,-20.0,"2,15",75.0
1,1.0,10.0,1.0,1.0,STL,Punt,-26.0,"1,10",76.0
2,1.0,10.0,0.0,1.0,STL,Punt,-26.0,"1,10",63.0
3,2.0,10.0,0.0,1.0,STL,Punt,-26.0,"2,10",63.0
4,3.0,10.0,0.0,1.0,STL,Punt,-26.0,"3,10",63.0
5,4.0,10.0,0.0,1.0,STL,Punt,-26.0,"4,10",63.0
0,1.0,10.0,1.0,1.0,WAS,Field Goal,-29.0,"1,10",79.0
1,2.0,3.0,1.0,1.0,WAS,Field Goal,-29.0,"2,3",72.0
2,3.0,5.0,1.0,1.0,WAS,Field Goal,-29.0,"3,5",74.0
3,1.0,10.0,1.0,1.0,WAS,Field Goal,-29.0,"1,10",67.0
4,2.0,7.0,1.0,1.0,WAS,Field Goal,-29.0,"2,7",64.0
5,1.0,10.0,1.0,1.0,WAS,Field Goal,-29.0,"1,10",53.0
7,2.0,10.0,1.0,1.0,WAS,Field Goal,-29.0,"2,10",53.0
8,3.0,10.0,1.0,1.0,WAS,Field Goal,-29.0,"3,10",53.0
9,1.0,10.0,1.0,1.0,WAS,Field Goal,-29.0,"1,10",35.0
10,2.0,6.0,1.0,1.0,WAS,Field Goal,-29.0,"2,6",31.0
11,1.0,7.0,0.0,1.0,WAS,Field Goal,-29.0,"1,7",7.0
12,2.0,7.0,0.0,1.0,WAS,Field Goal,-29.0,"2,7",7.0
13,3.0,5.0,0.0,1.0,WAS,Field Goal,-29.0,"3,5",5.0
14,4.0,5.0,0.0,1.0,WAS,Field Goal,-29.0,"4,5",5.0
1,1.0,10.0,1.0,1.0,STL,Fumble,-25.0,"1,10",75.0
2,2.0,6.0,1.0,1.0,STL,Fumble,-25.0,"2,6",71.0
3,3.0,1.0,1.0,1.0,STL,Fumble,-25.0,"3,1",66.0
4,3.0,6.0,1.0,1.0,STL,Fumble,-25.0,"3,6",71.0
5,1.0,10.0,1.0,1.0,STL,Fumble,-25.0,"1,10",58.0
6,2.0,10.0,1.0,1.0,STL,Fumble,-25.0,"2,10",58.0
7,2.0,20.0,1.0,1.0,STL,Fumble,-25.0,"2,20",68.0
8,1.0,10.0,1.0,1.0,STL,Fumble,-25.0,"1,10",43.0
9,2.0,10.0,1.0,1.0,STL,Fumble,-25.0,"2,10",43.0
11,3.0,7.0,1.0,1.0,STL,Fumble,-25.0,"3,7",40.0
12,1.0,10.0,1.0,1.0,STL,Fumble,-25.0,"1,10",27.0
14,2.0,4.0,1.0,1.0,STL,Fumble,-25.0,"2,4",21.0
15,1.0,10.0,0.0,1.0,STL,Fumble,-25.0,"1,10",15.0
16,2.0,4.0,0.0,1.0,STL,Fumble,-25.0,"2,4",9.0
17,3.0,4.0,0.0,1.0,STL,Fumble,-25.0,"3,4",9.0
0,1.0,10.0,0.0,1.0,WAS,Punt,-43.0,"1,10",93.0
1,2.0,11.0,0.0,1.0,WAS,Punt,-43.0,"2,11",94.0
2,3.0,15.0,0.0,1.0,WAS,Punt,-43.0,"3,15",99.0
3,4.0,12.0,0.0,1.0,WAS,Punt,-43.0,"4,12",96.0
0,1.0,10.0,0.0,1.0,STL,Punt,1.0,"1,10",49.0
1,2.0,5.0,0.0,1.0,STL,Punt,1.0,"2,5",44.0
2,3.0,2.0,0.0,1.0,STL,Punt,1.0,"3,2",41.0
4,4.0,2.0,0.0,1.0,STL,Punt,1.0,"4,2",41.0
5,4.0,7.0,0.0,1.0,STL,Punt,1.0,"4,7",46.0
0,1.0,10.0,1.0,1.0,WAS,Downs,-30.0,"1,10",80.0
1,2.0,3.0,1.0,1.0,WAS,Downs,-30.0,"2,3",73.0
2,3.0,1.0,1.0,1.0,WAS,Downs,-30.0,"3,1",71.0
3,1.0,10.0,1.0,1.0,WAS,Downs,-30.0,"1,10",65.0
4,2.0,10.0,1.0,1.0,WAS,Downs,-30.0,"2,10",65.0
5,1.0,10.0,1.0,1.0,WAS,Downs,-30.0,"1,10",40.0
6,2.0,15.0,1.0,1.0,WAS,Downs,-30.0,"2,15",45.0
7,1.0,10.0,1.0,1.0,WAS,Downs,-30.0,"1,10",29.0
8,2.0,10.0,1.0,1.0,WAS,Downs,-30.0,"2,10",29.0
9,3.0,5.0,1.0,1.0,WAS,Downs,-30.0,"3,5",24.0
11,4.0,1.0,1.0,1.0,WAS,Downs,-30.0,"4,1",20.0
12,1.0,10.0,0.0,1.0,WAS,Downs,-30.0,"1,10",11.0
13,2.0,6.0,0.0,1.0,WAS,Downs,-30.0,"2,6",7.0
15,3.0,3.0,0.0,1.0,WAS,Downs,-30.0,"3,3",4.0
17,4.0,1.0,0.0,1.0,WAS,Downs,-30.0,"4,1",2.0
0,1.0,10.0,0.0,1.0,STL,Downs,-46.0,"1,10",96.0
1,2.0,10.0,0.0,1.0,STL,Downs,-46.0,"2,10",96.0
2,3.0,10.0,0.0,1.0,STL,Downs,-46.0,"3,10",96.0
3,4.0,10.0,0.0,1.0,STL,Downs,-46.0,"4,10",96.0
1,1.0,10.0,0.0,1.0,TB,Punt,-20.0,"1,10",70.0
2,2.0,7.0,0.0,1.0,TB,Punt,-20.0,"2,7",67.0
3,3.0,12.0,0.0,1.0,TB,Punt,-20.0,"3,12",72.0
4,4.0,12.0,0.0,1.0,TB,Punt,-20.0,"4,12",72.0
0,1.0,10.0,1.0,1.0,BUF,Touchdown,-4.0,"1,10",54.0
1,1.0,10.0,1.0,1.0,BUF,Touchdown,-4.0,"1,10",41.0
2,2.0,5.0,1.0,1.0,BUF,Touchdown,-4.0,"2,5",36.0
3,3.0,1.0,1.0,1.0,BUF,Touchdown,-4.0,"3,1",32.0
1,1.0,10.0,1.0,1.0,TB,Interception,-30.0,"1,10",80.0
2,2.0,10.0,1.0,1.0,TB,Interception,-30.0,"2,10",80.0
3,1.0,10.0,1.0,1.0,TB,Interception,-30.0,"1,10",68.0
4,2.0,7.0,1.0,1.0,TB,Interception,-30.0,"2,7",65.0
5,3.0,4.0,1.0,1.0,TB,Interception,-30.0,"3,4",62.0
6,1.0,10.0,1.0,1.0,TB,Interception,-30.0,"1,10",39.0
7,2.0,9.0,1.0,1.0,TB,Interception,-30.0,"2,9",38.0
8,3.0,6.0,1.0,1.0,TB,Interception,-30.0,"3,6",35.0
9,1.0,10.0,0.0,1.0,TB,Interception,-30.0,"1,10",25.0
1,1.0,10.0,1.0,1.0,TB,Interception,-16.0,"1,10",66.0
2,1.0,10.0,1.0,1.0,TB,Interception,-16.0,"1,10",53.0
3,2.0,9.0,1.0,1.0,TB,Interception,-16.0,"2,9",52.0
4,1.0,10.0,0.0,1.0,TB,Interception,-16.0,"1,10",43.0
5,2.0,5.0,0.0,1.0,TB,Interception,-16.0,"2,5",38.0
6,2.0,10.0,0.0,1.0,TB,Interception,-16.0,"2,10",43.0
7,3.0,10.0,0.0,1.0,TB,Interception,-16.0,"3,10",43.0
0,1.0,10.0,1.0,1.0,BUF,Field Goal,18.0,"1,10",32.0
1,2.0,4.0,1.0,1.0,BUF,Field Goal,18.0,"2,4",26.0
2,1.0,10.0,0.0,1.0,BUF,Field Goal,18.0,"1,10",13.0
3,2.0,11.0,0.0,1.0,BUF,Field Goal,18.0,"2,11",14.0
4,3.0,10.0,0.0,1.0,BUF,Field Goal,18.0,"3,10",13.0
5,4.0,10.0,0.0,1.0,BUF,Field Goal,18.0,"4,10",13.0
1,1.0,10.0,1.0,1.0,TB,Touchdown,-27.0,"1,10",77.0
4,2.0,5.0,1.0,1.0,TB,Touchdown,-27.0,"2,5",72.0
5,1.0,10.0,1.0,1.0,TB,Touchdown,-27.0,"1,10",66.0
6,1.0,10.0,1.0,1.0,TB,Touchdown,-27.0,"1,10",43.0
8,2.0,9.0,1.0,1.0,TB,Touchdown,-27.0,"2,9",42.0
1,1.0,10.0,1.0,1.0,BUF,Field Goal,-23.0,"1,10",73.0
2,2.0,2.0,1.0,1.0,BUF,Field Goal,-23.0,"2,2",65.0
3,3.0,2.0,1.0,1.0,BUF,Field Goal,-23.0,"3,2",65.0
4,4.0,1.0,1.0,1.0,BUF,Field Goal,-23.0,"4,1",64.0
5,1.0,10.0,1.0,1.0,BUF,Field Goal,-23.0,"1,10",47.0
6,1.0,10.0,0.0,1.0,BUF,Field Goal,-23.0,"1,10",27.0
7,2.0,8.0,0.0,1.0,BUF,Field Goal,-23.0,"2,8",25.0
8,3.0,8.0,0.0,1.0,BUF,Field Goal,-23.0,"3,8",25.0
9,4.0,8.0,0.0,1.0,BUF,Field Goal,-23.0,"4,8",25.0
1,1.0,10.0,1.0,1.0,TB,Punt,-22.0,"1,10",72.0
2,2.0,7.0,1.0,1.0,TB,Punt,-22.0,"2,7",69.0
3,3.0,4.0,1.0,1.0,TB,Punt,-22.0,"3,4",66.0
4,1.0,10.0,1.0,1.0,TB,Punt,-22.0,"1,10",57.0
5,1.0,10.0,0.0,1.0,TB,Punt,-22.0,"1,10",44.0
6,2.0,10.0,0.0,1.0,TB,Punt,-22.0,"2,10",44.0
7,2.0,15.0,0.0,1.0,TB,Punt,-22.0,"2,15",49.0
8,3.0,15.0,0.0,1.0,TB,Punt,-22.0,"3,15",49.0
9,4.0,15.0,0.0,1.0,TB,Punt,-22.0,"4,15",49.0
0,1.0,10.0,1.0,1.0,BUF,Punt,-45.0,"1,10",95.0
1,1.0,10.0,0.0,1.0,BUF,Punt,-45.0,"1,10",84.0
2,2.0,8.0,0.0,1.0,BUF,Punt,-45.0,"2,8",82.0
3,3.0,8.0,0.0,1.0,BUF,Punt,-45.0,"3,8",82.0
4,4.0,8.0,0.0,1.0,BUF,Punt,-45.0,"4,8",82.0
0,1.0,10.0,0.0,1.0,TB,Punt,0.0,"1,10",50.0
1,2.0,7.0,0.0,1.0,TB,Punt,0.0,"2,7",47.0
2,3.0,8.0,0.0,1.0,TB,Punt,0.0,"3,8",48.0
3,3.0,13.0,0.0,1.0,TB,Punt,0.0,"3,13",53.0
4,4.0,6.0,0.0,1.0,TB,Punt,0.0,"4,6",46.0
0,1.0,10.0,1.0,1.0,BUF,Fumble,-41.0,"1,10",91.0
1,1.0,10.0,1.0,1.0,BUF,Fumble,-41.0,"1,10",67.0
2,2.0,2.0,1.0,1.0,BUF,Fumble,-41.0,"2,2",59.0
3,3.0,2.0,1.0,1.0,BUF,Fumble,-41.0,"3,2",59.0
5,1.0,10.0,1.0,1.0,BUF,Fumble,-41.0,"1,10",47.0
6,1.0,10.0,1.0,1.0,BUF,Fumble,-41.0,"1,10",35.0
7,2.0,9.0,1.0,1.0,BUF,Fumble,-41.0,"2,9",34.0
8,1.0,10.0,0.0,1.0,BUF,Fumble,-41.0,"1,10",14.0
9,2.0,10.0,0.0,1.0,BUF,Fumble,-41.0,"2,10",14.0
0,1.0,8.0,1.0,1.0,TB,Touchdown,42.0,"1,8",8.0
1,1.0,10.0,1.0,1.0,BUF,End of Half,-15.0,"1,10",65.0
3,2.0,2.0,1.0,1.0,BUF,End of Half,-15.0,"2,2",57.0
5,1.0,10.0,0.0,1.0,BUF,End of Half,-15.0,"1,10",50.0
1,1.0,10.0,1.0,1.0,BUF,Punt,-28.0,"1,10",78.0
2,2.0,9.0,1.0,1.0,BUF,Punt,-28.0,"2,9",77.0
3,3.0,4.0,1.0,1.0,BUF,Punt,-28.0,"3,4",72.0
4,1.0,10.0,0.0,1.0,BUF,Punt,-28.0,"1,10",58.0
5,2.0,9.0,0.0,1.0,BUF,Punt,-28.0,"2,9",57.0
6,2.0,14.0,0.0,1.0,BUF,Punt,-28.0,"2,14",62.0
7,3.0,16.0,0.0,1.0,BUF,Punt,-28.0,"3,16",64.0
8,4.0,9.0,0.0,1.0,BUF,Punt,-28.0,"4,9",57.0
0,1.0,10.0,0.0,1.0,TB,Punt,-25.0,"1,10",75.0
1,2.0,9.0,0.0,1.0,TB,Punt,-25.0,"2,9",74.0
2,3.0,4.0,0.0,1.0,TB,Punt,-25.0,"3,4",69.0
3,4.0,4.0,0.0,1.0,TB,Punt,-25.0,"4,4",69.0
0,1.0,10.0,1.0,1.0,BUF,Punt,-44.0,"1,10",94.0
1,2.0,3.0,1.0,1.0,BUF,Punt,-44.0,"2,3",87.0
2,1.0,10.0,1.0,1.0,BUF,Punt,-44.0,"1,10",75.0
3,1.0,10.0,0.0,1.0,BUF,Punt,-44.0,"1,10",64.0
4,2.0,8.0,0.0,1.0,BUF,Punt,-44.0,"2,8",62.0
5,3.0,12.0,0.0,1.0,BUF,Punt,-44.0,"3,12",66.0
6,4.0,20.0,0.0,1.0,BUF,Punt,-44.0,"4,20",74.0
0,1.0,10.0,1.0,1.0,TB,Downs,-19.0,"1,10",69.0
1,1.0,10.0,0.0,1.0,TB,Downs,-19.0,"1,10",52.0
2,2.0,8.0,0.0,1.0,TB,Downs,-19.0,"2,8",50.0
3,3.0,8.0,0.0,1.0,TB,Downs,-19.0,"3,8",50.0
4,4.0,1.0,0.0,1.0,TB,Downs,-19.0,"4,1",43.0
0,1.0,10.0,1.0,1.0,BUF,Interception,-6.0,"1,10",56.0
1,2.0,6.0,1.0,1.0,BUF,Interception,-6.0,"2,6",52.0
2,1.0,10.0,1.0,1.0,BUF,Interception,-6.0,"1,10",42.0
3,1.0,10.0,0.0,1.0,BUF,Interception,-6.0,"1,10",32.0
0,1.0,10.0,0.0,1.0,TB,Punt,-19.0,"1,10",69.0
1,2.0,13.0,0.0,1.0,TB,Punt,-19.0,"2,13",72.0
2,3.0,13.0,0.0,1.0,TB,Punt,-19.0,"3,13",72.0
3,4.0,13.0,0.0,1.0,TB,Punt,-19.0,"4,13",72.0
4,4.0,18.0,0.0,1.0,TB,Punt,-19.0,"4,18",77.0
0,1.0,10.0,1.0,1.0,BUF,Field Goal,-23.0,"1,10",73.0
1,2.0,1.0,1.0,1.0,BUF,Field Goal,-23.0,"2,1",64.0
2,1.0,10.0,1.0,1.0,BUF,Field Goal,-23.0,"1,10",58.0
3,2.0,4.0,1.0,1.0,BUF,Field Goal,-23.0,"2,4",52.0
6,3.0,3.0,1.0,1.0,BUF,Field Goal,-23.0,"3,3",51.0
7,1.0,10.0,1.0,1.0,BUF,Field Goal,-23.0,"1,10",37.0
8,2.0,8.0,1.0,1.0,BUF,Field Goal,-23.0,"2,8",35.0
9,1.0,10.0,1.0,1.0,BUF,Field Goal,-23.0,"1,10",26.0
10,2.0,7.0,1.0,1.0,BUF,Field Goal,-23.0,"2,7",23.0
11,1.0,10.0,0.0,1.0,BUF,Field Goal,-23.0,"1,10",12.0
12,2.0,10.0,0.0,1.0,BUF,Field Goal,-23.0,"2,10",12.0
13,3.0,10.0,0.0,1.0,BUF,Field Goal,-23.0,"3,10",12.0
15,4.0,7.0,0.0,1.0,BUF,Field Goal,-23.0,"4,7",9.0
1,1.0,10.0,0.0,1.0,TB,Punt,-30.0,"1,10",80.0
2,2.0,10.0,0.0,1.0,TB,Punt,-30.0,"2,10",80.0
3,3.0,10.0,0.0,1.0,TB,Punt,-30.0,"3,10",80.0
4,4.0,3.0,0.0,1.0,TB,Punt,-30.0,"4,3",73.0
0,1.0,10.0,1.0,1.0,BUF,Touchdown,-4.0,"1,10",54.0
1,2.0,4.0,1.0,1.0,BUF,Touchdown,-4.0,"2,4",48.0
2,1.0,10.0,1.0,1.0,BUF,Touchdown,-4.0,"1,10",43.0
1,1.0,10.0,1.0,1.0,TB,Touchdown,-30.0,"1,10",80.0
2,1.0,5.0,1.0,1.0,TB,Touchdown,-30.0,"1,5",75.0
3,2.0,2.0,1.0,1.0,TB,Touchdown,-30.0,"2,2",72.0
4,1.0,10.0,1.0,1.0,TB,Touchdown,-30.0,"1,10",53.0
5,2.0,10.0,1.0,1.0,TB,Touchdown,-30.0,"2,10",53.0
6,3.0,10.0,1.0,1.0,TB,Touchdown,-30.0,"3,10",53.0
7,1.0,10.0,1.0,1.0,TB,Touchdown,-30.0,"1,10",43.0
8,2.0,10.0,1.0,1.0,TB,Touchdown,-30.0,"2,10",43.0
9,3.0,10.0,1.0,1.0,TB,Touchdown,-30.0,"3,10",43.0
10,4.0,10.0,1.0,1.0,TB,Touchdown,-30.0,"4,10",43.0
11,1.0,5.0,1.0,1.0,TB,Touchdown,-30.0,"1,5",5.0
12,2.0,6.0,1.0,1.0,TB,Touchdown,-30.0,"2,6",6.0
13,3.0,6.0,1.0,1.0,TB,Touchdown,-30.0,"3,6",6.0
15,4.0,6.0,1.0,1.0,TB,Touchdown,-30.0,"4,6",6.0
1,1.0,10.0,1.0,1.0,BUF,Field Goal,-7.0,"1,10",57.0
2,2.0,7.0,1.0,1.0,BUF,Field Goal,-7.0,"2,7",54.0
3,1.0,10.0,0.0,1.0,BUF,Field Goal,-7.0,"1,10",11.0
4,2.0,6.0,0.0,1.0,BUF,Field Goal,-7.0,"2,6",7.0
5,3.0,1.0,0.0,1.0,BUF,Field Goal,-7.0,"3,1",2.0
7,4.0,3.0,0.0,1.0,BUF,Field Goal,-7.0,"4,3",4.0
8,4.0,1.0,0.0,1.0,BUF,Field Goal,-7.0,"4,1",2.0
1,1.0,10.0,0.0,1.0,SEA,Punt,-28.0,"1,10",78.0
2,2.0,7.0,0.0,1.0,SEA,Punt,-28.0,"2,7",75.0
3,3.0,7.0,0.0,1.0,SEA,Punt,-28.0,"3,7",75.0
4,4.0,14.0,0.0,1.0,SEA,Punt,-28.0,"4,14",82.0
0,1.0,10.0,1.0,1.0,SF,Field Goal,-24.0,"1,10",74.0
1,2.0,9.0,1.0,1.0,SF,Field Goal,-24.0,"2,9",73.0
2,1.0,10.0,1.0,1.0,SF,Field Goal,-24.0,"1,10",56.0
3,1.0,5.0,1.0,1.0,SF,Field Goal,-24.0,"1,5",51.0
4,2.0,1.0,1.0,1.0,SF,Field Goal,-24.0,"2,1",47.0
5,1.0,10.0,1.0,1.0,SF,Field Goal,-24.0,"1,10",42.0
6,2.0,10.0,1.0,1.0,SF,Field Goal,-24.0,"2,10",42.0
7,3.0,8.0,1.0,1.0,SF,Field Goal,-24.0,"3,8",40.0
8,1.0,10.0,1.0,1.0,SF,Field Goal,-24.0,"1,10",25.0
9,2.0,4.0,1.0,1.0,SF,Field Goal,-24.0,"2,4",19.0
10,1.0,10.0,0.0,1.0,SF,Field Goal,-24.0,"1,10",13.0
11,2.0,12.0,0.0,1.0,SF,Field Goal,-24.0,"2,12",15.0
12,3.0,10.0,0.0,1.0,SF,Field Goal,-24.0,"3,10",13.0
13,4.0,16.0,0.0,1.0,SF,Field Goal,-24.0,"4,16",19.0
1,1.0,10.0,1.0,1.0,SEA,Punt,-19.0,"1,10",69.0
2,2.0,4.0,1.0,1.0,SEA,Punt,-19.0,"2,4",63.0
4,3.0,2.0,1.0,1.0,SEA,Punt,-19.0,"3,2",61.0
5,1.0,10.0,0.0,1.0,SEA,Punt,-19.0,"1,10",57.0
6,2.0,10.0,0.0,1.0,SEA,Punt,-19.0,"2,10",57.0
7,3.0,13.0,0.0,1.0,SEA,Punt,-19.0,"3,13",60.0
8,4.0,5.0,0.0,1.0,SEA,Punt,-19.0,"4,5",52.0
0,1.0,10.0,1.0,1.0,SF,Touchdown,-29.0,"1,10",79.0
1,1.0,10.0,0.0,1.0,SEA,Punt,-29.0,"1,10",79.0
2,2.0,6.0,0.0,1.0,SEA,Punt,-29.0,"2,6",75.0
3,3.0,6.0,0.0,1.0,SEA,Punt,-29.0,"3,6",75.0
