,Down,ToGo,Success,Attempt,Team,DriveResult,DriveStart,DownGo,FieldPosition,GameKey,Opponent,DriveNum
4,3.0,3.0,1.0,1.0,TEN,Interception,-24.0,"3,3",57.0,54467.0,PIT,6.0
5,1.0,10.0,0.0,1.0,TEN,Interception,-24.0,"1,10",49.0,54467.0,PIT,6.0
6,2.0,5.0,0.0,1.0,TEN,Interception,-24.0,"2,5",44.0,54467.0,PIT,6.0
0,1.0,10.0,0.0,1.0,PIT,Interception,-29.0,"1,10",79.0,54467.0,TEN,7.0
1,2.0,8.0,0.0,1.0,PIT,Interception,-29.0,"2,8",77.0,54467.0,TEN,7.0
2,3.0,7.0,0.0,1.0,PIT,Interception,-29.0,"3,7",76.0,54467.0,TEN,7.0
0,1.0,10.0,1.0,1.0,TEN,Punt,6.0,"1,10",44.0,54467.0,PIT,8.0
2,2.0,9.0,1.0,1.0,TEN,Punt,6.0,"2,9",43.0,54467.0,PIT,8.0
3,1.0,10.0,0.0,1.0,TEN,Punt,6.0,"1,10",32.0,54467.0,PIT,8.0
4,2.0,12.0,0.0,1.0,TEN,Punt,6.0,"2,12",34.0,54467.0,PIT,8.0
5,3.0,12.0,0.0,1.0,TEN,Punt,6.0,"3,12",34.0,54467.0,PIT,8.0
6,4.0,22.0,0.0,1.0,TEN,Punt,6.0,"4,22",44.0,54467.0,PIT,8.0
0,1.0,10.0,1.0,1.0,PIT,Punt,-45.0,"1,10",95.0,54467.0,TEN,9.0
1,2.0,2.0,1.0,1.0,PIT,Punt,-45.0,"2,2",87.0,54467.0,TEN,9.0
2,3.0,2.0,1.0,1.0,PIT,Punt,-45.0,"3,2",87.0,54467.0,TEN,9.0
3,1.0,10.0,1.0,1.0,PIT,Punt,-45.0,"1,10",79.0,54467.0,TEN,9.0
4,2.0,1.0,1.0,1.0,PIT,Punt,-45.0,"2,1",70.0,54467.0,TEN,9.0
5,2.0,6.0,1.0,1.0,PIT,Punt,-45.0,"2,6",75.0,54467.0,TEN,9.0
6,2.0,16.0,1.0,1.0,PIT,Punt,-45.0,"2,16",85.0,54467.0,TEN,9.0
7,1.0,10.0,0.0,1.0,PIT,Punt,-45.0,"1,10",67.0,54467.0,TEN,9.0
8,2.0,9.0,0.0,1.0,PIT,Punt,-45.0,"2,9",66.0,54467.0,TEN,9.0
9,3.0,5.0,0.0,1.0,PIT,Punt,-45.0,"3,5",62.0,54467.0,TEN,9.0
10,4.0,5.0,0.0,1.0,PIT,Punt,-45.0,"4,5",62.0,54467.0,TEN,9.0
0,1.0,10.0,1.0,1.0,TEN,Missed FG,-23.0,"1,10",73.0,54467.0,PIT,10.0
1,2.0,10.0,1.0,1.0,TEN,Missed FG,-23.0,"2,10",73.0,54467.0,PIT,10.0
2,3.0,6.0,1.0,1.0,TEN,Missed FG,-23.0,"3,6",69.0,54467.0,PIT,10.0
3,1.0,10.0,1.0,1.0,TEN,Missed FG,-23.0,"1,10",61.0,54467.0,PIT,10.0
4,2.0,7.0,1.0,1.0,TEN,Missed FG,-23.0,"2,7",58.0,54467.0,PIT,10.0
5,2.0,7.0,1.0,1.0,TEN,Missed FG,-23.0,"2,7",58.0,54467.0,PIT,10.0
6,1.0,10.0,1.0,1.0,TEN,Missed FG,-23.0,"1,10",43.0,54467.0,PIT,10.0
7,2.0,10.0,1.0,1.0,TEN,Missed FG,-23.0,"2,10",43.0,54467.0,PIT,10.0
8,3.0,7.0,1.0,1.0,TEN,Missed FG,-23.0,"3,7",40.0,54467.0,PIT,10.0
9,1.0,10.0,0.0,1.0,TEN,Missed FG,-23.0,"1,10",17.0,54467.0,PIT,10.0
10,2.0,5.0,0.0,1.0,TEN,Missed FG,-23.0,"2,5",12.0,54467.0,PIT,10.0
11,3.0,6.0,0.0,1.0,TEN,Missed FG,-23.0,"3,6",13.0,54467.0,PIT,10.0
12,4.0,6.0,0.0,1.0,TEN,Missed FG,-23.0,"4,6",13.0,54467.0,PIT,10.0
0,1.0,10.0,1.0,1.0,PIT,Touchdown,-29.0,"1,10",79.0,54467.0,TEN,11.0
1,2.0,10.0,1.0,1.0,PIT,Touchdown,-29.0,"2,10",79.0,54467.0,TEN,11.0
3,1.0,10.0,1.0,1.0,PIT,Touchdown,-29.0,"1,10",67.0,54467.0,TEN,11.0
4,2.0,6.0,1.0,1.0,PIT,Touchdown,-29.0,"2,6",63.0,54467.0,TEN,11.0
6,1.0,10.0,1.0,1.0,PIT,Touchdown,-29.0,"1,10",34.0,54467.0,TEN,11.0
1,1.0,10.0,1.0,1.0,TEN,Touchdown,-21.0,"1,10",71.0,54467.0,PIT,12.0
2,2.0,10.0,1.0,1.0,TEN,Touchdown,-21.0,"2,10",71.0,54467.0,PIT,12.0
4,1.0,10.0,1.0,1.0,TEN,Touchdown,-21.0,"1,10",14.0,54467.0,PIT,12.0
1,1.0,10.0,1.0,1.0,PIT,Interception,-23.0,"1,10",73.0,54467.0,TEN,13.0
2,2.0,5.0,1.0,1.0,PIT,Interception,-23.0,"2,5",68.0,54467.0,TEN,13.0
4,1.0,10.0,1.0,1.0,PIT,Interception,-23.0,"1,10",54.0,54467.0,TEN,13.0
5,1.0,10.0,0.0,1.0,PIT,Interception,-23.0,"1,10",42.0,54467.0,TEN,13.0
6,2.0,10.0,0.0,1.0,PIT,Interception,-23.0,"2,10",42.0,54467.0,TEN,13.0
8,3.0,18.0,0.0,1.0,PIT,Interception,-23.0,"3,18",50.0,54467.0,TEN,13.0
9,3.0,23.0,0.0,1.0,PIT,Interception,-23.0,"3,23",55.0,54467.0,TEN,13.0
1,1.0,10.0,1.0,1.0,TEN,Fumble,-29.0,"1,10",79.0,54467.0,PIT,14.0
2,2.0,3.0,1.0,1.0,TEN,Fumble,-29.0,"2,3",72.0,54467.0,PIT,14.0
3,1.0,10.0,1.0,1.0,TEN,Fumble,-29.0,"1,10",55.0,54467.0,PIT,14.0
4,2.0,5.0,1.0,1.0,TEN,Fumble,-29.0,"2,5",50.0,54467.0,PIT,14.0
5,1.0,10.0,0.0,1.0,TEN,Fumble,-29.0,"1,10",42.0,54467.0,PIT,14.0
6,2.0,10.0,0.0,1.0,TEN,Fumble,-29.0,"2,10",42.0,54467.0,PIT,14.0
0,1.0,10.0,0.0,1.0,PIT,Punt,-4.0,"1,10",54.0,54467.0,TEN,15.0
1,2.0,2.0,0.0,1.0,PIT,Punt,-4.0,"2,2",46.0,54467.0,TEN,15.0
2,3.0,1.0,0.0,1.0,PIT,Punt,-4.0,"3,1",45.0,54467.0,TEN,15.0
3,4.0,1.0,0.0,1.0,PIT,Punt,-4.0,"4,1",45.0,54467.0,TEN,15.0
0,1.0,10.0,0.0,1.0,TEN,Punt,-45.0,"1,10",95.0,54467.0,PIT,16.0
1,2.0,9.0,0.0,1.0,TEN,Punt,-45.0,"2,9",94.0,54467.0,PIT,16.0
2,3.0,9.0,0.0,1.0,TEN,Punt,-45.0,"3,9",94.0,54467.0,PIT,16.0
3,4.0,11.0,0.0,1.0,TEN,Punt,-45.0,"4,11",96.0,54467.0,PIT,16.0
0,1.0,10.0,1.0,1.0,PIT,Punt,-4.0,"1,10",54.0,54467.0,TEN,17.0
1,2.0,10.0,1.0,1.0,PIT,Punt,-4.0,"2,10",54.0,54467.0,TEN,17.0
2,3.0,6.0,1.0,1.0,PIT,Punt,-4.0,"3,6",50.0,54467.0,TEN,17.0
3,1.0,10.0,0.0,1.0,PIT,Punt,-4.0,"1,10",43.0,54467.0,TEN,17.0
4,2.0,7.0,0.0,1.0,PIT,Punt,-4.0,"2,7",40.0,54467.0,TEN,17.0
5,3.0,10.0,0.0,1.0,PIT,Punt,-4.0,"3,10",43.0,54467.0,TEN,17.0
6,4.0,10.0,0.0,1.0,PIT,Punt,-4.0,"4,10",43.0,54467.0,TEN,17.0
0,1.0,10.0,1.0,1.0,TEN,Punt,-40.0,"1,10",90.0,54467.0,PIT,18.0
1,2.0,4.0,1.0,1.0,TEN,Punt,-40.0,"2,4",84.0,54467.0,PIT,18.0
2,3.0,6.0,1.0,1.0,TEN,Punt,-40.0,"3,6",86.0,54467.0,PIT,18.0
3,1.0,10.0,0.0,1.0,TEN,Punt,-40.0,"1,10",70.0,54467.0,PIT,18.0
4,2.0,6.0,0.0,1.0,TEN,Punt,-40.0,"2,6",66.0,54467.0,PIT,18.0
5,3.0,6.0,0.0,1.0,TEN,Punt,-40.0,"3,6",66.0,54467.0,PIT,18.0
6,3.0,11.0,0.0,1.0,TEN,Punt,-40.0,"3,11",71.0,54467.0,PIT,18.0
7,4.0,11.0,0.0,1.0,TEN,Punt,-40.0,"4,11",71.0,54467.0,PIT,18.0
0,1.0,10.0,0.0,1.0,PIT,Punt,-35.0,"1,10",85.0,54467.0,TEN,19.0
1,2.0,7.0,0.0,1.0,PIT,Punt,-35.0,"2,7",82.0,54467.0,TEN,19.0
2,3.0,7.0,0.0,1.0,PIT,Punt,-35.0,"3,7",82.0,54467.0,TEN,19.0
4,4.0,2.0,0.0,1.0,PIT,Punt,-35.0,"4,2",77.0,54467.0,TEN,19.0
0,1.0,10.0,1.0,1.0,TEN,Field Goal,-13.0,"1,10",63.0,54467.0,PIT,20.0
1,1.0,10.0,1.0,1.0,TEN,Field Goal,-13.0,"1,10",48.0,54467.0,PIT,20.0
2,2.0,11.0,1.0,1.0,TEN,Field Goal,-13.0,"2,11",49.0,54467.0,PIT,20.0
3,1.0,10.0,0.0,1.0,TEN,Field Goal,-13.0,"1,10",34.0,54467.0,PIT,20.0
4,2.0,8.0,0.0,1.0,TEN,Field Goal,-13.0,"2,8",32.0,54467.0,PIT,20.0
5,3.0,6.0,0.0,1.0,TEN,Field Goal,-13.0,"3,6",30.0,54467.0,PIT,20.0
6,4.0,3.0,0.0,1.0,TEN,Field Goal,-13.0,"4,3",27.0,54467.0,PIT,20.0
1,1.0,10.0,1.0,1.0,PIT,Field Goal,-20.0,"1,10",70.0,54467.0,TEN,21.0
2,2.0,3.0,1.0,1.0,PIT,Field Goal,-20.0,"2,3",63.0,54467.0,TEN,21.0
3,1.0,10.0,1.0,1.0,PIT,Field Goal,-20.0,"1,10",58.0,54467.0,TEN,21.0
4,2.0,1.0,1.0,1.0,PIT,Field Goal,-20.0,"2,1",49.0,54467.0,TEN,21.0
5,1.0,10.0,1.0,1.0,PIT,Field Goal,-20.0,"1,10",46.0,54467.0,TEN,21.0
6,1.0,5.0,1.0,1.0,PIT,Field Goal,-20.0,"1,5",41.0,54467.0,TEN,21.0
7,1.0,10.0,1.0,1.0,PIT,Field Goal,-20.0,"1,10",31.0,54467.0,TEN,21.0
8,2.0,6.0,1.0,1.0,PIT,Field Goal,-20.0,"2,6",27.0,54467.0,TEN,21.0
9,3.0,12.0,1.0,1.0,PIT,Field Goal,-20.0,"3,12",33.0,54467.0,TEN,21.0
10,1.0,10.0,0.0,1.0,PIT,Field Goal,-20.0,"1,10",18.0,54467.0,TEN,21.0
11,2.0,2.0,0.0,1.0,PIT,Field Goal,-20.0,"2,2",10.0,54467.0,TEN,21.0
12,3.0,1.0,0.0,1.0,PIT,Field Goal,-20.0,"3,1",9.0,54467.0,TEN,21.0
13,4.0,1.0,0.0,1.0,PIT,Field Goal,-20.0,"4,1",9.0,54467.0,TEN,21.0
14,4.0,6.0,0.0,1.0,PIT,Field Goal,-20.0,"4,6",14.0,54467.0,TEN,21.0
1,1.0,10.0,1.0,1.0,TEN,Punt,-32.0,"1,10",82.0,54467.0,PIT,22.0
2,1.0,10.0,0.0,1.0,TEN,Punt,-32.0,"1,10",70.0,54467.0,PIT,22.0
3,2.0,10.0,0.0,1.0,TEN,Punt,-32.0,"2,10",70.0,54467.0,PIT,22.0
4,3.0,10.0,0.0,1.0,TEN,Punt,-32.0,"3,10",70.0,54467.0,PIT,22.0
6,4.0,10.0,0.0,1.0,TEN,Punt,-32.0,"4,10",70.0,54467.0,PIT,22.0
0,1.0,10.0,1.0,1.0,PIT,Fumble,-8.0,"1,10",58.0,54467.0,TEN,23.0
1,1.0,10.0,1.0,1.0,PIT,Fumble,-8.0,"1,10",46.0,54467.0,TEN,23.0
2,2.0,7.0,1.0,1.0,PIT,Fumble,-8.0,"2,7",43.0,54467.0,TEN,23.0
4,1.0,10.0,0.0,1.0,PIT,Fumble,-8.0,"1,10",34.0,54467.0,TEN,23.0
0,1.0,10.0,0.0,1.0,TEN,End of Half,-46.0,"1,10",96.0,54467.0,PIT,24.0
2,2.0,8.0,0.0,1.0,TEN,End of Half,-46.0,"2,8",94.0,54467.0,PIT,24.0
3,2.0,11.0,0.0,1.0,TEN,End of Half,-46.0,"2,11",97.0,54467.0,PIT,24.0
5,3.0,10.0,0.0,1.0,TEN,End of Half,-46.0,"3,10",96.0,54467.0,PIT,24.0
1,1.0,10.0,1.0,1.0,ATL,Missed FG,-21.0,"1,10",71.0,54468.0,MIA,1.0
2,2.0,10.0,1.0,1.0,ATL,Missed FG,-21.0,"2,10",71.0,54468.0,MIA,1.0
3,3.0,3.0,1.0,1.0,ATL,Missed FG,-21.0,"3,3",64.0,54468.0,MIA,1.0
4,1.0,10.0,1.0,1.0,ATL,Missed FG,-21.0,"1,10",57.0,54468.0,MIA,1.0
5,2.0,6.0,1.0,1.0,ATL,Missed FG,-21.0,"2,6",53.0,54468.0,MIA,1.0
6,3.0,4.0,1.0,1.0,ATL,Missed FG,-21.0,"3,4",51.0,54468.0,MIA,1.0
7,1.0,10.0,1.0,1.0,ATL,Missed FG,-21.0,"1,10",49.0,54468.0,MIA,1.0
8,2.0,10.0,1.0,1.0,ATL,Missed FG,-21.0,"2,10",49.0,54468.0,MIA,1.0
9,1.0,10.0,1.0,1.0,ATL,Missed FG,-21.0,"1,10",39.0,54468.0,MIA,1.0
10,1.0,10.0,0.0,1.0,ATL,Missed FG,-21.0,"1,10",28.0,54468.0,MIA,1.0
11,2.0,6.0,0.0,1.0,ATL,Missed FG,-21.0,"2,6",24.0,54468.0,MIA,1.0
12,3.0,6.0,0.0,1.0,ATL,Missed FG,-21.0,"3,6",24.0,54468.0,MIA,1.0
13,4.0,6.0,0.0,1.0,ATL,Missed FG,-21.0,"4,6",24.0,54468.0,MIA,1.0
0,1.0,10.0,0.0,1.0,MIA,Fumble,-18.0,"1,10",68.0,54468.0,ATL,2.0
1,2.0,7.0,0.0,1.0,MIA,Fumble,-18.0,"2,7",65.0,54468.0,ATL,2.0
2,3.0,5.0,0.0,1.0,MIA,Fumble,-18.0,"3,5",63.0,54468.0,ATL,2.0
0,1.0,10.0,1.0,1.0,ATL,Punt,13.0,"1,10",37.0,54468.0,MIA,3.0
1,1.0,10.0,0.0,1.0,ATL,Punt,13.0,"1,10",37.0,54468.0,MIA,3.0
2,2.0,10.0,0.0,1.0,ATL,Punt,13.0,"2,10",37.0,54468.0,MIA,3.0
3,3.0,18.0,0.0,1.0,ATL,Punt,13.0,"3,18",45.0,54468.0,MIA,3.0
4,4.0,18.0,0.0,1.0,ATL,Punt,13.0,"4,18",45.0,54468.0,MIA,3.0
0,1.0,10.0,1.0,1.0,MIA,Punt,-38.0,"1,10",88.0,54468.0,ATL,4.0
1,2.0,10.0,1.0,1.0,MIA,Punt,-38.0,"2,10",88.0,54468.0,ATL,4.0
2,1.0,10.0,1.0,1.0,MIA,Punt,-38.0,"1,10",78.0,54468.0,ATL,4.0
3,2.0,8.0,1.0,1.0,MIA,Punt,-38.0,"2,8",76.0,54468.0,ATL,4.0
4,3.0,5.0,1.0,1.0,MIA,Punt,-38.0,"3,5",73.0,54468.0,ATL,4.0
5,1.0,10.0,1.0,1.0,MIA,Punt,-38.0,"1,10",67.0,54468.0,ATL,4.0
6,1.0,10.0,0.0,1.0,MIA,Punt,-38.0,"1,10",53.0,54468.0,ATL,4.0
7,2.0,8.0,0.0,1.0,MIA,Punt,-38.0,"2,8",51.0,54468.0,ATL,4.0
8,3.0,4.0,0.0,1.0,MIA,Punt,-38.0,"3,4",47.0,54468.0,ATL,4.0
9,4.0,11.0,0.0,1.0,MIA,Punt,-38.0,"4,11",54.0,54468.0,ATL,4.0
0,1.0,10.0,1.0,1.0,ATL,Touchdown,-39.0,"1,10",89.0,54468.0,MIA,5.0
1,2.0,9.0,1.0,1.0,ATL,Touchdown,-39.0,"2,9",88.0,54468.0,MIA,5.0
3,1.0,10.0,1.0,1.0,ATL,Touchdown,-39.0,"1,10",79.0,54468.0,MIA,5.0
4,2.0,8.0,1.0,1.0,ATL,Touchdown,-39.0,"2,8",77.0,54468.0,MIA,5.0
5,2.0,15.0,1.0,1.0,ATL,Touchdown,-39.0,"2,15",84.0,54468.0,MIA,5.0
6,1.0,10.0,1.0,1.0,ATL,Touchdown,-39.0,"1,10",62.0,54468.0,MIA,5.0
7,1.0,10.0,1.0,1.0,ATL,Touchdown,-39.0,"1,10",50.0,54468.0,MIA,5.0
8,2.0,11.0,1.0,1.0,ATL,Touchdown,-39.0,"2,11",51.0,54468.0,MIA,5.0
9,3.0,11.0,1.0,1.0,ATL,Touchdown,-39.0,"3,11",51.0,54468.0,MIA,5.0
10,1.0,10.0,1.0,1.0,ATL,Touchdown,-39.0,"1,10",37.0,54468.0,MIA,5.0
11,2.0,9.0,1.0,1.0,ATL,Touchdown,-39.0,"2,9",36.0,54468.0,MIA,5.0
12,3.0,8.0,1.0,1.0,ATL,Touchdown,-39.0,"3,8",35.0,54468.0,MIA,5.0
13,1.0,10.0,1.0,1.0,ATL,Touchdown,-39.0,"1,10",20.0,54468.0,MIA,5.0
14,1.0,1.0,1.0,1.0,ATL,Touchdown,-39.0,"1,1",1.0,54468.0,MIA,5.0
1,1.0,10.0,1.0,1.0,MIA,Punt,-36.0,"1,10",86.0,54468.0,ATL,6.0
2,2.0,6.0,1.0,1.0,MIA,Punt,-36.0,"2,6",82.0,54468.0,ATL,6.0
3,1.0,10.0,0.0,1.0,MIA,Punt,-36.0,"1,10",66.0,54468.0,ATL,6.0
4,2.0,6.0,0.0,1.0,MIA,Punt,-36.0,"2,6",62.0,54468.0,ATL,6.0
5,3.0,6.0,0.0,1.0,MIA,Punt,-36.0,"3,6",62.0,54468.0,ATL,6.0
6,4.0,6.0,0.0,1.0,MIA,Punt,-36.0,"4,6",62.0,54468.0,ATL,6.0
0,1.0,10.0,0.0,1.0,ATL,Punt,-26.0,"1,10",76.0,54468.0,MIA,7.0
1,2.0,7.0,0.0,1.0,ATL,Punt,-26.0,"2,7",73.0,54468.0,MIA,7.0
2,2.0,2.0,0.0,1.0,ATL,Punt,-26.0,"2,2",68.0,54468.0,MIA,7.0
3,3.0,1.0,0.0,1.0,ATL,Punt,-26.0,"3,1",67.0,54468.0,MIA,7.0
4,4.0,1.0,0.0,1.0,ATL,Punt,-26.0,"4,1",67.0,54468.0,MIA,7.0
0,1.0,10.0,1.0,1.0,MIA,Fumble,-14.0,"1,10",64.0,54468.0,ATL,8.0
1,2.0,3.0,1.0,1.0,MIA,Fumble,-14.0,"2,3",57.0,54468.0,ATL,8.0
2,3.0,3.0,1.0,1.0,MIA,Fumble,-14.0,"3,3",57.0,54468.0,ATL,8.0
3,1.0,10.0,1.0,1.0,MIA,Fumble,-14.0,"1,10",42.0,54468.0,ATL,8.0
4,2.0,5.0,1.0,1.0,MIA,Fumble,-14.0,"2,5",37.0,54468.0,ATL,8.0
6,1.0,10.0,0.0,1.0,MIA,Fumble,-14.0,"1,10",16.0,54468.0,ATL,8.0
0,1.0,10.0,1.0,1.0,ATL,Field Goal,19.0,"1,10",31.0,54468.0,MIA,9.0
1,1.0,10.0,0.0,1.0,ATL,Field Goal,19.0,"1,10",20.0,54468.0,MIA,9.0
3,2.0,18.0,0.0,1.0,ATL,Field Goal,19.0,"2,18",28.0,54468.0,MIA,9.0
5,3.0,8.0,0.0,1.0,ATL,Field Goal,19.0,"3,8",18.0,54468.0,MIA,9.0
6,4.0,8.0,0.0,1.0,ATL,Field Goal,19.0,"4,8",18.0,54468.0,MIA,9.0
1,1.0,10.0,0.0,1.0,MIA,End of Half,-32.0,"1,10",82.0,54468.0,ATL,10.0
1,1.0,10.0,0.0,1.0,MIA,Punt,-34.0,"1,10",84.0,54468.0,ATL,11.0
2,2.0,1.0,0.0,1.0,MIA,Punt,-34.0,"2,1",75.0,54468.0,ATL,11.0
3,3.0,5.0,0.0,1.0,MIA,Punt,-34.0,"3,5",79.0,54468.0,ATL,11.0
4,4.0,5.0,0.0,1.0,MIA,Punt,-34.0,"4,5",79.0,54468.0,ATL,11.0
0,1.0,10.0,0.0,1.0,ATL,Punt,-21.0,"1,10",71.0,54468.0,MIA,12.0
1,2.0,4.0,0.0,1.0,ATL,Punt,-21.0,"2,4",65.0,54468.0,MIA,12.0
2,3.0,1.0,0.0,1.0,ATL,Punt,-21.0,"3,1",62.0,54468.0,MIA,12.0
3,4.0,1.0,0.0,1.0,ATL,Punt,-21.0,"4,1",62.0,54468.0,MIA,12.0
0,1.0,10.0,0.0,1.0,MIA,Punt,-24.0,"1,10",74.0,54468.0,ATL,13.0
1,2.0,10.0,0.0,1.0,MIA,Punt,-24.0,"2,10",74.0,54468.0,ATL,13.0
2,3.0,9.0,0.0,1.0,MIA,Punt,-24.0,"3,9",73.0,54468.0,ATL,13.0
3,4.0,15.0,0.0,1.0,MIA,Punt,-24.0,"4,15",79.0,54468.0,ATL,13.0
0,1.0,10.0,0.0,1.0,ATL,Punt,2.0,"1,10",48.0,54468.0,MIA,14.0
1,2.0,8.0,0.0,1.0,ATL,Punt,2.0,"2,8",46.0,54468.0,MIA,14.0
2,3.0,16.0,0.0,1.0,ATL,Punt,2.0,"3,16",54.0,54468.0,MIA,14.0
3,4.0,6.0,0.0,1.0,ATL,Punt,2.0,"4,6",44.0,54468.0,MIA,14.0
0,1.0,10.0,1.0,1.0,MIA,Interception,-30.0,"1,10",80.0,54468.0,ATL,15.0
1,2.0,11.0,1.0,1.0,MIA,Interception,-30.0,"2,11",81.0,54468.0,ATL,15.0
2,3.0,5.0,1.0,1.0,MIA,Interception,-30.0,"3,5",75.0,54468.0,ATL,15.0
3,1.0,10.0,1.0,1.0,MIA,Interception,-30.0,"1,10",61.0,54468.0,ATL,15.0
4,2.0,6.0,1.0,1.0,MIA,Interception,-30.0,"2,6",57.0,54468.0,ATL,15.0
5,1.0,10.0,1.0,1.0,MIA,Interception,-30.0,"1,10",49.0,54468.0,ATL,15.0
6,2.0,2.0,1.0,1.0,MIA,Interception,-30.0,"2,2",41.0,54468.0,ATL,15.0
7,1.0,10.0,0.0,1.0,MIA,Interception,-30.0,"1,10",38.0,54468.0,ATL,15.0
8,2.0,9.0,0.0,1.0,MIA,Interception,-30.0,"2,9",37.0,54468.0,ATL,15.0
9,2.0,19.0,0.0,1.0,MIA,Interception,-30.0,"2,19",47.0,54468.0,ATL,15.0
0,1.0,10.0,1.0,1.0,ATL,Touchdown,30.0,"1,10",20.0,54468.0,MIA,16.0
1,2.0,10.0,1.0,1.0,ATL,Touchdown,30.0,"2,10",20.0,54468.0,MIA,16.0
2,3.0,10.0,1.0,1.0,ATL,Touchdown,30.0,"3,10",20.0,54468.0,MIA,16.0
1,1.0,10.0,1.0,1.0,MIA,Fumble,-36.0,"1,10",86.0,54468.0,ATL,17.0
2,1.0,10.0,0.0,1.0,MIA,Fumble,-36.0,"1,10",72.0,54468.0,ATL,17.0
0,1.0,10.0,1.0,1.0,ATL,Missed FG,12.0,"1,10",38.0,54468.0,MIA,18.0
2,2.0,5.0,1.0,1.0,ATL,Missed FG,12.0,"2,5",33.0,54468.0,MIA,18.0
4,3.0,1.0,1.0,1.0,ATL,Missed FG,12.0,"3,1",29.0,54468.0,MIA,18.0
5,1.0,10.0,1.0,1.0,ATL,Missed FG,12.0,"1,10",27.0,54468.0,MIA,18.0
6,1.0,10.0,0.0,1.0,ATL,Missed FG,12.0,"1,10",15.0,54468.0,MIA,18.0
7,2.0,15.0,0.0,1.0,ATL,Missed FG,12.0,"2,15",20.0,54468.0,MIA,18.0
8,3.0,15.0,0.0,1.0,ATL,Missed FG,12.0,"3,15",20.0,54468.0,MIA,18.0
9,4.0,15.0,0.0,1.0,ATL,Missed FG,12.0,"4,15",20.0,54468.0,MIA,18.0
0,1.0,10.0,0.0,1.0,MIA,Punt,-22.0,"1,10",72.0,54468.0,ATL,19.0
1,2.0,5.0,0.0,1.0,MIA,Punt,-22.0,"2,5",67.0,54468.0,ATL,19.0
2,3.0,5.0,0.0,1.0,MIA,Punt,-22.0,"3,5",67.0,54468.0,ATL,19.0
3,4.0,5.0,0.0,1.0,MIA,Punt,-22.0,"4,5",67.0,54468.0,ATL,19.0
0,1.0,10.0,1.0,1.0,ATL,Field Goal,-19.0,"1,10",69.0,54468.0,MIA,20.0
