,Down,ToGo,Success,Attempt,Team,DriveResult,DriveStart,DownGo,FieldPosition,GameKey,Opponent,DriveNum
11,1.0,10.0,1.0,1.0,NE,Touchdown,-40.0,"1,10",51.0,56503.0,PIT,4.0
12,2.0,7.0,1.0,1.0,NE,Touchdown,-40.0,"2,7",48.0,56503.0,PIT,4.0
13,1.0,10.0,1.0,1.0,NE,Touchdown,-40.0,"1,10",35.0,56503.0,PIT,4.0
14,1.0,10.0,1.0,1.0,NE,Touchdown,-40.0,"1,10",16.0,56503.0,PIT,4.0
1,1.0,10.0,1.0,1.0,PIT,Missed FG,-30.0,"1,10",80.0,56503.0,NE,5.0
2,2.0,8.0,1.0,1.0,PIT,Missed FG,-30.0,"2,8",78.0,56503.0,NE,5.0
3,3.0,8.0,1.0,1.0,PIT,Missed FG,-30.0,"3,8",78.0,56503.0,NE,5.0
4,1.0,10.0,0.0,1.0,PIT,Missed FG,-30.0,"1,10",35.0,56503.0,NE,5.0
5,2.0,4.0,0.0,1.0,PIT,Missed FG,-30.0,"2,4",29.0,56503.0,NE,5.0
6,3.0,3.0,0.0,1.0,PIT,Missed FG,-30.0,"3,3",28.0,56503.0,NE,5.0
7,4.0,3.0,0.0,1.0,PIT,Missed FG,-30.0,"4,3",28.0,56503.0,NE,5.0
0,1.0,10.0,1.0,1.0,NE,Touchdown,-14.0,"1,10",64.0,56503.0,PIT,6.0
1,1.0,10.0,1.0,1.0,NE,Touchdown,-14.0,"1,10",50.0,56503.0,PIT,6.0
2,2.0,10.0,1.0,1.0,NE,Touchdown,-14.0,"2,10",50.0,56503.0,PIT,6.0
3,1.0,10.0,1.0,1.0,NE,Touchdown,-14.0,"1,10",32.0,56503.0,PIT,6.0
4,1.0,10.0,1.0,1.0,NE,Touchdown,-14.0,"1,10",20.0,56503.0,PIT,6.0
5,2.0,2.0,1.0,1.0,NE,Touchdown,-14.0,"2,2",12.0,56503.0,PIT,6.0
6,3.0,1.0,1.0,1.0,NE,Touchdown,-14.0,"3,1",11.0,56503.0,PIT,6.0
7,1.0,9.0,1.0,1.0,NE,Touchdown,-14.0,"1,9",9.0,56503.0,PIT,6.0
8,2.0,6.0,1.0,1.0,NE,Touchdown,-14.0,"2,6",6.0,56503.0,PIT,6.0
1,1.0,10.0,1.0,1.0,PIT,Field Goal,-33.0,"1,10",83.0,56503.0,NE,7.0
2,2.0,5.0,1.0,1.0,PIT,Field Goal,-33.0,"2,5",78.0,56503.0,NE,7.0
3,2.0,15.0,1.0,1.0,PIT,Field Goal,-33.0,"2,15",88.0,56503.0,NE,7.0
4,3.0,6.0,1.0,1.0,PIT,Field Goal,-33.0,"3,6",79.0,56503.0,NE,7.0
6,1.0,10.0,1.0,1.0,PIT,Field Goal,-33.0,"1,10",42.0,56503.0,NE,7.0
7,2.0,8.0,1.0,1.0,PIT,Field Goal,-33.0,"2,8",40.0,56503.0,NE,7.0
8,3.0,3.0,1.0,1.0,PIT,Field Goal,-33.0,"3,3",35.0,56503.0,NE,7.0
10,4.0,3.0,1.0,1.0,PIT,Field Goal,-33.0,"4,3",35.0,56503.0,NE,7.0
12,1.0,10.0,0.0,1.0,PIT,Field Goal,-33.0,"1,10",31.0,56503.0,NE,7.0
13,2.0,5.0,0.0,1.0,PIT,Field Goal,-33.0,"2,5",26.0,56503.0,NE,7.0
16,3.0,5.0,0.0,1.0,PIT,Field Goal,-33.0,"3,5",26.0,56503.0,NE,7.0
17,4.0,5.0,0.0,1.0,PIT,Field Goal,-33.0,"4,5",26.0,56503.0,NE,7.0
1,1.0,10.0,0.0,1.0,NE,End of Half,-30.0,"1,10",80.0,56503.0,PIT,8.0
1,1.0,10.0,1.0,1.0,NE,Touchdown,-30.0,"1,10",80.0,56503.0,PIT,9.0
2,1.0,10.0,1.0,1.0,NE,Touchdown,-30.0,"1,10",70.0,56503.0,PIT,9.0
3,2.0,6.0,1.0,1.0,NE,Touchdown,-30.0,"2,6",66.0,56503.0,PIT,9.0
4,3.0,5.0,1.0,1.0,NE,Touchdown,-30.0,"3,5",65.0,56503.0,PIT,9.0
5,1.0,10.0,1.0,1.0,NE,Touchdown,-30.0,"1,10",55.0,56503.0,PIT,9.0
6,1.0,10.0,1.0,1.0,NE,Touchdown,-30.0,"1,10",44.0,56503.0,PIT,9.0
7,2.0,1.0,1.0,1.0,NE,Touchdown,-30.0,"2,1",35.0,56503.0,PIT,9.0
8,1.0,10.0,1.0,1.0,NE,Touchdown,-30.0,"1,10",29.0,56503.0,PIT,9.0
9,1.0,1.0,1.0,1.0,NE,Touchdown,-30.0,"1,1",1.0,56503.0,PIT,9.0
10,2.0,1.0,1.0,1.0,NE,Touchdown,-30.0,"2,1",1.0,56503.0,PIT,9.0
1,1.0,10.0,1.0,1.0,PIT,Touchdown,-30.0,"1,10",80.0,56503.0,NE,10.0
2,1.0,10.0,1.0,1.0,PIT,Touchdown,-30.0,"1,10",52.0,56503.0,NE,10.0
3,1.0,10.0,1.0,1.0,PIT,Touchdown,-30.0,"1,10",19.0,56503.0,NE,10.0
4,2.0,3.0,1.0,1.0,PIT,Touchdown,-30.0,"2,3",12.0,56503.0,NE,10.0
5,1.0,2.0,1.0,1.0,PIT,Touchdown,-30.0,"1,2",2.0,56503.0,NE,10.0
7,2.0,1.0,1.0,1.0,PIT,Touchdown,-30.0,"2,1",1.0,56503.0,NE,10.0
8,3.0,1.0,1.0,1.0,PIT,Touchdown,-30.0,"3,1",1.0,56503.0,NE,10.0
1,1.0,10.0,1.0,1.0,NE,Punt,-30.0,"1,10",80.0,56503.0,PIT,11.0
2,1.0,10.0,0.0,1.0,NE,Punt,-30.0,"1,10",67.0,56503.0,PIT,11.0
3,2.0,15.0,0.0,1.0,NE,Punt,-30.0,"2,15",72.0,56503.0,PIT,11.0
4,3.0,3.0,0.0,1.0,NE,Punt,-30.0,"3,3",60.0,56503.0,PIT,11.0
5,4.0,10.0,0.0,1.0,NE,Punt,-30.0,"4,10",67.0,56503.0,PIT,11.0
0,1.0,10.0,1.0,1.0,PIT,Field Goal,-23.0,"1,10",73.0,56503.0,NE,12.0
1,1.0,10.0,1.0,1.0,PIT,Field Goal,-23.0,"1,10",61.0,56503.0,NE,12.0
2,2.0,5.0,1.0,1.0,PIT,Field Goal,-23.0,"2,5",56.0,56503.0,NE,12.0
3,3.0,6.0,1.0,1.0,PIT,Field Goal,-23.0,"3,6",57.0,56503.0,NE,12.0
4,1.0,10.0,1.0,1.0,PIT,Field Goal,-23.0,"1,10",45.0,56503.0,NE,12.0
5,1.0,10.0,1.0,1.0,PIT,Field Goal,-23.0,"1,10",19.0,56503.0,NE,12.0
6,2.0,5.0,1.0,1.0,PIT,Field Goal,-23.0,"2,5",14.0,56503.0,NE,12.0
8,1.0,8.0,1.0,1.0,PIT,Field Goal,-23.0,"1,8",8.0,56503.0,NE,12.0
9,2.0,8.0,1.0,1.0,PIT,Field Goal,-23.0,"2,8",8.0,56503.0,NE,12.0
10,3.0,5.0,1.0,1.0,PIT,Field Goal,-23.0,"3,5",5.0,56503.0,NE,12.0
11,1.0,1.0,0.0,1.0,PIT,Field Goal,-23.0,"1,1",1.0,56503.0,NE,12.0
12,2.0,1.0,0.0,1.0,PIT,Field Goal,-23.0,"2,1",1.0,56503.0,NE,12.0
13,3.0,1.0,0.0,1.0,PIT,Field Goal,-23.0,"3,1",1.0,56503.0,NE,12.0
14,3.0,5.0,0.0,1.0,PIT,Field Goal,-23.0,"3,5",5.0,56503.0,NE,12.0
15,4.0,6.0,0.0,1.0,PIT,Field Goal,-23.0,"4,6",6.0,56503.0,NE,12.0
1,1.0,10.0,1.0,1.0,NE,Touchdown,-29.0,"1,10",79.0,56503.0,PIT,13.0
2,1.0,10.0,1.0,1.0,NE,Touchdown,-29.0,"1,10",27.0,56503.0,PIT,13.0
3,2.0,10.0,1.0,1.0,NE,Touchdown,-29.0,"2,10",27.0,56503.0,PIT,13.0
4,3.0,5.0,1.0,1.0,NE,Touchdown,-29.0,"3,5",22.0,56503.0,PIT,13.0
5,1.0,1.0,1.0,1.0,NE,Touchdown,-29.0,"1,1",1.0,56503.0,PIT,13.0
6,2.0,1.0,1.0,1.0,NE,Touchdown,-29.0,"2,1",1.0,56503.0,PIT,13.0
7,3.0,1.0,1.0,1.0,NE,Touchdown,-29.0,"3,1",1.0,56503.0,PIT,13.0
1,1.0,10.0,0.0,1.0,PIT,Punt,-30.0,"1,10",80.0,56503.0,NE,14.0
2,2.0,3.0,0.0,1.0,PIT,Punt,-30.0,"2,3",73.0,56503.0,NE,14.0
3,3.0,3.0,0.0,1.0,PIT,Punt,-30.0,"3,3",73.0,56503.0,NE,14.0
4,4.0,3.0,0.0,1.0,PIT,Punt,-30.0,"4,3",73.0,56503.0,NE,14.0
0,1.0,10.0,0.0,1.0,NE,Punt,-24.0,"1,10",74.0,56503.0,PIT,15.0
1,2.0,12.0,0.0,1.0,NE,Punt,-24.0,"2,12",76.0,56503.0,PIT,15.0
2,3.0,12.0,0.0,1.0,NE,Punt,-24.0,"3,12",76.0,56503.0,PIT,15.0
3,4.0,12.0,0.0,1.0,NE,Punt,-24.0,"4,12",76.0,56503.0,PIT,15.0
4,4.0,17.0,0.0,1.0,NE,Punt,-24.0,"4,17",81.0,56503.0,PIT,15.0
0,1.0,10.0,1.0,1.0,PIT,Interception,-14.0,"1,10",64.0,56503.0,NE,16.0
1,1.0,10.0,0.0,1.0,PIT,Interception,-14.0,"1,10",46.0,56503.0,NE,16.0
0,1.0,10.0,1.0,1.0,NE,Punt,-43.0,"1,10",93.0,56503.0,PIT,17.0
1,2.0,6.0,1.0,1.0,NE,Punt,-43.0,"2,6",89.0,56503.0,PIT,17.0
2,1.0,10.0,1.0,1.0,NE,Punt,-43.0,"1,10",84.0,56503.0,PIT,17.0
3,2.0,9.0,1.0,1.0,NE,Punt,-43.0,"2,9",83.0,56503.0,PIT,17.0
4,1.0,10.0,0.0,1.0,NE,Punt,-43.0,"1,10",73.0,56503.0,PIT,17.0
5,2.0,7.0,0.0,1.0,NE,Punt,-43.0,"2,7",70.0,56503.0,PIT,17.0
6,3.0,4.0,0.0,1.0,NE,Punt,-43.0,"3,4",67.0,56503.0,PIT,17.0
7,4.0,4.0,0.0,1.0,NE,Punt,-43.0,"4,4",67.0,56503.0,PIT,17.0
0,1.0,10.0,1.0,1.0,PIT,Touchdown,-20.0,"1,10",70.0,56503.0,NE,18.0
1,2.0,10.0,1.0,1.0,PIT,Touchdown,-20.0,"2,10",70.0,56503.0,NE,18.0
2,3.0,1.0,1.0,1.0,PIT,Touchdown,-20.0,"3,1",61.0,56503.0,NE,18.0
4,1.0,10.0,1.0,1.0,PIT,Touchdown,-20.0,"1,10",54.0,56503.0,NE,18.0
5,2.0,10.0,1.0,1.0,PIT,Touchdown,-20.0,"2,10",54.0,56503.0,NE,18.0
6,3.0,8.0,1.0,1.0,PIT,Touchdown,-20.0,"3,8",52.0,56503.0,NE,18.0
8,1.0,10.0,1.0,1.0,PIT,Touchdown,-20.0,"1,10",39.0,56503.0,NE,18.0
9,1.0,20.0,1.0,1.0,PIT,Touchdown,-20.0,"1,20",49.0,56503.0,NE,18.0
10,2.0,27.0,1.0,1.0,PIT,Touchdown,-20.0,"2,27",56.0,56503.0,NE,18.0
12,3.0,9.0,1.0,1.0,PIT,Touchdown,-20.0,"3,9",38.0,56503.0,NE,18.0
13,4.0,9.0,1.0,1.0,PIT,Touchdown,-20.0,"4,9",38.0,56503.0,NE,18.0
15,1.0,10.0,1.0,1.0,PIT,Touchdown,-20.0,"1,10",22.0,56503.0,NE,18.0
16,1.0,10.0,1.0,1.0,PIT,Touchdown,-20.0,"1,10",11.0,56503.0,NE,18.0
1,1.0,10.0,1.0,1.0,CHI,Field Goal,-30.0,"1,10",80.0,56505.0,GB,1.0
2,2.0,7.0,1.0,1.0,CHI,Field Goal,-30.0,"2,7",77.0,56505.0,GB,1.0
3,1.0,10.0,1.0,1.0,CHI,Field Goal,-30.0,"1,10",55.0,56505.0,GB,1.0
4,2.0,2.0,1.0,1.0,CHI,Field Goal,-30.0,"2,2",47.0,56505.0,GB,1.0
5,1.0,10.0,1.0,1.0,CHI,Field Goal,-30.0,"1,10",43.0,56505.0,GB,1.0
6,2.0,4.0,1.0,1.0,CHI,Field Goal,-30.0,"2,4",37.0,56505.0,GB,1.0
7,3.0,4.0,1.0,1.0,CHI,Field Goal,-30.0,"3,4",37.0,56505.0,GB,1.0
8,1.0,10.0,0.0,1.0,CHI,Field Goal,-30.0,"1,10",12.0,56505.0,GB,1.0
9,2.0,6.0,0.0,1.0,CHI,Field Goal,-30.0,"2,6",8.0,56505.0,GB,1.0
10,2.0,11.0,0.0,1.0,CHI,Field Goal,-30.0,"2,11",13.0,56505.0,GB,1.0
11,3.0,6.0,0.0,1.0,CHI,Field Goal,-30.0,"3,6",8.0,56505.0,GB,1.0
12,4.0,8.0,0.0,1.0,CHI,Field Goal,-30.0,"4,8",10.0,56505.0,GB,1.0
2,1.0,10.0,0.0,1.0,GB,Punt,-11.0,"1,10",61.0,56505.0,CHI,2.0
3,2.0,8.0,0.0,1.0,GB,Punt,-11.0,"2,8",59.0,56505.0,CHI,2.0
4,3.0,3.0,0.0,1.0,GB,Punt,-11.0,"3,3",54.0,56505.0,CHI,2.0
5,4.0,3.0,0.0,1.0,GB,Punt,-11.0,"4,3",54.0,56505.0,CHI,2.0
0,1.0,10.0,1.0,1.0,CHI,Punt,-30.0,"1,10",80.0,56505.0,GB,3.0
1,2.0,9.0,1.0,1.0,CHI,Punt,-30.0,"2,9",79.0,56505.0,GB,3.0
2,1.0,10.0,0.0,1.0,CHI,Punt,-30.0,"1,10",70.0,56505.0,GB,3.0
3,2.0,9.0,0.0,1.0,CHI,Punt,-30.0,"2,9",69.0,56505.0,GB,3.0
4,3.0,9.0,0.0,1.0,CHI,Punt,-30.0,"3,9",69.0,56505.0,GB,3.0
6,4.0,19.0,0.0,1.0,CHI,Punt,-30.0,"4,19",79.0,56505.0,GB,3.0
0,1.0,10.0,1.0,1.0,GB,Touchdown,-27.0,"1,10",77.0,56505.0,CHI,4.0
1,1.0,10.0,1.0,1.0,GB,Touchdown,-27.0,"1,10",57.0,56505.0,CHI,4.0
2,2.0,9.0,1.0,1.0,GB,Touchdown,-27.0,"2,9",56.0,56505.0,CHI,4.0
3,1.0,10.0,1.0,1.0,GB,Touchdown,-27.0,"1,10",47.0,56505.0,CHI,4.0
4,1.0,10.0,1.0,1.0,GB,Touchdown,-27.0,"1,10",31.0,56505.0,CHI,4.0
5,2.0,6.0,1.0,1.0,GB,Touchdown,-27.0,"2,6",27.0,56505.0,CHI,4.0
6,3.0,1.0,1.0,1.0,GB,Touchdown,-27.0,"3,1",22.0,56505.0,CHI,4.0
7,1.0,10.0,1.0,1.0,GB,Touchdown,-27.0,"1,10",20.0,56505.0,CHI,4.0
8,2.0,10.0,1.0,1.0,GB,Touchdown,-27.0,"2,10",20.0,56505.0,CHI,4.0
9,3.0,3.0,1.0,1.0,GB,Touchdown,-27.0,"3,3",13.0,56505.0,CHI,4.0
1,1.0,10.0,1.0,1.0,CHI,Touchdown,-30.0,"1,10",80.0,56505.0,GB,5.0
3,2.0,8.0,1.0,1.0,CHI,Touchdown,-30.0,"2,8",78.0,56505.0,GB,5.0
4,3.0,3.0,1.0,1.0,CHI,Touchdown,-30.0,"3,3",73.0,56505.0,GB,5.0
5,1.0,10.0,1.0,1.0,CHI,Touchdown,-30.0,"1,10",65.0,56505.0,GB,5.0
6,2.0,4.0,1.0,1.0,CHI,Touchdown,-30.0,"2,4",59.0,56505.0,GB,5.0
7,1.0,10.0,1.0,1.0,CHI,Touchdown,-30.0,"1,10",54.0,56505.0,GB,5.0
8,2.0,2.0,1.0,1.0,CHI,Touchdown,-30.0,"2,2",46.0,56505.0,GB,5.0
9,3.0,2.0,1.0,1.0,CHI,Touchdown,-30.0,"3,2",46.0,56505.0,GB,5.0
10,1.0,10.0,1.0,1.0,CHI,Touchdown,-30.0,"1,10",42.0,56505.0,GB,5.0
11,1.0,5.0,1.0,1.0,CHI,Touchdown,-30.0,"1,5",37.0,56505.0,GB,5.0
13,1.0,10.0,1.0,1.0,CHI,Touchdown,-30.0,"1,10",14.0,56505.0,GB,5.0
14,2.0,10.0,1.0,1.0,CHI,Touchdown,-30.0,"2,10",14.0,56505.0,GB,5.0
15,3.0,5.0,1.0,1.0,CHI,Touchdown,-30.0,"3,5",9.0,56505.0,GB,5.0
16,4.0,5.0,1.0,1.0,CHI,Touchdown,-30.0,"4,5",9.0,56505.0,GB,5.0
17,4.0,1.0,1.0,1.0,CHI,Touchdown,-30.0,"4,1",5.0,56505.0,GB,5.0
18,1.0,4.0,1.0,1.0,CHI,Touchdown,-30.0,"1,4",4.0,56505.0,GB,5.0
20,2.0,4.0,1.0,1.0,CHI,Touchdown,-30.0,"2,4",4.0,56505.0,GB,5.0
21,2.0,4.0,1.0,1.0,CHI,Touchdown,-30.0,"2,4",4.0,56505.0,GB,5.0
22,3.0,1.0,1.0,1.0,CHI,Touchdown,-30.0,"3,1",1.0,56505.0,GB,5.0
2,1.0,10.0,1.0,1.0,GB,Field Goal,-30.0,"1,10",80.0,56505.0,CHI,6.0
3,2.0,3.0,1.0,1.0,GB,Field Goal,-30.0,"2,3",73.0,56505.0,CHI,6.0
4,3.0,3.0,1.0,1.0,GB,Field Goal,-30.0,"3,3",73.0,56505.0,CHI,6.0
5,1.0,10.0,1.0,1.0,GB,Field Goal,-30.0,"1,10",70.0,56505.0,CHI,6.0
6,2.0,6.0,1.0,1.0,GB,Field Goal,-30.0,"2,6",66.0,56505.0,CHI,6.0
7,1.0,10.0,1.0,1.0,GB,Field Goal,-30.0,"1,10",32.0,56505.0,CHI,6.0
8,1.0,10.0,0.0,1.0,GB,Field Goal,-30.0,"1,10",11.0,56505.0,CHI,6.0
9,2.0,7.0,0.0,1.0,GB,Field Goal,-30.0,"2,7",8.0,56505.0,CHI,6.0
10,2.0,17.0,0.0,1.0,GB,Field Goal,-30.0,"2,17",18.0,56505.0,CHI,6.0
12,3.0,18.0,0.0,1.0,GB,Field Goal,-30.0,"3,18",19.0,56505.0,CHI,6.0
13,3.0,28.0,0.0,1.0,GB,Field Goal,-30.0,"3,28",29.0,56505.0,CHI,6.0
14,4.0,18.0,0.0,1.0,GB,Field Goal,-30.0,"4,18",19.0,56505.0,CHI,6.0
2,1.0,10.0,1.0,1.0,CHI,Field Goal,-29.0,"1,10",79.0,56505.0,GB,7.0
4,2.0,6.0,1.0,1.0,CHI,Field Goal,-29.0,"2,6",75.0,56505.0,GB,7.0
6,3.0,3.0,1.0,1.0,CHI,Field Goal,-29.0,"3,3",72.0,56505.0,GB,7.0
7,1.0,10.0,1.0,1.0,CHI,Field Goal,-29.0,"1,10",64.0,56505.0,GB,7.0
8,2.0,5.0,1.0,1.0,CHI,Field Goal,-29.0,"2,5",59.0,56505.0,GB,7.0
10,3.0,5.0,1.0,1.0,CHI,Field Goal,-29.0,"3,5",59.0,56505.0,GB,7.0
11,1.0,10.0,1.0,1.0,CHI,Field Goal,-29.0,"1,10",47.0,56505.0,GB,7.0
12,2.0,10.0,1.0,1.0,CHI,Field Goal,-29.0,"2,10",47.0,56505.0,GB,7.0
13,3.0,4.0,1.0,1.0,CHI,Field Goal,-29.0,"3,4",41.0,56505.0,GB,7.0
14,1.0,10.0,0.0,1.0,CHI,Field Goal,-29.0,"1,10",32.0,56505.0,GB,7.0
15,2.0,10.0,0.0,1.0,CHI,Field Goal,-29.0,"2,10",32.0,56505.0,GB,7.0
16,3.0,10.0,0.0,1.0,CHI,Field Goal,-29.0,"3,10",32.0,56505.0,GB,7.0
1,1.0,10.0,0.0,1.0,GB,End of Half,-29.0,"1,10",79.0,56505.0,CHI,8.0
1,1.0,10.0,1.0,1.0,GB,Touchdown,-9.0,"1,10",59.0,56505.0,CHI,9.0
2,1.0,10.0,1.0,1.0,GB,Touchdown,-9.0,"1,10",48.0,56505.0,CHI,9.0
3,2.0,8.0,1.0,1.0,GB,Touchdown,-9.0,"2,8",46.0,56505.0,CHI,9.0
4,1.0,10.0,1.0,1.0,GB,Touchdown,-9.0,"1,10",31.0,56505.0,CHI,9.0
5,1.0,6.0,1.0,1.0,GB,Touchdown,-9.0,"1,6",6.0,56505.0,CHI,9.0
6,2.0,1.0,1.0,1.0,GB,Touchdown,-9.0,"2,1",1.0,56505.0,CHI,9.0
1,1.0,10.0,1.0,1.0,CHI,Field Goal,-32.0,"1,10",82.0,56505.0,GB,10.0
2,1.0,10.0,1.0,1.0,CHI,Field Goal,-32.0,"1,10",75.0,56505.0,GB,10.0
3,2.0,8.0,1.0,1.0,CHI,Field Goal,-32.0,"2,8",73.0,56505.0,GB,10.0
4,3.0,9.0,1.0,1.0,CHI,Field Goal,-32.0,"3,9",74.0,56505.0,GB,10.0
5,1.0,10.0,1.0,1.0,CHI,Field Goal,-32.0,"1,10",62.0,56505.0,GB,10.0
6,1.0,10.0,1.0,1.0,CHI,Field Goal,-32.0,"1,10",42.0,56505.0,GB,10.0
7,2.0,5.0,1.0,1.0,CHI,Field Goal,-32.0,"2,5",37.0,56505.0,GB,10.0
8,3.0,3.0,1.0,1.0,CHI,Field Goal,-32.0,"3,3",35.0,56505.0,GB,10.0
9,1.0,10.0,1.0,1.0,CHI,Field Goal,-32.0,"1,10",23.0,56505.0,GB,10.0
10,1.0,20.0,0.0,1.0,CHI,Field Goal,-32.0,"1,20",33.0,56505.0,GB,10.0
11,2.0,18.0,0.0,1.0,CHI,Field Goal,-32.0,"2,18",31.0,56505.0,GB,10.0
12,3.0,18.0,0.0,1.0,CHI,Field Goal,-32.0,"3,18",31.0,56505.0,GB,10.0
13,4.0,13.0,0.0,1.0,CHI,Field Goal,-32.0,"4,13",26.0,56505.0,GB,10.0
2,1.0,10.0,1.0,1.0,GB,Touchdown,-28.0,"1,10",78.0,56505.0,CHI,11.0
3,2.0,2.0,1.0,1.0,GB,Touchdown,-28.0,"2,2",70.0,56505.0,CHI,11.0
4,2.0,7.0,1.0,1.0,GB,Touchdown,-28.0,"2,7",75.0,56505.0,CHI,11.0
5,3.0,3.0,1.0,1.0,GB,Touchdown,-28.0,"3,3",71.0,56505.0,CHI,11.0
6,3.0,8.0,1.0,1.0,GB,Touchdown,-28.0,"3,8",76.0,56505.0,CHI,11.0
7,1.0,10.0,1.0,1.0,GB,Touchdown,-28.0,"1,10",67.0,56505.0,CHI,11.0
8,2.0,8.0,1.0,1.0,GB,Touchdown,-28.0,"2,8",65.0,56505.0,CHI,11.0
9,3.0,4.0,1.0,1.0,GB,Touchdown,-28.0,"3,4",61.0,56505.0,CHI,11.0
10,1.0,10.0,1.0,1.0,GB,Touchdown,-28.0,"1,10",49.0,56505.0,CHI,11.0
11,2.0,10.0,1.0,1.0,GB,Touchdown,-28.0,"2,10",49.0,56505.0,CHI,11.0
13,3.0,11.0,1.0,1.0,GB,Touchdown,-28.0,"3,11",50.0,56505.0,CHI,11.0
14,4.0,1.0,1.0,1.0,GB,Touchdown,-28.0,"4,1",40.0,56505.0,CHI,11.0
15,1.0,10.0,1.0,1.0,GB,Touchdown,-28.0,"1,10",37.0,56505.0,CHI,11.0
16,1.0,10.0,1.0,1.0,GB,Touchdown,-28.0,"1,10",22.0,56505.0,CHI,11.0
17,2.0,9.0,1.0,1.0,GB,Touchdown,-28.0,"2,9",21.0,56505.0,CHI,11.0
18,3.0,4.0,1.0,1.0,GB,Touchdown,-28.0,"3,4",16.0,56505.0,CHI,11.0
19,1.0,10.0,1.0,1.0,GB,Touchdown,-28.0,"1,10",11.0,56505.0,CHI,11.0
20,2.0,9.0,1.0,1.0,GB,Touchdown,-28.0,"2,9",10.0,56505.0,CHI,11.0
22,2.0,4.0,1.0,1.0,GB,Touchdown,-28.0,"2,4",5.0,56505.0,CHI,11.0
