,Down,ToGo,Success,Attempt,Team,DriveResult,DriveStart,DownGo,FieldPosition
4,3.0,6.0,1.0,1.0,NYJ,Punt,-36.0,"3,6",72.0
5,1.0,10.0,0.0,1.0,NYJ,Punt,-36.0,"1,10",66.0
6,2.0,9.0,0.0,1.0,NYJ,Punt,-36.0,"2,9",65.0
7,3.0,5.0,0.0,1.0,NYJ,Punt,-36.0,"3,5",61.0
8,4.0,2.0,0.0,1.0,NYJ,Punt,-36.0,"4,2",58.0
0,1.0,10.0,1.0,1.0,TEN,Touchdown,-45.0,"1,10",95.0
1,2.0,9.0,1.0,1.0,TEN,Touchdown,-45.0,"2,9",94.0
1,1.0,10.0,1.0,1.0,NYJ,Punt,-30.0,"1,10",80.0
2,1.0,10.0,1.0,1.0,NYJ,Punt,-30.0,"1,10",69.0
3,1.0,10.0,0.0,1.0,NYJ,Punt,-30.0,"1,10",57.0
4,2.0,9.0,0.0,1.0,NYJ,Punt,-30.0,"2,9",56.0
5,3.0,11.0,0.0,1.0,NYJ,Punt,-30.0,"3,11",58.0
6,3.0,16.0,0.0,1.0,NYJ,Punt,-30.0,"3,16",63.0
7,4.0,16.0,0.0,1.0,NYJ,Punt,-30.0,"4,16",63.0
0,1.0,10.0,0.0,1.0,TEN,Punt,-33.0,"1,10",83.0
1,2.0,10.0,0.0,1.0,TEN,Punt,-33.0,"2,10",83.0
2,2.0,18.0,0.0,1.0,TEN,Punt,-33.0,"2,18",91.0
3,3.0,19.0,0.0,1.0,TEN,Punt,-33.0,"3,19",92.0
4,4.0,12.0,0.0,1.0,TEN,Punt,-33.0,"4,12",85.0
0,1.0,10.0,0.0,1.0,NYJ,Interception,-10.0,"1,10",60.0
0,1.0,10.0,0.0,1.0,TEN,Punt,-2.0,"1,10",52.0
1,2.0,7.0,0.0,1.0,TEN,Punt,-2.0,"2,7",49.0
2,3.0,7.0,0.0,1.0,TEN,Punt,-2.0,"3,7",49.0
3,4.0,9.0,0.0,1.0,TEN,Punt,-2.0,"4,9",51.0
0,1.0,10.0,1.0,1.0,NYJ,Punt,-43.0,"1,10",93.0
1,1.0,13.0,0.0,1.0,NYJ,Punt,-43.0,"1,13",96.0
3,2.0,10.0,0.0,1.0,NYJ,Punt,-43.0,"2,10",93.0
4,2.0,5.0,0.0,1.0,NYJ,Punt,-43.0,"2,5",88.0
5,3.0,2.0,0.0,1.0,NYJ,Punt,-43.0,"3,2",85.0
6,4.0,1.0,0.0,1.0,NYJ,Punt,-43.0,"4,1",84.0
0,1.0,10.0,1.0,1.0,TEN,Punt,-9.0,"1,10",59.0
1,1.0,10.0,0.0,1.0,TEN,Punt,-9.0,"1,10",45.0
3,2.0,20.0,0.0,1.0,TEN,Punt,-9.0,"2,20",55.0
4,3.0,10.0,0.0,1.0,TEN,Punt,-9.0,"3,10",45.0
5,4.0,10.0,0.0,1.0,TEN,Punt,-9.0,"4,10",45.0
0,1.0,10.0,1.0,1.0,NYJ,End of Half,-30.0,"1,10",80.0
1,2.0,10.0,1.0,1.0,NYJ,End of Half,-30.0,"2,10",80.0
3,1.0,10.0,0.0,1.0,NYJ,End of Half,-30.0,"1,10",65.0
1,1.0,10.0,1.0,1.0,NYJ,Interception,-18.0,"1,10",68.0
2,1.0,10.0,1.0,1.0,NYJ,Interception,-18.0,"1,10",52.0
3,1.0,20.0,0.0,1.0,NYJ,Interception,-18.0,"1,20",62.0
4,2.0,20.0,0.0,1.0,NYJ,Interception,-18.0,"2,20",62.0
0,1.0,10.0,1.0,1.0,TEN,Punt,4.0,"1,10",46.0
1,2.0,7.0,1.0,1.0,TEN,Punt,4.0,"2,7",43.0
2,1.0,10.0,0.0,1.0,TEN,Punt,4.0,"1,10",36.0
3,2.0,9.0,0.0,1.0,TEN,Punt,4.0,"2,9",35.0
4,3.0,12.0,0.0,1.0,TEN,Punt,4.0,"3,12",38.0
5,3.0,22.0,0.0,1.0,TEN,Punt,4.0,"3,22",48.0
6,4.0,18.0,0.0,1.0,TEN,Punt,4.0,"4,18",44.0
0,1.0,10.0,1.0,1.0,NYJ,Punt,-38.0,"1,10",88.0
1,2.0,6.0,1.0,1.0,NYJ,Punt,-38.0,"2,6",84.0
2,3.0,6.0,1.0,1.0,NYJ,Punt,-38.0,"3,6",84.0
3,1.0,10.0,1.0,1.0,NYJ,Punt,-38.0,"1,10",73.0
4,1.0,10.0,1.0,1.0,NYJ,Punt,-38.0,"1,10",51.0
5,1.0,5.0,0.0,1.0,NYJ,Punt,-38.0,"1,5",46.0
6,2.0,5.0,0.0,1.0,NYJ,Punt,-38.0,"2,5",46.0
7,3.0,5.0,0.0,1.0,NYJ,Punt,-38.0,"3,5",46.0
8,4.0,12.0,0.0,1.0,NYJ,Punt,-38.0,"4,12",53.0
0,1.0,10.0,0.0,1.0,TEN,Punt,-42.0,"1,10",92.0
1,2.0,9.0,0.0,1.0,TEN,Punt,-42.0,"2,9",91.0
2,3.0,11.0,0.0,1.0,TEN,Punt,-42.0,"3,11",93.0
3,4.0,13.0,0.0,1.0,TEN,Punt,-42.0,"4,13",95.0
0,1.0,10.0,1.0,1.0,NYJ,Touchdown,15.0,"1,10",35.0
1,1.0,10.0,1.0,1.0,NYJ,Touchdown,15.0,"1,10",15.0
2,2.0,6.0,1.0,1.0,NYJ,Touchdown,15.0,"2,6",11.0
3,3.0,12.0,1.0,1.0,NYJ,Touchdown,15.0,"3,12",17.0
1,1.0,10.0,1.0,1.0,TEN,Touchdown,-14.0,"1,10",64.0
2,2.0,10.0,1.0,1.0,TEN,Touchdown,-14.0,"2,10",64.0
3,1.0,10.0,1.0,1.0,TEN,Touchdown,-14.0,"1,10",43.0
4,2.0,7.0,1.0,1.0,TEN,Touchdown,-14.0,"2,7",40.0
5,1.0,10.0,1.0,1.0,TEN,Touchdown,-14.0,"1,10",28.0
6,1.0,10.0,1.0,1.0,TEN,Touchdown,-14.0,"1,10",15.0
7,2.0,8.0,1.0,1.0,TEN,Touchdown,-14.0,"2,8",13.0
1,1.0,10.0,0.0,1.0,NYJ,Punt,-20.0,"1,10",70.0
3,2.0,4.0,0.0,1.0,NYJ,Punt,-20.0,"2,4",64.0
4,3.0,2.0,0.0,1.0,NYJ,Punt,-20.0,"3,2",62.0
6,3.0,7.0,0.0,1.0,NYJ,Punt,-20.0,"3,7",67.0
7,4.0,15.0,0.0,1.0,NYJ,Punt,-20.0,"4,15",75.0
0,1.0,10.0,0.0,1.0,TEN,Punt,-18.0,"1,10",68.0
1,2.0,10.0,0.0,1.0,TEN,Punt,-18.0,"2,10",68.0
2,3.0,6.0,0.0,1.0,TEN,Punt,-18.0,"3,6",64.0
3,4.0,14.0,0.0,1.0,TEN,Punt,-18.0,"4,14",72.0
0,1.0,10.0,0.0,1.0,NYJ,Punt,-11.0,"1,10",61.0
1,2.0,10.0,0.0,1.0,NYJ,Punt,-11.0,"2,10",61.0
2,3.0,10.0,0.0,1.0,NYJ,Punt,-11.0,"3,10",61.0
3,4.0,2.0,0.0,1.0,NYJ,Punt,-11.0,"4,2",53.0
0,1.0,10.0,1.0,1.0,TEN,Punt,-26.0,"1,10",76.0
1,1.0,10.0,1.0,1.0,TEN,Punt,-26.0,"1,10",65.0
2,1.0,20.0,0.0,1.0,TEN,Punt,-26.0,"1,20",75.0
3,2.0,20.0,0.0,1.0,TEN,Punt,-26.0,"2,20",75.0
4,3.0,16.0,0.0,1.0,TEN,Punt,-26.0,"3,16",71.0
5,4.0,16.0,0.0,1.0,TEN,Punt,-26.0,"4,16",71.0
0,1.0,10.0,1.0,1.0,NYJ,Interception,-27.0,"1,10",77.0
1,2.0,5.0,1.0,1.0,NYJ,Interception,-27.0,"2,5",72.0
2,1.0,10.0,0.0,1.0,NYJ,Interception,-27.0,"1,10",66.0
0,1.0,10.0,0.0,1.0,TEN,Punt,-10.0,"1,10",60.0
1,2.0,7.0,0.0,1.0,TEN,Punt,-10.0,"2,7",57.0
2,3.0,5.0,0.0,1.0,TEN,Punt,-10.0,"3,5",55.0
3,4.0,1.0,0.0,1.0,TEN,Punt,-10.0,"4,1",51.0
0,1.0,10.0,1.0,1.0,NYJ,Interception,-42.0,"1,10",92.0
1,2.0,6.0,1.0,1.0,NYJ,Interception,-42.0,"2,6",88.0
2,1.0,10.0,1.0,1.0,NYJ,Interception,-42.0,"1,10",72.0
3,1.0,10.0,1.0,1.0,NYJ,Interception,-42.0,"1,10",55.0
4,2.0,4.0,1.0,1.0,NYJ,Interception,-42.0,"2,4",49.0
5,3.0,4.0,1.0,1.0,NYJ,Interception,-42.0,"3,4",49.0
6,1.0,10.0,1.0,1.0,NYJ,Interception,-42.0,"1,10",34.0
7,2.0,8.0,1.0,1.0,NYJ,Interception,-42.0,"2,8",32.0
9,1.0,10.0,0.0,1.0,NYJ,Interception,-42.0,"1,10",23.0
0,1.0,10.0,0.0,1.0,TEN,Punt,-48.0,"1,10",98.0
2,2.0,9.0,0.0,1.0,TEN,Punt,-48.0,"2,9",97.0
4,3.0,8.0,0.0,1.0,TEN,Punt,-48.0,"3,8",96.0
6,4.0,6.0,0.0,1.0,TEN,Punt,-48.0,"4,6",94.0
0,1.0,10.0,0.0,1.0,NYJ,Fumble,25.0,"1,10",25.0
1,1.0,10.0,0.0,1.0,DET,Punt,-30.0,"1,10",80.0
3,2.0,7.0,0.0,1.0,DET,Punt,-30.0,"2,7",77.0
4,3.0,2.0,0.0,1.0,DET,Punt,-30.0,"3,2",72.0
5,4.0,1.0,0.0,1.0,DET,Punt,-30.0,"4,1",71.0
0,1.0,10.0,1.0,1.0,ATL,Punt,-15.0,"1,10",65.0
1,2.0,10.0,1.0,1.0,ATL,Punt,-15.0,"2,10",65.0
2,1.0,10.0,0.0,1.0,ATL,Punt,-15.0,"1,10",53.0
3,2.0,9.0,0.0,1.0,ATL,Punt,-15.0,"2,9",52.0
4,3.0,9.0,0.0,1.0,ATL,Punt,-15.0,"3,9",52.0
5,4.0,2.0,0.0,1.0,ATL,Punt,-15.0,"4,2",45.0
0,1.0,10.0,1.0,1.0,DET,Fumble,-40.0,"1,10",90.0
1,2.0,10.0,1.0,1.0,DET,Fumble,-40.0,"2,10",90.0
2,3.0,7.0,1.0,1.0,DET,Fumble,-40.0,"3,7",87.0
3,3.0,2.0,1.0,1.0,DET,Fumble,-40.0,"3,2",82.0
4,1.0,10.0,0.0,1.0,DET,Fumble,-40.0,"1,10",33.0
0,1.0,10.0,1.0,1.0,ATL,Touchdown,-19.0,"1,10",69.0
1,1.0,10.0,1.0,1.0,ATL,Touchdown,-19.0,"1,10",53.0
2,2.0,11.0,1.0,1.0,ATL,Touchdown,-19.0,"2,11",54.0
3,2.0,6.0,1.0,1.0,ATL,Touchdown,-19.0,"2,6",49.0
4,3.0,1.0,1.0,1.0,ATL,Touchdown,-19.0,"3,1",44.0
1,1.0,10.0,1.0,1.0,DET,Field Goal,-24.0,"1,10",74.0
2,2.0,7.0,1.0,1.0,DET,Field Goal,-24.0,"2,7",71.0
3,1.0,10.0,1.0,1.0,DET,Field Goal,-24.0,"1,10",58.0
4,2.0,2.0,1.0,1.0,DET,Field Goal,-24.0,"2,2",50.0
5,1.0,10.0,1.0,1.0,DET,Field Goal,-24.0,"1,10",32.0
6,2.0,3.0,1.0,1.0,DET,Field Goal,-24.0,"2,3",25.0
7,3.0,3.0,1.0,1.0,DET,Field Goal,-24.0,"3,3",25.0
8,1.0,10.0,0.0,1.0,DET,Field Goal,-24.0,"1,10",20.0
9,2.0,10.0,0.0,1.0,DET,Field Goal,-24.0,"2,10",20.0
10,3.0,10.0,0.0,1.0,DET,Field Goal,-24.0,"3,10",20.0
11,4.0,6.0,0.0,1.0,DET,Field Goal,-24.0,"4,6",16.0
1,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",80.0
3,2.0,1.0,1.0,1.0,ATL,Touchdown,-30.0,"2,1",71.0
4,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",66.0
5,2.0,3.0,1.0,1.0,ATL,Touchdown,-30.0,"2,3",59.0
6,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",54.0
7,1.0,20.0,1.0,1.0,ATL,Touchdown,-30.0,"1,20",64.0
8,2.0,19.0,1.0,1.0,ATL,Touchdown,-30.0,"2,19",63.0
9,3.0,7.0,1.0,1.0,ATL,Touchdown,-30.0,"3,7",51.0
10,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",44.0
11,2.0,5.0,1.0,1.0,ATL,Touchdown,-30.0,"2,5",39.0
1,1.0,10.0,1.0,1.0,DET,Punt,-34.0,"1,10",84.0
2,2.0,3.0,1.0,1.0,DET,Punt,-34.0,"2,3",77.0
3,1.0,10.0,0.0,1.0,DET,Punt,-34.0,"1,10",57.0
4,2.0,9.0,0.0,1.0,DET,Punt,-34.0,"2,9",56.0
5,3.0,7.0,0.0,1.0,DET,Punt,-34.0,"3,7",54.0
6,4.0,7.0,0.0,1.0,DET,Punt,-34.0,"4,7",54.0
0,1.0,10.0,0.0,1.0,ATL,Punt,-33.0,"1,10",83.0
1,2.0,5.0,0.0,1.0,ATL,Punt,-33.0,"2,5",78.0
2,3.0,5.0,0.0,1.0,ATL,Punt,-33.0,"3,5",78.0
3,4.0,13.0,0.0,1.0,ATL,Punt,-33.0,"4,13",86.0
0,1.0,10.0,0.0,1.0,DET,Fumble,-9.0,"1,10",59.0
1,2.0,3.0,0.0,1.0,DET,Fumble,-9.0,"2,3",52.0
2,3.0,3.0,0.0,1.0,DET,Fumble,-9.0,"3,3",52.0
0,1.0,10.0,1.0,1.0,ATL,Touchdown,10.0,"1,10",40.0
1,2.0,2.0,1.0,1.0,ATL,Touchdown,10.0,"2,2",32.0
2,1.0,10.0,1.0,1.0,ATL,Touchdown,10.0,"1,10",28.0
3,2.0,10.0,1.0,1.0,ATL,Touchdown,10.0,"2,10",28.0
4,3.0,10.0,1.0,1.0,ATL,Touchdown,10.0,"3,10",28.0
6,1.0,10.0,1.0,1.0,ATL,Touchdown,10.0,"1,10",17.0
7,2.0,9.0,1.0,1.0,ATL,Touchdown,10.0,"2,9",16.0
1,1.0,10.0,1.0,1.0,DET,Field Goal,-35.0,"1,10",85.0
2,2.0,5.0,1.0,1.0,DET,Field Goal,-35.0,"2,5",80.0
3,1.0,10.0,1.0,1.0,DET,Field Goal,-35.0,"1,10",66.0
4,2.0,10.0,1.0,1.0,DET,Field Goal,-35.0,"2,10",66.0
6,1.0,10.0,1.0,1.0,DET,Field Goal,-35.0,"1,10",44.0
7,2.0,4.0,1.0,1.0,DET,Field Goal,-35.0,"2,4",38.0
9,1.0,10.0,0.0,1.0,DET,Field Goal,-35.0,"1,10",20.0
1,1.0,10.0,0.0,1.0,ATL,Punt,-29.0,"1,10",79.0
2,2.0,6.0,0.0,1.0,ATL,Punt,-29.0,"2,6",75.0
3,3.0,11.0,0.0,1.0,ATL,Punt,-29.0,"3,11",80.0
4,4.0,11.0,0.0,1.0,ATL,Punt,-29.0,"4,11",80.0
0,1.0,10.0,1.0,1.0,DET,Touchdown,-10.0,"1,10",60.0
1,1.0,10.0,1.0,1.0,DET,Touchdown,-10.0,"1,10",48.0
2,2.0,9.0,1.0,1.0,DET,Touchdown,-10.0,"2,9",47.0
3,2.0,4.0,1.0,1.0,DET,Touchdown,-10.0,"2,4",42.0
4,1.0,10.0,1.0,1.0,DET,Touchdown,-10.0,"1,10",33.0
5,2.0,7.0,1.0,1.0,DET,Touchdown,-10.0,"2,7",30.0
6,3.0,2.0,1.0,1.0,DET,Touchdown,-10.0,"3,2",25.0
7,1.0,10.0,1.0,1.0,DET,Touchdown,-10.0,"1,10",11.0
8,2.0,8.0,1.0,1.0,DET,Touchdown,-10.0,"2,8",9.0
9,3.0,4.0,1.0,1.0,DET,Touchdown,-10.0,"3,4",5.0
10,1.0,1.0,1.0,1.0,DET,Touchdown,-10.0,"1,1",1.0
1,1.0,10.0,1.0,1.0,ATL,Punt,-30.0,"1,10",80.0
2,2.0,10.0,1.0,1.0,ATL,Punt,-30.0,"2,10",80.0
3,1.0,10.0,0.0,1.0,ATL,Punt,-30.0,"1,10",66.0
4,2.0,10.0,0.0,1.0,ATL,Punt,-30.0,"2,10",66.0
5,3.0,6.0,0.0,1.0,ATL,Punt,-30.0,"3,6",62.0
6,4.0,6.0,0.0,1.0,ATL,Punt,-30.0,"4,6",62.0
0,1.0,10.0,1.0,1.0,DET,Field Goal,-35.0,"1,10",85.0
1,2.0,3.0,1.0,1.0,DET,Field Goal,-35.0,"2,3",78.0
2,1.0,10.0,1.0,1.0,DET,Field Goal,-35.0,"1,10",73.0
3,2.0,8.0,1.0,1.0,DET,Field Goal,-35.0,"2,8",71.0
4,3.0,4.0,1.0,1.0,DET,Field Goal,-35.0,"3,4",67.0
5,1.0,10.0,1.0,1.0,DET,Field Goal,-35.0,"1,10",41.0
6,2.0,7.0,1.0,1.0,DET,Field Goal,-35.0,"2,7",38.0
7,1.0,10.0,1.0,1.0,DET,Field Goal,-35.0,"1,10",17.0
9,1.0,6.0,0.0,1.0,DET,Field Goal,-35.0,"1,6",6.0
10,2.0,6.0,0.0,1.0,DET,Field Goal,-35.0,"2,6",6.0
11,3.0,4.0,0.0,1.0,DET,Field Goal,-35.0,"3,4",4.0
12,4.0,2.0,0.0,1.0,DET,Field Goal,-35.0,"4,2",2.0
1,1.0,10.0,1.0,1.0,ATL,Touchdown,-28.0,"1,10",78.0
3,2.0,4.0,1.0,1.0,ATL,Touchdown,-28.0,"2,4",72.0
4,3.0,4.0,1.0,1.0,ATL,Touchdown,-28.0,"3,4",72.0
5,1.0,10.0,1.0,1.0,ATL,Touchdown,-28.0,"1,10",57.0
6,1.0,10.0,1.0,1.0,ATL,Touchdown,-28.0,"1,10",45.0
7,1.0,10.0,1.0,1.0,ATL,Touchdown,-28.0,"1,10",31.0
8,2.0,17.0,1.0,1.0,ATL,Touchdown,-28.0,"2,17",38.0
9,3.0,1.0,1.0,1.0,ATL,Touchdown,-28.0,"3,1",22.0
10,1.0,10.0,1.0,1.0,ATL,Touchdown,-28.0,"1,10",13.0
11,2.0,12.0,1.0,1.0,ATL,Touchdown,-28.0,"2,12",15.0
12,1.0,1.0,1.0,1.0,ATL,Touchdown,-28.0,"1,1",1.0
1,1.0,10.0,0.0,1.0,DET,Interception,-30.0,"1,10",80.0
0,1.0,10.0,1.0,1.0,ATL,Field Goal,8.0,"1,10",42.0
1,1.0,10.0,1.0,1.0,ATL,Field Goal,8.0,"1,10",20.0
2,2.0,8.0,1.0,1.0,ATL,Field Goal,8.0,"2,8",18.0
3,3.0,6.0,1.0,1.0,ATL,Field Goal,8.0,"3,6",16.0
4,1.0,6.0,0.0,1.0,ATL,Field Goal,8.0,"1,6",6.0
5,2.0,2.0,0.0,1.0,ATL,Field Goal,8.0,"2,2",2.0
7,3.0,2.0,0.0,1.0,ATL,Field Goal,8.0,"3,2",2.0
8,4.0,2.0,0.0,1.0,ATL,Field Goal,8.0,"4,2",2.0
1,1.0,10.0,1.0,1.0,DET,Downs,-30.0,"1,10",80.0
2,1.0,10.0,1.0,1.0,DET,Downs,-30.0,"1,10",54.0
3,2.0,10.0,1.0,1.0,DET,Downs,-30.0,"2,10",54.0
4,3.0,10.0,1.0,1.0,DET,Downs,-30.0,"3,10",54.0
5,4.0,10.0,1.0,1.0,DET,Downs,-30.0,"4,10",54.0
6,1.0,10.0,1.0,1.0,DET,Downs,-30.0,"1,10",40.0
7,1.0,9.0,1.0,1.0,DET,Downs,-30.0,"1,9",39.0
9,1.0,10.0,1.0,1.0,DET,Downs,-30.0,"1,10",29.0
10,2.0,10.0,1.0,1.0,DET,Downs,-30.0,"2,10",29.0
12,1.0,10.0,0.0,1.0,DET,Downs,-30.0,"1,10",11.0
13,2.0,1.0,0.0,1.0,DET,Downs,-30.0,"2,1",2.0
14,3.0,1.0,0.0,1.0,DET,Downs,-30.0,"3,1",2.0
15,4.0,1.0,0.0,1.0,DET,Downs,-30.0,"4,1",2.0
0,1.0,10.0,0.0,1.0,ATL,Safety,-48.0,"1,10",98.0
1,1.0,10.0,0.0,1.0,TEN,Punt,-29.0,"1,10",79.0
2,2.0,10.0,0.0,1.0,TEN,Punt,-29.0,"2,10",79.0
3,3.0,11.0,0.0,1.0,TEN,Punt,-29.0,"3,11",80.0
4,4.0,11.0,0.0,1.0,TEN,Punt,-29.0,"4,11",80.0
0,1.0,10.0,1.0,1.0,GB,Punt,-8.0,"1,10",58.0
1,2.0,7.0,1.0,1.0,GB,Punt,-8.0,"2,7",55.0
2,1.0,10.0,0.0,1.0,GB,Punt,-8.0,"1,10",44.0
3,2.0,8.0,0.0,1.0,GB,Punt,-8.0,"2,8",42.0
4,3.0,7.0,0.0,1.0,GB,Punt,-8.0,"3,7",41.0
5,4.0,7.0,0.0,1.0,GB,Punt,-8.0,"4,7",41.0
0,1.0,10.0,0.0,1.0,TEN,Punt,-30.0,"1,10",80.0
1,2.0,10.0,0.0,1.0,TEN,Punt,-30.0,"2,10",80.0
2,2.0,15.0,0.0,1.0,TEN,Punt,-30.0,"2,15",85.0
3,3.0,15.0,0.0,1.0,TEN,Punt,-30.0,"3,15",85.0
4,4.0,8.0,0.0,1.0,TEN,Punt,-30.0,"4,8",78.0
0,1.0,10.0,1.0,1.0,GB,Touchdown,-6.0,"1,10",56.0
1,2.0,2.0,1.0,1.0,GB,Touchdown,-6.0,"2,2",48.0
2,1.0,10.0,1.0,1.0,GB,Touchdown,-6.0,"1,10",42.0
3,2.0,1.0,1.0,1.0,GB,Touchdown,-6.0,"2,1",33.0
4,1.0,10.0,1.0,1.0,GB,Touchdown,-6.0,"1,10",15.0
5,2.0,1.0,1.0,1.0,GB,Touchdown,-6.0,"2,1",6.0
1,1.0,10.0,0.0,1.0,TEN,Punt,-34.0,"1,10",84.0
2,2.0,10.0,0.0,1.0,TEN,Punt,-34.0,"2,10",84.0
3,3.0,21.0,0.0,1.0,TEN,Punt,-34.0,"3,21",95.0
4,4.0,14.0,0.0,1.0,TEN,Punt,-34.0,"4,14",88.0
0,1.0,10.0,1.0,1.0,GB,Touchdown,7.0,"1,10",43.0
1,1.0,10.0,1.0,1.0,GB,Touchdown,7.0,"1,10",28.0
2,2.0,2.0,1.0,1.0,GB,Touchdown,7.0,"2,2",20.0
1,1.0,10.0,1.0,1.0,TEN,Interception,-22.0,"1,10",72.0
2,2.0,7.0,1.0,1.0,TEN,Interception,-22.0,"2,7",69.0
3,1.0,10.0,0.0,1.0,TEN,Interception,-22.0,"1,10",47.0
0,1.0,10.0,0.0,1.0,GB,Punt,-29.0,"1,10",79.0
1,2.0,10.0,0.0,1.0,GB,Punt,-29.0,"2,10",79.0
2,3.0,8.0,0.0,1.0,GB,Punt,-29.0,"3,8",77.0
3,4.0,16.0,0.0,1.0,GB,Punt,-29.0,"4,16",85.0
0,1.0,10.0,0.0,1.0,TEN,Interception,-10.0,"1,10",60.0
1,2.0,13.0,0.0,1.0,TEN,Interception,-10.0,"2,13",63.0
2,3.0,20.0,0.0,1.0,TEN,Interception,-10.0,"3,20",70.0
0,1.0,10.0,0.0,1.0,GB,Field Goal,36.0,"1,10",14.0
1,2.0,4.0,0.0,1.0,GB,Field Goal,36.0,"2,4",8.0
3,3.0,4.0,0.0,1.0,GB,Field Goal,36.0,"3,4",8.0
4,4.0,4.0,0.0,1.0,GB,Field Goal,36.0,"4,4",8.0
1,1.0,10.0,1.0,1.0,TEN,Downs,-14.0,"1,10",64.0
2,2.0,8.0,1.0,1.0,TEN,Downs,-14.0,"2,8",62.0
3,3.0,7.0,1.0,1.0,TEN,Downs,-14.0,"3,7",61.0
4,1.0,10.0,1.0,1.0,TEN,Downs,-14.0,"1,10",53.0
5,1.0,10.0,0.0,1.0,TEN,Downs,-14.0,"1,10",40.0
6,2.0,10.0,0.0,1.0,TEN,Downs,-14.0,"2,10",40.0
7,3.0,1.0,0.0,1.0,TEN,Downs,-14.0,"3,1",31.0
8,4.0,1.0,0.0,1.0,TEN,Downs,-14.0,"4,1",31.0
0,1.0,10.0,1.0,1.0,GB,Field Goal,-19.0,"1,10",69.0
1,2.0,9.0,1.0,1.0,GB,Field Goal,-19.0,"2,9",68.0
2,1.0,10.0,1.0,1.0,GB,Field Goal,-19.0,"1,10",58.0
3,2.0,10.0,1.0,1.0,GB,Field Goal,-19.0,"2,10",58.0
4,3.0,7.0,1.0,1.0,GB,Field Goal,-19.0,"3,7",55.0
5,1.0,10.0,1.0,1.0,GB,Field Goal,-19.0,"1,10",46.0
6,2.0,2.0,1.0,1.0,GB,Field Goal,-19.0,"2,2",38.0
7,3.0,1.0,1.0,1.0,GB,Field Goal,-19.0,"3,1",37.0
8,4.0,1.0,1.0,1.0,GB,Field Goal,-19.0,"4,1",37.0
9,1.0,10.0,0.0,1.0,GB,Field Goal,-19.0,"1,10",35.0
10,2.0,8.0,0.0,1.0,GB,Field Goal,-19.0,"2,8",33.0
11,3.0,5.0,0.0,1.0,GB,Field Goal,-19.0,"3,5",30.0
12,4.0,5.0,0.0,1.0,GB,Field Goal,-19.0,"4,5",30.0
1,1.0,10.0,1.0,1.0,TEN,Punt,-34.0,"1,10",84.0
2,2.0,6.0,1.0,1.0,TEN,Punt,-34.0,"2,6",80.0
3,3.0,9.0,1.0,1.0,TEN,Punt,-34.0,"3,9",83.0
4,1.0,10.0,0.0,1.0,TEN,Punt,-34.0,"1,10",63.0
5,2.0,6.0,0.0,1.0,TEN,Punt,-34.0,"2,6",59.0
7,3.0,3.0,0.0,1.0,TEN,Punt,-34.0,"3,3",56.0
8,4.0,3.0,0.0,1.0,TEN,Punt,-34.0,"4,3",56.0
0,1.0,10.0,1.0,1.0,GB,Downs,-48.0,"1,10",98.0
1,2.0,1.0,1.0,1.0,GB,Downs,-48.0,"2,1",89.0
2,3.0,1.0,1.0,1.0,GB,Downs,-48.0,"3,1",89.0
3,1.0,10.0,1.0,1.0,GB,Downs,-48.0,"1,10",82.0
4,1.0,10.0,1.0,1.0,GB,Downs,-48.0,"1,10",59.0
5,1.0,10.0,0.0,1.0,GB,Downs,-48.0,"1,10",45.0
7,2.0,8.0,0.0,1.0,GB,Downs,-48.0,"2,8",43.0
8,3.0,8.0,0.0,1.0,GB,Downs,-48.0,"3,8",43.0
9,3.0,3.0,0.0,1.0,GB,Downs,-48.0,"3,3",38.0
10,4.0,3.0,0.0,1.0,GB,Downs,-48.0,"4,3",38.0
0,1.0,10.0,0.0,1.0,TEN,End of Half,-12.0,"1,10",62.0
2,2.0,3.0,0.0,1.0,TEN,End of Half,-12.0,"2,3",55.0
1,1.0,10.0,1.0,1.0,GB,Touchdown,-10.0,"1,10",60.0
2,2.0,8.0,1.0,1.0,GB,Touchdown,-10.0,"2,8",58.0
3,1.0,10.0,1.0,1.0,GB,Touchdown,-10.0,"1,10",27.0
4,2.0,5.0,1.0,1.0,GB,Touchdown,-10.0,"2,5",22.0
5,1.0,9.0,1.0,1.0,GB,Touchdown,-10.0,"1,9",9.0
6,2.0,7.0,1.0,1.0,GB,Touchdown,-10.0,"2,7",7.0
1,1.0,10.0,1.0,1.0,TEN,Punt,-30.0,"1,10",80.0
2,2.0,2.0,1.0,1.0,TEN,Punt,-30.0,"2,2",72.0
3,3.0,2.0,1.0,1.0,TEN,Punt,-30.0,"3,2",72.0
4,1.0,10.0,0.0,1.0,TEN,Punt,-30.0,"1,10",65.0
5,2.0,10.0,0.0,1.0,TEN,Punt,-30.0,"2,10",65.0
6,3.0,18.0,0.0,1.0,TEN,Punt,-30.0,"3,18",73.0
7,4.0,10.0,0.0,1.0,TEN,Punt,-30.0,"4,10",68.0
0,1.0,10.0,1.0,1.0,GB,Touchdown,-21.0,"1,10",71.0
