,Field Position,Result
8,10.0,Touchdown
9,80.0,Punt
10,77.0,Touchdown
11,80.0,Interception
12,50.0,Missed FG
13,71.0,Touchdown
14,80.0,Touchdown
15,3.0,Touchdown
16,68.0,Interception
17,24.0,Field Goal
18,80.0,Field Goal
19,80.0,Field Goal
20,78.0,Field Goal
0,86.0,Punt
1,68.0,Punt
2,65.0,Field Goal
3,80.0,Punt
4,50.0,Downs
5,68.0,Touchdown
6,84.0,Punt
7,60.0,Touchdown
8,80.0,Punt
9,85.0,Touchdown
10,81.0,Punt
11,86.0,Punt
12,62.0,End of Half
13,80.0,Punt
14,94.0,Punt
15,80.0,Field Goal
16,80.0,Interception
17,39.0,Touchdown
18,80.0,Punt
19,74.0,Fumble
20,44.0,Downs
21,91.0,Punt
22,74.0,Touchdown
23,41.0,Punt
0,80.0,Touchdown
1,49.0,Field Goal
2,80.0,Blocked Punt
3,16.0,Downs
4,96.0,Punt
5,73.0,Interception
6,36.0,Field Goal
7,68.0,Punt
8,60.0,Punt
9,84.0,Interception
10,68.0,Punt
11,80.0,Punt
12,80.0,End of Half
13,80.0,Touchdown
14,80.0,Touchdown
15,80.0,Touchdown
16,75.0,Punt
17,79.0,Touchdown
18,80.0,Field Goal
19,80.0,Punt
20,60.0,Touchdown
0,80.0,Touchdown
1,59.0,Interception
2,82.0,Punt
3,80.0,Punt
4,55.0,Missed FG
5,60.0,Punt
6,73.0,Punt
7,83.0,Punt
8,69.0,Punt
9,90.0,Punt
10,58.0,Punt
11,80.0,Punt
12,77.0,Punt
13,70.0,Interception
14,51.0,Field Goal
15,81.0,End of Half
16,80.0,Interception
17,52.0,Missed FG
18,66.0,Punt
19,60.0,Touchdown
20,80.0,Punt
21,65.0,Punt
22,67.0,Field Goal
23,80.0,Punt
24,60.0,Downs
25,34.0,Downs
0,80.0,Field Goal
1,75.0,Punt
2,90.0,Punt
3,47.0,Touchdown
4,80.0,Punt
5,66.0,Punt
6,83.0,Punt
7,43.0,Punt
8,96.0,Punt
9,43.0,Touchdown
10,75.0,Punt
11,80.0,Touchdown
12,58.0,End of Half
13,80.0,Punt
14,87.0,Touchdown
15,68.0,Punt
16,80.0,Punt
17,53.0,Field Goal
18,92.0,Punt
19,63.0,Touchdown
20,94.0,Punt
21,67.0,Punt
22,71.0,Punt
23,95.0,Interception
0,80.0,Touchdown
1,80.0,Interception
2,22.0,Touchdown
3,80.0,Punt
4,50.0,Touchdown
5,80.0,Punt
6,57.0,Touchdown
7,80.0,Punt
8,59.0,Touchdown
9,80.0,Punt
10,48.0,Field Goal
11,84.0,Punt
12,71.0,Punt
13,80.0,Missed FG
14,65.0,Blocked FG
15,80.0,Field Goal
16,79.0,Punt
17,92.0,Touchdown
18,80.0,Touchdown
19,76.0,Touchdown
20,51.0,Field Goal
21,84.0,Downs
22,80.0,Fumble
23,42.0,Downs
0,80.0,Touchdown
1,53.0,Punt
2,84.0,Punt
3,74.0,Field Goal
4,80.0,Punt
5,83.0,Punt
6,80.0,Punt
7,80.0,Touchdown
8,80.0,Punt
9,60.0,End of Half
10,80.0,Field Goal
11,90.0,Interception
12,50.0,Field Goal
13,80.0,Punt
14,84.0,Punt
15,94.0,Punt
16,51.0,Punt
17,80.0,Fumble
18,51.0,Punt
19,83.0,Touchdown
20,58.0,Missed FG
0,80.0,Touchdown
1,80.0,Touchdown
2,80.0,Punt
3,83.0,Punt
4,50.0,Punt
5,85.0,Touchdown
6,76.0,Touchdown
7,80.0,Punt
8,83.0,Missed FG
9,80.0,Downs
10,54.0,Touchdown
11,80.0,Touchdown
12,64.0,Punt
13,90.0,Punt
14,50.0,Touchdown
15,80.0,Field Goal
16,75.0,Punt
17,39.0,Touchdown
18,80.0,Interception
0,80.0,Punt
1,74.0,Punt
2,89.0,Punt
3,83.0,Punt
4,41.0,Touchdown
5,82.0,Touchdown
6,80.0,Punt
7,70.0,Field Goal
8,80.0,Punt
9,93.0,Punt
10,85.0,Touchdown
11,80.0,Field Goal
12,,
13,80.0,Punt
14,84.0,Field Goal
15,80.0,Punt
16,70.0,Field Goal
17,80.0,Fumble
18,27.0,Field Goal
19,80.0,Interception
20,46.0,Punt
21,89.0,Interception
22,54.0,Punt
23,64.0,Touchdown
24,42.0,Punt
25,86.0,Interception
0,79.0,Field Goal
1,80.0,Blocked Punt
2,80.0,Touchdown
3,58.0,Punt
4,95.0,Field Goal
5,80.0,Punt
6,80.0,Touchdown
7,80.0,End of Half
8,73.0,Punt
9,90.0,Punt
10,14.0,Touchdown
11,82.0,Fumble
12,20.0,Field Goal
13,81.0,Field Goal
14,84.0,Punt
15,88.0,Punt
16,42.0,Field Goal
17,80.0,Touchdown
18,81.0,Downs
19,23.0,Field Goal
20,85.0,Interception
0,80.0,Field Goal
1,80.0,Punt
2,81.0,Touchdown
3,80.0,Punt
4,79.0,Punt
5,92.0,Punt
6,47.0,Touchdown
7,80.0,Punt
8,43.0,Field Goal
9,80.0,Punt
10,54.0,Interception
11,75.0,Punt
12,65.0,Punt
13,85.0,End of Half
14,77.0,Punt
15,70.0,Interception
16,21.0,Downs
17,97.0,Touchdown
18,76.0,Punt
19,78.0,Punt
20,80.0,Punt
21,69.0,Punt
22,80.0,Punt
23,80.0,Punt
24,93.0,Fumble
25,54.0,Punt
0,80.0,Touchdown
1,80.0,Punt
2,81.0,Punt
3,86.0,Fumble
4,55.0,Touchdown
5,80.0,Punt
6,82.0,Punt
7,43.0,Field Goal
8,80.0,Punt
9,95.0,Touchdown
10,80.0,End of Half
11,80.0,Touchdown
12,80.0,Punt
13,53.0,Punt
14,87.0,Punt
15,78.0,Touchdown
16,78.0,Punt
17,78.0,Punt
18,82.0,Punt
19,57.0,Downs
20,99.0,Punt
21,43.0,Downs
22,66.0,Field Goal
23,48.0,Punt
24,91.0,Interception
0,80.0,Touchdown
1,80.0,Field Goal
2,70.0,Punt
3,75.0,Field Goal
4,91.0,Punt
5,60.0,Field Goal
6,80.0,Touchdown
7,41.0,Field Goal
8,74.0,Field Goal
9,80.0,Touchdown
10,71.0,Field Goal
11,80.0,Punt
12,87.0,Punt
13,71.0,Punt
14,66.0,Punt
15,96.0,Punt
16,46.0,Touchdown
17,86.0,Touchdown
18,46.0,Punt
0,90.0,Punt
1,52.0,Touchdown
2,80.0,Punt
3,92.0,Punt
4,55.0,Fumble
5,75.0,Interception
6,80.0,Punt
7,57.0,Punt
8,85.0,Punt
9,59.0,Touchdown
10,87.0,Punt
11,37.0,Missed FG
12,53.0,Field Goal
13,81.0,Field Goal
14,80.0,Downs
15,56.0,Interception
16,65.0,Downs
17,67.0,Punt
18,90.0,Touchdown
19,80.0,Punt
20,90.0,Safety
21,40.0,Touchdown
0,91.0,Punt
1,65.0,Fumble
2,88.0,Punt
3,96.0,Fumble
4,27.0,Field Goal
5,91.0,Punt
6,60.0,Interception
7,71.0,Punt
8,88.0,Interception
9,26.0,Touchdown
10,60.0,Touchdown
11,80.0,Field Goal
12,69.0,Punt
13,85.0,Interception
14,59.0,Field Goal
15,80.0,End of Half
16,68.0,Punt
17,94.0,Punt
18,60.0,Fumble
19,82.0,Punt
20,87.0,Punt
21,51.0,Field Goal
22,80.0,Punt
23,78.0,Punt
24,80.0,Touchdown
0,80.0,Punt
1,62.0,Punt
2,81.0,Touchdown
3,80.0,Punt
4,84.0,Missed FG
5,60.0,Interception
6,23.0,Touchdown
7,80.0,Punt
8,71.0,Punt
9,80.0,Touchdown
10,83.0,Touchdown
11,80.0,Fumble
12,16.0,Field Goal
13,75.0,Fumble
14,35.0,Missed FG
15,73.0,Touchdown
16,66.0,Field Goal
17,50.0,Downs
0,80.0,Punt
1,71.0,Punt
2,77.0,Punt
3,93.0,Punt
4,90.0,Interception
5,29.0,Touchdown
6,81.0,Punt
7,90.0,Fumble
8,47.0,Field Goal
9,80.0,Punt
10,67.0,Punt
11,89.0,Field Goal
12,80.0,Touchdown
13,80.0,Touchdown
14,80.0,Punt
15,62.0,Punt
16,99.0,Field Goal
17,80.0,Interception
18,49.0,Field Goal
19,90.0,Touchdown
20,80.0,Interception
21,14.0,Touchdown
22,80.0,Downs
0,80.0,Touchdown
1,75.0,Punt
2,56.0,Touchdown
3,80.0,Punt
4,62.0,Touchdown
5,81.0,Punt
6,80.0,Punt
7,77.0,Punt
8,94.0,Touchdown
9,80.0,Punt
10,61.0,Punt
11,80.0,Field Goal
12,80.0,Downs
13,58.0,Touchdown
14,80.0,Punt
15,80.0,Punt
16,79.0,Interception
17,49.0,Field Goal
18,80.0,Touchdown
19,89.0,Punt
20,60.0,Punt
21,98.0,Punt
22,44.0,Touchdown
0,80.0,Punt
1,63.0,Punt
2,80.0,Punt
3,88.0,Punt
4,61.0,Fumble
5,89.0,Punt
6,73.0,Field Goal
7,81.0,Punt
8,68.0,Touchdown
9,80.0,Punt
10,72.0,Fumble
11,64.0,Punt
12,76.0,Punt
13,75.0,Punt
14,78.0,Punt
15,72.0,Punt
16,71.0,Punt
17,87.0,End of Half
18,80.0,Punt
19,85.0,Touchdown
20,80.0,Punt
21,98.0,Punt
22,53.0,Punt
23,85.0,Touchdown
24,64.0,Downs
25,95.0,Field Goal
0,80.0,Punt
1,83.0,Punt
2,76.0,Punt
3,61.0,Interception
4,17.0,Field Goal
5,80.0,Punt
6,80.0,Punt
7,80.0,Punt
8,91.0,Punt
9,65.0,Punt
10,80.0,Field Goal
11,80.0,Interception
12,33.0,Downs
13,76.0,Touchdown
14,77.0,End of Half
15,80.0,Punt
16,64.0,Fumble
17,25.0,Field Goal
18,80.0,Punt
19,70.0,Punt
20,67.0,Punt
21,84.0,Interception
22,88.0,Downs
23,55.0,Punt
24,94.0,Punt
25,70.0,Punt
26,8.0,Touchdown
27,80.0,Interception
28,7.0,Touchdown
29,80.0,Downs
0,80.0,Punt
1,74.0,Field Goal
2,31.0,Touchdown
3,80.0,Punt
4,74.0,Touchdown
5,80.0,Punt
6,80.0,Punt
7,53.0,Missed FG
8,58.0,Field Goal
9,78.0,End of Half
10,90.0,Punt
11,79.0,Punt
12,82.0,Touchdown
13,79.0,Punt
14,91.0,Touchdown
15,80.0,Touchdown
16,80.0,Touchdown
0,80.0,Field Goal
1,74.0,Punt
2,75.0,Fumble
3,15.0,Field Goal
4,80.0,Punt
5,87.0,Punt
6,81.0,Field Goal
7,80.0,Interception
8,58.0,Interception
9,37.0,Touchdown
10,75.0,End of Half
11,70.0,Punt
12,71.0,Touchdown
13,69.0,Punt
14,92.0,Punt
15,24.0,Field Goal
16,80.0,Touchdown
17,79.0,Punt
18,67.0,Punt
0,80.0,Punt
1,58.0,Punt
2,89.0,Punt
3,93.0,Punt
4,61.0,Touchdown
5,66.0,Touchdown
6,82.0,Punt
7,66.0,Field Goal
8,80.0,Punt
9,55.0,Punt
10,80.0,Touchdown
11,77.0,End of Half
12,85.0,Field Goal
13,80.0,Punt
14,70.0,Touchdown
15,83.0,Field Goal
16,88.0,Punt
17,88.0,Field Goal
18,92.0,Field Goal
19,80.0,Interception
0,80.0,Punt
1,76.0,Punt
2,76.0,Touchdown
3,80.0,Punt
4,80.0,Punt
5,71.0,Touchdown
6,80.0,Interception
7,27.0,Touchdown
8,80.0,Touchdown
9,80.0,Punt
10,73.0,Punt
11,71.0,End of Half
12,65.0,Punt
13,93.0,Touchdown
14,84.0,Punt
15,87.0,Punt
16,89.0,Fumble
17,27.0,Touchdown
18,80.0,Touchdown
19,80.0,Field Goal
20,80.0,Fumble
0,86.0,Punt
1,58.0,Downs
2,60.0,Punt
3,88.0,Touchdown
4,80.0,Punt
5,86.0,Punt
6,85.0,Punt
7,50.0,Touchdown
8,79.0,Touchdown
9,80.0,Interception
10,13.0,Field Goal
11,80.0,Punt
12,77.0,End of Half
13,80.0,Punt
14,84.0,Field Goal
15,80.0,Touchdown
16,80.0,Punt
17,87.0,Punt
18,85.0,Punt
19,73.0,Field Goal
0,80.0,Punt
1,57.0,Touchdown
2,80.0,Missed FG
3,59.0,Touchdown
4,80.0,Punt
5,71.0,Punt
6,87.0,Field Goal
7,80.0,Touchdown
8,80.0,Touchdown
9,80.0,End of Half
10,80.0,Punt
11,83.0,Interception
12,40.0,Touchdown
13,70.0,Punt
14,86.0,Touchdown
15,80.0,Punt
16,73.0,Touchdown
17,80.0,Punt
18,65.0,Punt
19,87.0,Downs
20,92.0,Punt
21,45.0,Touchdown
0,80.0,Punt
1,94.0,Touchdown
2,80.0,Fumble
3,46.0,Field Goal
4,84.0,Punt
5,71.0,Field Goal
6,86.0,Field Goal
7,80.0,Punt
8,63.0,Touchdown
9,95.0,Fumble
10,3.0,Touchdown
11,80.0,Interception
12,8.0,Touchdown
13,80.0,End of Half
14,75.0,Punt
15,66.0,Punt
16,93.0,Punt
17,99.0,Punt
18,74.0,Field Goal
19,82.0,Field Goal
20,86.0,Fumble
21,39.0,Field Goal
22,86.0,Touchdown
0,80.0,Punt
1,72.0,Punt
2,88.0,Punt
3,86.0,Punt
4,69.0,Touchdown
5,80.0,Punt
6,69.0,Punt
7,84.0,Touchdown
8,74.0,Touchdown
9,80.0,End of Half
10,80.0,Interception
11,51.0,Touchdown
12,80.0,Punt
13,61.0,Touchdown
14,80.0,Touchdown
15,65.0,Touchdown
16,80.0,Touchdown
17,80.0,Missed FG
18,57.0,Interception
19,96.0,Punt
0,80.0,Touchdown
1,80.0,Punt
2,56.0,Touchdown
3,80.0,Punt
4,90.0,Punt
5,61.0,Punt
6,89.0,Touchdown
7,80.0,Interception
8,82.0,End of Half
9,80.0,Field Goal
10,81.0,Punt
11,44.0,Touchdown
12,80.0,Interception
13,7.0,Field Goal
14,84.0,Punt
15,69.0,Touchdown
16,80.0,Punt
0,81.0,Punt
1,71.0,Field Goal
2,80.0,Punt
3,54.0,Field Goal
4,53.0,Field Goal
5,80.0,Fumble
6,84.0,Interception
7,74.0,End of Half
8,55.0,Interception
9,40.0,Field Goal
10,77.0,Punt
11,82.0,Fumble
12,78.0,Punt
13,84.0,Punt
14,92.0,Field Goal
15,80.0,Touchdown
16,77.0,Downs
0,80.0,Touchdown
1,90.0,Downs
2,99.0,Punt
3,51.0,Field Goal
4,79.0,Punt
5,67.0,Field Goal
6,79.0,Punt
7,94.0,End of Half
8,81.0,Interception
9,51.0,Touchdown
10,83.0,Interception
11,18.0,Field Goal
12,79.0,Touchdown
13,80.0,Field Goal
14,82.0,Punt
15,70.0,Fumble
16,8.0,Touchdown
17,60.0,Interception
18,43.0,Field Goal
19,80.0,Touchdown
20,80.0,Downs
0,80.0,Blocked FG
1,57.0,Punt
2,84.0,Punt
3,91.0,Punt
4,49.0,Interception
5,78.0,Field Goal
6,80.0,Punt
7,63.0,Fumble
8,77.0,Field Goal
9,81.0,End of Half
10,71.0,Punt
11,93.0,Interception
12,80.0,Field Goal
13,80.0,Punt
14,71.0,Punt
15,95.0,Touchdown
16,80.0,Punt
17,68.0,Interception
18,80.0,Punt
19,79.0,Field Goal
20,80.0,Touchdown
0,65.0,Touchdown
1,80.0,Punt
2,83.0,Interception
3,69.0,Punt
4,87.0,Punt
5,53.0,Touchdown
6,80.0,Punt
7,80.0,Fumble
8,8.0,Missed FG
9,72.0,Field Goal
10,,
11,,
12,80.0,Punt
13,94.0,Field Goal
14,80.0,Punt
15,56.0,Punt
16,94.0,Punt
17,71.0,Touchdown
18,80.0,Punt
19,79.0,Touchdown
20,90.0,Downs
21,72.0,Punt
0,80.0,Punt
1,55.0,Touchdown
2,80.0,Punt
3,73.0,Field Goal
4,79.0,Punt
5,76.0,Touchdown
6,77.0,Touchdown
7,80.0,Touchdown
8,89.0,Punt
9,9.0,Touchdown
10,80.0,Fumble
11,73.0,Interception
12,80.0,Touchdown
13,81.0,Downs
14,74.0,Punt
15,80.0,Touchdown
16,80.0,Field Goal
17,80.0,Touchdown
18,42.0,Field Goal
19,80.0,Downs
0,70.0,Punt
1,64.0,Touchdown
2,90.0,Interception
3,48.0,Punt
4,80.0,Interception
5,50.0,Punt
6,89.0,Interception
7,1.0,Touchdown
8,76.0,Touchdown
9,92.0,Touchdown
10,80.0,Punt
11,63.0,Punt
12,84.0,Fumble
13,31.0,Field Goal
14,74.0,Touchdown
15,80.0,Punt
16,58.0,Field Goal
17,80.0,Punt
18,90.0,Punt
19,27.0,Field Goal
20,97.0,Punt
21,44.0,Punt
22,86.0,Fumble
23,10.0,Field Goal
24,80.0,Interception
25,14.0,Touchdown
26,80.0,Punt
27,71.0,Touchdown
28,80.0,Touchdown
0,87.0,Interception
1,85.0,Missed FG
2,54.0,Punt
3,77.0,Punt
4,80.0,Punt
5,61.0,Punt
6,80.0,Punt
7,60.0,Punt
8,87.0,Punt
9,65.0,Punt
10,82.0,Punt
11,66.0,Field Goal
12,80.0,Punt
13,92.0,Punt
14,63.0,Touchdown
15,80.0,Punt
16,93.0,Punt
17,51.0,Field Goal
18,80.0,Punt
19,80.0,Field Goal
20,77.0,Punt
21,71.0,Touchdown
22,80.0,Field Goal
0,80.0,Punt
1,21.0,Field Goal
2,80.0,Punt
3,94.0,Punt
4,88.0,Punt
5,85.0,Punt
6,66.0,Field Goal
7,80.0,Punt
8,44.0,Touchdown
9,81.0,Punt
10,77.0,Punt
11,55.0,Interception
12,48.0,Field Goal
13,80.0,End of Half
14,80.0,Fumble
15,20.0,Touchdown
16,80.0,Punt
17,98.0,Touchdown
18,83.0,Touchdown
19,80.0,Field Goal
20,61.0,Downs
21,90.0,Punt
22,90.0,Punt
23,64.0,Punt
24,82.0,Touchdown
0,80.0,Punt
1,77.0,Punt
2,80.0,Touchdown
3,80.0,Touchdown
4,79.0,Fumble
5,98.0,Punt
6,85.0,Interception
7,62.0,Punt
8,81.0,Punt
9,79.0,Punt
10,89.0,Punt
11,80.0,Touchdown
12,80.0,Punt
13,80.0,Punt
14,56.0,Field Goal
15,80.0,Punt
16,51.0,Punt
17,86.0,Punt
18,54.0,Touchdown
19,80.0,Fumble
20,48.0,Punt
21,97.0,Punt
22,58.0,Interception
23,40.0,Field Goal
24,80.0,Field Goal
25,80.0,Touchdown
0,80.0,Interception
1,48.0,Field Goal
2,85.0,Punt
3,71.0,Field Goal
4,80.0,Punt
5,64.0,Punt
6,80.0,Punt
7,86.0,Field Goal
8,80.0,Field Goal
9,80.0,Punt
10,63.0,Field Goal
11,80.0,Punt
12,70.0,Punt
13,72.0,Punt
14,78.0,Punt
15,70.0,Punt
16,91.0,Fumble
17,53.0,Touchdown
18,80.0,Punt
19,77.0,Punt
20,71.0,Punt
21,78.0,Punt
22,87.0,Fumble
23,9.0,Touchdown
24,80.0,Touchdown
0,80.0,Field Goal
1,80.0,Touchdown
2,72.0,Punt
3,76.0,Touchdown
4,77.0,Interception
5,86.0,Touchdown
6,87.0,Touchdown
7,78.0,Punt
8,77.0,Touchdown
9,80.0,Touchdown
10,80.0,Blocked Punt
11,65.0,Field Goal
12,80.0,Touchdown
13,79.0,Punt
14,77.0,Punt
15,69.0,Touchdown
16,80.0,Fumble
17,36.0,Touchdown
18,80.0,Fumble
19,95.0,Safety
20,67.0,Touchdown
21,80.0,Interception
22,80.0,Punt
0,80.0,Touchdown
1,80.0,Touchdown
2,80.0,Field Goal
3,46.0,Field Goal
4,80.0,Field Goal
5,80.0,Field Goal
6,80.0,Field Goal
7,80.0,Field Goal
8,80.0,Downs
9,58.0,Interception
10,88.0,Touchdown
11,80.0,Downs
12,40.0,Touchdown
13,80.0,Interception
14,71.0,Touchdown
15,80.0,Touchdown
16,32.0,Touchdown
17,80.0,Fumble
18,23.0,Fumble
0,80.0,Punt
1,48.0,Field Goal
2,85.0,Punt
3,92.0,Punt
4,81.0,Fumble
5,25.0,Interception
6,80.0,Fumble
7,90.0,Punt
8,80.0,Touchdown
9,80.0,Punt
10,88.0,End of Half
11,80.0,Touchdown
12,78.0,Punt
13,80.0,Punt
14,57.0,Field Goal
15,80.0,Touchdown
16,80.0,Touchdown
17,80.0,Punt
18,97.0,Punt
19,69.0,End of Half
20,80.0,Field Goal
0,80.0,Interception
1,73.0,Punt
2,90.0,Fumble
3,53.0,Punt
4,93.0,Punt
5,70.0,Interception
6,72.0,Punt
7,82.0,Punt
8,64.0,Punt
9,93.0,Fumble
10,4.0,Touchdown
11,80.0,Punt
12,85.0,Touchdown
13,,
14,81.0,Touchdown
15,80.0,Touchdown
16,82.0,Punt
17,87.0,Punt
18,68.0,Field Goal
19,80.0,Touchdown
20,72.0,Punt
0,70.0,Punt
1,66.0,Punt
2,80.0,Punt
3,76.0,Punt
4,86.0,Field Goal
5,80.0,Touchdown
6,66.0,Punt
7,62.0,Field Goal
8,80.0,Safety
9,63.0,Punt
10,94.0,Punt
11,62.0,Touchdown
12,64.0,Touchdown
13,90.0,Interception
14,71.0,Punt
15,89.0,Punt
16,90.0,Punt
17,23.0,Touchdown
18,75.0,Touchdown
19,77.0,Interception
20,7.0,Touchdown
21,60.0,Touchdown
22,79.0,Interception
23,90.0,Punt
0,80.0,Blocked FG
1,77.0,Field Goal
2,73.0,Missed FG
3,55.0,Punt
4,92.0,Interception
5,21.0,Field Goal
6,80.0,Touchdown
7,82.0,Interception
8,10.0,Interception
9,92.0,Punt
10,64.0,Field Goal
11,79.0,Field Goal
12,80.0,Touchdown
13,80.0,Punt
14,91.0,Punt
15,45.0,Touchdown
16,70.0,Punt
17,60.0,Punt
18,91.0,Interception
19,61.0,Punt
20,35.0,Touchdown
21,80.0,Punt
22,80.0,Punt
23,77.0,Downs
0,85.0,Interception
1,80.0,Punt
2,83.0,Field Goal
3,80.0,Touchdown
4,78.0,Punt
5,57.0,Punt
6,83.0,Punt
7,63.0,Touchdown
8,80.0,Blocked FG
9,80.0,Punt
10,60.0,Punt
11,54.0,Interception
12,81.0,Punt
13,84.0,Punt
14,81.0,Punt
15,43.0,Downs
16,65.0,Touchdown
17,75.0,Interception
18,28.0,Touchdown
19,87.0,Touchdown
0,74.0,Punt
1,68.0,Punt
2,88.0,Touchdown
3,80.0,Punt
4,80.0,Interception
5,84.0,Punt
6,85.0,Punt
7,60.0,Touchdown
8,92.0,Punt
9,59.0,Interception
10,68.0,Touchdown
11,80.0,Field Goal
12,80.0,Punt
13,85.0,Punt
14,89.0,Missed FG
15,70.0,Touchdown
16,80.0,Punt
17,70.0,Interception
18,38.0,Interception
19,7.0,Touchdown
20,80.0,Touchdown
21,94.0,Downs
0,81.0,Touchdown
1,71.0,Punt
2,71.0,Touchdown
3,63.0,Punt
4,80.0,Punt
5,81.0,Touchdown
6,29.0,Touchdown
7,33.0,Field Goal
8,66.0,Punt
9,76.0,Field Goal
10,80.0,Downs
11,97.0,Punt
12,83.0,Downs
13,59.0,Punt
14,90.0,Downs
15,71.0,Punt
0,80.0,Downs
1,77.0,Touchdown
2,74.0,Punt
3,61.0,Touchdown
4,70.0,Interception
5,31.0,Field Goal
6,80.0,Punt
7,70.0,Field Goal
8,80.0,Punt
9,76.0,Missed FG
10,72.0,Touchdown
11,84.0,Interception
12,19.0,Field Goal
13,75.0,Interception
14,71.0,Punt
15,90.0,Fumble
16,14.0,Touchdown
17,80.0,Punt
18,70.0,Punt
19,85.0,Punt
20,55.0,Downs
0,80.0,Punt
1,80.0,Field Goal
2,79.0,Punt
3,91.0,Touchdown
4,80.0,Punt
5,72.0,Punt
6,86.0,Punt
7,74.0,Punt
8,76.0,Downs
9,61.0,Interception
10,46.0,Touchdown
11,80.0,End of Half
12,82.0,Punt
13,56.0,Touchdown
14,56.0,Touchdown
15,90.0,Punt
16,51.0,Field Goal
17,76.0,Touchdown
18,80.0,Touchdown
19,73.0,Touchdown
20,80.0,Downs
21,43.0,Punt
0,80.0,Field Goal
1,75.0,Punt
2,77.0,Punt
3,75.0,Field Goal
4,80.0,Punt
5,75.0,Interception
6,35.0,Touchdown
7,68.0,Interception
8,61.0,Punt
9,80.0,Punt
10,59.0,Fumble
11,36.0,Touchdown
12,68.0,Missed FG
13,74.0,Punt
14,80.0,Punt
15,82.0,Punt
16,76.0,Punt
17,80.0,Punt
18,94.0,Punt
19,29.0,Field Goal
20,79.0,Punt
21,61.0,Punt
22,88.0,Fumble
0,80.0,Punt
1,70.0,Punt
2,80.0,Punt
3,39.0,Field Goal
4,80.0,Touchdown
5,78.0,Field Goal
6,79.0,Interception
7,34.0,Touchdown
8,80.0,Punt
9,75.0,Missed FG
10,69.0,Punt
11,67.0,Downs
12,57.0,Touchdown
13,79.0,End of Half
14,80.0,Interception
15,57.0,Touchdown
16,80.0,Field Goal
17,80.0,Interception
18,10.0,Touchdown
19,72.0,Touchdown
20,80.0,Touchdown
21,80.0,Downs
22,91.0,Punt
23,81.0,Downs
24,52.0,Punt
25,85.0,Downs
26,74.0,Punt
0,80.0,Field Goal
1,72.0,Touchdown
2,80.0,Punt
3,74.0,Punt
4,89.0,Interception
5,80.0,Interception
6,18.0,Field Goal
7,,
8,31.0,Missed FG
9,64.0,Punt
10,98.0,Punt
11,61.0,Punt
12,78.0,Touchdown
13,63.0,Missed FG
14,66.0,Blocked Punt
15,80.0,Punt
16,88.0,Punt
17,86.0,Punt
18,30.0,Touchdown
19,80.0,Field Goal
20,80.0,Punt
21,47.0,Field Goal
22,80.0,Punt
23,91.0,Punt
24,64.0,Touchdown
0,80.0,Punt
1,92.0,Punt
2,35.0,Touchdown
3,80.0,Punt
4,59.0,Punt
5,88.0,Punt
6,72.0,Punt
7,97.0,Punt
8,70.0,Fumble
9,27.0,Touchdown
10,63.0,Interception
11,30.0,Touchdown
12,77.0,Field Goal
13,80.0,Touchdown
14,72.0,End of Half
15,80.0,Punt
16,76.0,Punt
17,86.0,Punt
18,80.0,Punt
19,85.0,Touchdown
20,,
21,71.0,Touchdown
22,76.0,Punt
23,75.0,Fumble
24,33.0,Touchdown
25,41.0,Touchdown
0,67.0,Punt
1,88.0,Field Goal
2,80.0,Punt
3,63.0,Punt
4,86.0,Punt
5,47.0,Punt
6,92.0,Punt
7,68.0,Touchdown
8,80.0,Punt
9,93.0,Punt
10,65.0,Field Goal
11,74.0,Field Goal
12,81.0,Punt
13,60.0,Field Goal
14,91.0,Punt
15,61.0,End of Half
16,84.0,Touchdown
17,84.0,Touchdown
18,80.0,Touchdown
19,80.0,Fumble
20,4.0,Touchdown
21,80.0,Punt
22,70.0,Field Goal
23,80.0,Touchdown
24,47.0,Punt
25,90.0,Touchdown
26,75.0,Punt
27,70.0,Downs
28,39.0,Punt
0,80.0,Interception
1,18.0,Touchdown
2,80.0,Punt
3,32.0,Field Goal
4,88.0,Punt
5,77.0,Punt
6,59.0,Touchdown
7,64.0,Fumble
8,72.0,Punt
9,74.0,Punt
10,77.0,Field Goal
11,80.0,Punt
12,79.0,Punt
13,76.0,Punt
14,80.0,Punt
15,72.0,Punt
16,63.0,Touchdown
17,71.0,Punt
18,97.0,Punt
19,80.0,Interception
20,43.0,Missed FG
21,66.0,Interception
22,81.0,Punt
23,78.0,Punt
24,86.0,Punt
0,80.0,Fumble
1,95.0,Punt
2,58.0,Touchdown
3,80.0,Punt
4,84.0,Punt
5,46.0,Touchdown
6,80.0,Punt
7,73.0,Punt
8,72.0,Punt
9,84.0,Punt
10,85.0,Punt
11,70.0,End of Half
12,78.0,Punt
13,85.0,Punt
14,72.0,Touchdown
15,93.0,Punt
16,61.0,Punt
17,91.0,Punt
18,53.0,Touchdown
19,75.0,Punt
20,90.0,Punt
21,99.0,Interception
0,80.0,Punt
1,51.0,Touchdown
2,80.0,Field Goal
3,71.0,Punt
4,86.0,Punt
5,87.0,Punt
6,62.0,Punt
7,75.0,Punt
8,70.0,Fumble
9,31.0,Field Goal
10,70.0,Punt
11,80.0,Punt
12,96.0,End of Half
13,76.0,Fumble
14,80.0,Punt
15,76.0,Field Goal
16,80.0,Touchdown
17,78.0,Punt
18,92.0,Punt
19,26.0,Touchdown
20,80.0,Punt
