,Down,ToGo,Success,Attempt,Team,DriveResult,DriveStart,DownGo,FieldPosition,GameKey,Opponent,DriveNum
1,2.0,8.0,0.0,1.0,SEA,Field Goal,42.0,"2,8",8.0,56170.0,GB,12.0
2,3.0,3.0,0.0,1.0,SEA,Field Goal,42.0,"3,3",3.0,56170.0,GB,12.0
3,4.0,2.0,0.0,1.0,SEA,Field Goal,42.0,"4,2",2.0,56170.0,GB,12.0
1,1.0,10.0,1.0,1.0,GB,Downs,-30.0,"1,10",80.0,56170.0,SEA,13.0
2,2.0,8.0,1.0,1.0,GB,Downs,-30.0,"2,8",78.0,56170.0,SEA,13.0
3,3.0,6.0,1.0,1.0,GB,Downs,-30.0,"3,6",76.0,56170.0,SEA,13.0
4,1.0,10.0,1.0,1.0,GB,Downs,-30.0,"1,10",67.0,56170.0,SEA,13.0
5,2.0,12.0,1.0,1.0,GB,Downs,-30.0,"2,12",69.0,56170.0,SEA,13.0
6,3.0,12.0,1.0,1.0,GB,Downs,-30.0,"3,12",69.0,56170.0,SEA,13.0
7,1.0,10.0,0.0,1.0,GB,Downs,-30.0,"1,10",46.0,56170.0,SEA,13.0
8,2.0,5.0,0.0,1.0,GB,Downs,-30.0,"2,5",41.0,56170.0,SEA,13.0
9,3.0,5.0,0.0,1.0,GB,Downs,-30.0,"3,5",41.0,56170.0,SEA,13.0
10,4.0,5.0,0.0,1.0,GB,Downs,-30.0,"4,5",41.0,56170.0,SEA,13.0
0,1.0,10.0,1.0,1.0,SEA,Punt,-5.0,"1,10",55.0,56170.0,GB,14.0
1,1.0,10.0,0.0,1.0,SEA,Punt,-5.0,"1,10",39.0,56170.0,GB,14.0
2,2.0,9.0,0.0,1.0,SEA,Punt,-5.0,"2,9",38.0,56170.0,GB,14.0
3,3.0,9.0,0.0,1.0,SEA,Punt,-5.0,"3,9",38.0,56170.0,GB,14.0
4,4.0,8.0,0.0,1.0,SEA,Punt,-5.0,"4,8",37.0,56170.0,GB,14.0
0,1.0,10.0,0.0,1.0,GB,Safety,-40.0,"1,10",90.0,56170.0,SEA,15.0
1,1.0,10.0,1.0,1.0,SEA,Touchdown,-3.0,"1,10",53.0,56170.0,GB,16.0
2,2.0,1.0,1.0,1.0,SEA,Touchdown,-3.0,"2,1",44.0,56170.0,GB,16.0
3,1.0,10.0,1.0,1.0,SEA,Touchdown,-3.0,"1,10",39.0,56170.0,GB,16.0
4,2.0,6.0,1.0,1.0,SEA,Touchdown,-3.0,"2,6",35.0,56170.0,GB,16.0
5,1.0,10.0,1.0,1.0,SEA,Touchdown,-3.0,"1,10",26.0,56170.0,GB,16.0
6,2.0,10.0,1.0,1.0,SEA,Touchdown,-3.0,"2,10",26.0,56170.0,GB,16.0
7,3.0,10.0,1.0,1.0,SEA,Touchdown,-3.0,"3,10",26.0,56170.0,GB,16.0
8,1.0,10.0,1.0,1.0,SEA,Touchdown,-3.0,"1,10",16.0,56170.0,GB,16.0
10,1.0,3.0,1.0,1.0,SEA,Touchdown,-3.0,"1,3",3.0,56170.0,GB,16.0
1,1.0,10.0,1.0,1.0,GB,Touchdown,-32.0,"1,10",82.0,56170.0,SEA,17.0
2,1.0,10.0,1.0,1.0,GB,Touchdown,-32.0,"1,10",67.0,56170.0,SEA,17.0
3,1.0,10.0,1.0,1.0,GB,Touchdown,-32.0,"1,10",55.0,56170.0,SEA,17.0
4,2.0,7.0,1.0,1.0,GB,Touchdown,-32.0,"2,7",52.0,56170.0,SEA,17.0
5,1.0,10.0,1.0,1.0,GB,Touchdown,-32.0,"1,10",39.0,56170.0,SEA,17.0
6,1.0,20.0,1.0,1.0,GB,Touchdown,-32.0,"1,20",49.0,56170.0,SEA,17.0
7,2.0,8.0,1.0,1.0,GB,Touchdown,-32.0,"2,8",37.0,56170.0,SEA,17.0
8,3.0,2.0,1.0,1.0,GB,Touchdown,-32.0,"3,2",31.0,56170.0,SEA,17.0
9,1.0,10.0,1.0,1.0,GB,Touchdown,-32.0,"1,10",20.0,56170.0,SEA,17.0
10,1.0,8.0,1.0,1.0,GB,Touchdown,-32.0,"1,8",8.0,56170.0,SEA,17.0
11,2.0,3.0,1.0,1.0,GB,Touchdown,-32.0,"2,3",3.0,56170.0,SEA,17.0
1,1.0,10.0,1.0,1.0,SEA,Touchdown,-30.0,"1,10",80.0,56170.0,GB,18.0
2,2.0,9.0,1.0,1.0,SEA,Touchdown,-30.0,"2,9",79.0,56170.0,GB,18.0
3,3.0,6.0,1.0,1.0,SEA,Touchdown,-30.0,"3,6",76.0,56170.0,GB,18.0
4,1.0,10.0,1.0,1.0,SEA,Touchdown,-30.0,"1,10",71.0,56170.0,GB,18.0
5,2.0,8.0,1.0,1.0,SEA,Touchdown,-30.0,"2,8",69.0,56170.0,GB,18.0
6,1.0,10.0,1.0,1.0,SEA,Touchdown,-30.0,"1,10",55.0,56170.0,GB,18.0
7,2.0,6.0,1.0,1.0,SEA,Touchdown,-30.0,"2,6",51.0,56170.0,GB,18.0
8,1.0,10.0,1.0,1.0,SEA,Touchdown,-30.0,"1,10",44.0,56170.0,GB,18.0
9,2.0,5.0,1.0,1.0,SEA,Touchdown,-30.0,"2,5",39.0,56170.0,GB,18.0
10,2.0,12.0,1.0,1.0,SEA,Touchdown,-30.0,"2,12",46.0,56170.0,GB,18.0
11,1.0,10.0,1.0,1.0,SEA,Touchdown,-30.0,"1,10",24.0,56170.0,GB,18.0
12,2.0,8.0,1.0,1.0,SEA,Touchdown,-30.0,"2,8",22.0,56170.0,GB,18.0
13,3.0,2.0,1.0,1.0,SEA,Touchdown,-30.0,"3,2",16.0,56170.0,GB,18.0
15,4.0,1.0,1.0,1.0,SEA,Touchdown,-30.0,"4,1",15.0,56170.0,GB,18.0
1,1.0,10.0,0.0,1.0,GB,Punt,-26.0,"1,10",76.0,56170.0,SEA,19.0
2,2.0,10.0,0.0,1.0,GB,Punt,-26.0,"2,10",76.0,56170.0,SEA,19.0
4,3.0,3.0,0.0,1.0,GB,Punt,-26.0,"3,3",69.0,56170.0,SEA,19.0
5,3.0,13.0,0.0,1.0,GB,Punt,-26.0,"3,13",79.0,56170.0,SEA,19.0
6,4.0,13.0,0.0,1.0,GB,Punt,-26.0,"4,13",79.0,56170.0,SEA,19.0
1,1.0,10.0,1.0,1.0,NO,Field Goal,-30.0,"1,10",80.0,56171.0,ATL,1.0
2,2.0,5.0,1.0,1.0,NO,Field Goal,-30.0,"2,5",75.0,56171.0,ATL,1.0
3,1.0,10.0,1.0,1.0,NO,Field Goal,-30.0,"1,10",43.0,56171.0,ATL,1.0
4,2.0,4.0,1.0,1.0,NO,Field Goal,-30.0,"2,4",37.0,56171.0,ATL,1.0
5,3.0,2.0,1.0,1.0,NO,Field Goal,-30.0,"3,2",35.0,56171.0,ATL,1.0
6,1.0,10.0,0.0,1.0,NO,Field Goal,-30.0,"1,10",18.0,56171.0,ATL,1.0
7,2.0,9.0,0.0,1.0,NO,Field Goal,-30.0,"2,9",17.0,56171.0,ATL,1.0
8,2.0,19.0,0.0,1.0,NO,Field Goal,-30.0,"2,19",27.0,56171.0,ATL,1.0
9,3.0,19.0,0.0,1.0,NO,Field Goal,-30.0,"3,19",27.0,56171.0,ATL,1.0
10,4.0,5.0,0.0,1.0,NO,Field Goal,-30.0,"4,5",13.0,56171.0,ATL,1.0
1,1.0,10.0,0.0,1.0,ATL,Punt,-30.0,"1,10",80.0,56171.0,NO,2.0
2,2.0,9.0,0.0,1.0,ATL,Punt,-30.0,"2,9",79.0,56171.0,NO,2.0
3,3.0,6.0,0.0,1.0,ATL,Punt,-30.0,"3,6",76.0,56171.0,NO,2.0
4,3.0,11.0,0.0,1.0,ATL,Punt,-30.0,"3,11",81.0,56171.0,NO,2.0
5,4.0,11.0,0.0,1.0,ATL,Punt,-30.0,"4,11",81.0,56171.0,NO,2.0
0,1.0,10.0,1.0,1.0,NO,Field Goal,-11.0,"1,10",61.0,56171.0,ATL,3.0
1,2.0,8.0,1.0,1.0,NO,Field Goal,-11.0,"2,8",59.0,56171.0,ATL,3.0
2,3.0,7.0,1.0,1.0,NO,Field Goal,-11.0,"3,7",58.0,56171.0,ATL,3.0
3,1.0,10.0,1.0,1.0,NO,Field Goal,-11.0,"1,10",50.0,56171.0,ATL,3.0
4,2.0,10.0,1.0,1.0,NO,Field Goal,-11.0,"2,10",50.0,56171.0,ATL,3.0
5,3.0,6.0,1.0,1.0,NO,Field Goal,-11.0,"3,6",46.0,56171.0,ATL,3.0
6,1.0,10.0,0.0,1.0,NO,Field Goal,-11.0,"1,10",33.0,56171.0,ATL,3.0
7,2.0,10.0,0.0,1.0,NO,Field Goal,-11.0,"2,10",33.0,56171.0,ATL,3.0
8,3.0,10.0,0.0,1.0,NO,Field Goal,-11.0,"3,10",33.0,56171.0,ATL,3.0
9,4.0,10.0,0.0,1.0,NO,Field Goal,-11.0,"4,10",33.0,56171.0,ATL,3.0
1,1.0,10.0,1.0,1.0,ATL,Fumble,-34.0,"1,10",84.0,56171.0,NO,4.0
2,1.0,10.0,1.0,1.0,ATL,Fumble,-34.0,"1,10",67.0,56171.0,NO,4.0
3,2.0,7.0,1.0,1.0,ATL,Fumble,-34.0,"2,7",64.0,56171.0,NO,4.0
4,1.0,10.0,1.0,1.0,ATL,Fumble,-34.0,"1,10",50.0,56171.0,NO,4.0
5,2.0,6.0,1.0,1.0,ATL,Fumble,-34.0,"2,6",46.0,56171.0,NO,4.0
6,1.0,10.0,1.0,1.0,ATL,Fumble,-34.0,"1,10",40.0,56171.0,NO,4.0
7,2.0,7.0,1.0,1.0,ATL,Fumble,-34.0,"2,7",37.0,56171.0,NO,4.0
8,1.0,10.0,0.0,1.0,ATL,Fumble,-34.0,"1,10",25.0,56171.0,NO,4.0
0,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",80.0,56171.0,ATL,5.0
1,2.0,4.0,1.0,1.0,NO,Touchdown,-30.0,"2,4",74.0,56171.0,ATL,5.0
2,3.0,4.0,1.0,1.0,NO,Touchdown,-30.0,"3,4",74.0,56171.0,ATL,5.0
4,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",57.0,56171.0,ATL,5.0
5,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",39.0,56171.0,ATL,5.0
6,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",18.0,56171.0,ATL,5.0
7,2.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"2,10",18.0,56171.0,ATL,5.0
8,3.0,3.0,1.0,1.0,NO,Touchdown,-30.0,"3,3",11.0,56171.0,ATL,5.0
9,1.0,2.0,1.0,1.0,NO,Touchdown,-30.0,"1,2",2.0,56171.0,ATL,5.0
1,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",80.0,56171.0,NO,6.0
2,2.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"2,10",80.0,56171.0,NO,6.0
3,3.0,8.0,1.0,1.0,ATL,Touchdown,-30.0,"3,8",78.0,56171.0,NO,6.0
4,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",43.0,56171.0,NO,6.0
5,2.0,5.0,1.0,1.0,ATL,Touchdown,-30.0,"2,5",38.0,56171.0,NO,6.0
6,2.0,15.0,1.0,1.0,ATL,Touchdown,-30.0,"2,15",48.0,56171.0,NO,6.0
7,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",31.0,56171.0,NO,6.0
8,2.0,5.0,1.0,1.0,ATL,Touchdown,-30.0,"2,5",26.0,56171.0,NO,6.0
9,3.0,1.0,1.0,1.0,ATL,Touchdown,-30.0,"3,1",22.0,56171.0,NO,6.0
10,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",20.0,56171.0,NO,6.0
11,2.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"2,10",20.0,56171.0,NO,6.0
12,3.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"3,10",20.0,56171.0,NO,6.0
13,3.0,15.0,1.0,1.0,ATL,Touchdown,-30.0,"3,15",25.0,56171.0,NO,6.0
14,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",13.0,56171.0,NO,6.0
15,2.0,7.0,1.0,1.0,ATL,Touchdown,-30.0,"2,7",10.0,56171.0,NO,6.0
16,2.0,17.0,1.0,1.0,ATL,Touchdown,-30.0,"2,17",20.0,56171.0,NO,6.0
17,3.0,12.0,1.0,1.0,ATL,Touchdown,-30.0,"3,12",15.0,56171.0,NO,6.0
18,1.0,2.0,1.0,1.0,ATL,Touchdown,-30.0,"1,2",2.0,56171.0,NO,6.0
1,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",80.0,56171.0,ATL,7.0
2,2.0,2.0,1.0,1.0,NO,Touchdown,-30.0,"2,2",72.0,56171.0,ATL,7.0
3,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",65.0,56171.0,ATL,7.0
4,2.0,5.0,1.0,1.0,NO,Touchdown,-30.0,"2,5",60.0,56171.0,ATL,7.0
6,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",54.0,56171.0,ATL,7.0
7,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",41.0,56171.0,ATL,7.0
8,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",29.0,56171.0,ATL,7.0
9,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",24.0,56171.0,ATL,7.0
10,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",13.0,56171.0,ATL,7.0
12,1.0,3.0,1.0,1.0,NO,Touchdown,-30.0,"1,3",3.0,56171.0,ATL,7.0
1,1.0,10.0,1.0,1.0,ATL,Field Goal,-30.0,"1,10",80.0,56171.0,NO,8.0
3,1.0,10.0,1.0,1.0,ATL,Field Goal,-30.0,"1,10",61.0,56171.0,NO,8.0
7,1.0,10.0,0.0,1.0,ATL,Field Goal,-30.0,"1,10",22.0,56171.0,NO,8.0
1,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",80.0,56171.0,NO,9.0
2,2.0,4.0,1.0,1.0,ATL,Touchdown,-30.0,"2,4",74.0,56171.0,NO,9.0
3,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",54.0,56171.0,NO,9.0
4,2.0,6.0,1.0,1.0,ATL,Touchdown,-30.0,"2,6",50.0,56171.0,NO,9.0
5,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",39.0,56171.0,NO,9.0
6,2.0,3.0,1.0,1.0,ATL,Touchdown,-30.0,"2,3",32.0,56171.0,NO,9.0
7,3.0,1.0,1.0,1.0,ATL,Touchdown,-30.0,"3,1",30.0,56171.0,NO,9.0
8,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",28.0,56171.0,NO,9.0
9,2.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"2,10",28.0,56171.0,NO,9.0
10,3.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"3,10",28.0,56171.0,NO,9.0
11,1.0,1.0,1.0,1.0,ATL,Touchdown,-30.0,"1,1",1.0,56171.0,NO,9.0
12,2.0,1.0,1.0,1.0,ATL,Touchdown,-30.0,"2,1",1.0,56171.0,NO,9.0
1,1.0,10.0,1.0,1.0,NO,Punt,-30.0,"1,10",80.0,56171.0,ATL,10.0
2,2.0,15.0,1.0,1.0,NO,Punt,-30.0,"2,15",85.0,56171.0,ATL,10.0
3,1.0,10.0,1.0,1.0,NO,Punt,-30.0,"1,10",64.0,56171.0,ATL,10.0
4,2.0,10.0,1.0,1.0,NO,Punt,-30.0,"2,10",64.0,56171.0,ATL,10.0
5,1.0,10.0,0.0,1.0,NO,Punt,-30.0,"1,10",59.0,56171.0,ATL,10.0
6,2.0,10.0,0.0,1.0,NO,Punt,-30.0,"2,10",59.0,56171.0,ATL,10.0
7,3.0,8.0,0.0,1.0,NO,Punt,-30.0,"3,8",57.0,56171.0,ATL,10.0
8,4.0,8.0,0.0,1.0,NO,Punt,-30.0,"4,8",57.0,56171.0,ATL,10.0
0,1.0,10.0,1.0,1.0,ATL,Punt,-35.0,"1,10",85.0,56171.0,NO,11.0
1,1.0,10.0,0.0,1.0,ATL,Punt,-35.0,"1,10",75.0,56171.0,NO,11.0
2,2.0,10.0,0.0,1.0,ATL,Punt,-35.0,"2,10",75.0,56171.0,NO,11.0
3,3.0,10.0,0.0,1.0,ATL,Punt,-35.0,"3,10",75.0,56171.0,NO,11.0
4,4.0,1.0,0.0,1.0,ATL,Punt,-35.0,"4,1",66.0,56171.0,NO,11.0
0,1.0,10.0,1.0,1.0,NO,Interception,-30.0,"1,10",80.0,56171.0,ATL,12.0
1,2.0,4.0,1.0,1.0,NO,Interception,-30.0,"2,4",74.0,56171.0,ATL,12.0
2,1.0,10.0,0.0,1.0,NO,Interception,-30.0,"1,10",17.0,56171.0,ATL,12.0
3,2.0,9.0,0.0,1.0,NO,Interception,-30.0,"2,9",16.0,56171.0,ATL,12.0
4,3.0,7.0,0.0,1.0,NO,Interception,-30.0,"3,7",14.0,56171.0,ATL,12.0
0,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",80.0,56171.0,NO,13.0
1,2.0,5.0,1.0,1.0,ATL,Touchdown,-30.0,"2,5",75.0,56171.0,NO,13.0
2,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",65.0,56171.0,NO,13.0
3,1.0,10.0,1.0,1.0,ATL,Touchdown,-30.0,"1,10",55.0,56171.0,NO,13.0
4,2.0,9.0,1.0,1.0,ATL,Touchdown,-30.0,"2,9",54.0,56171.0,NO,13.0
1,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",80.0,56171.0,ATL,14.0
3,2.0,9.0,1.0,1.0,NO,Touchdown,-30.0,"2,9",79.0,56171.0,ATL,14.0
4,3.0,3.0,1.0,1.0,NO,Touchdown,-30.0,"3,3",73.0,56171.0,ATL,14.0
5,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",62.0,56171.0,ATL,14.0
6,2.0,9.0,1.0,1.0,NO,Touchdown,-30.0,"2,9",61.0,56171.0,ATL,14.0
7,3.0,5.0,1.0,1.0,NO,Touchdown,-30.0,"3,5",57.0,56171.0,ATL,14.0
8,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",48.0,56171.0,ATL,14.0
9,2.0,8.0,1.0,1.0,NO,Touchdown,-30.0,"2,8",46.0,56171.0,ATL,14.0
10,3.0,8.0,1.0,1.0,NO,Touchdown,-30.0,"3,8",46.0,56171.0,ATL,14.0
11,1.0,10.0,1.0,1.0,NO,Touchdown,-30.0,"1,10",27.0,56171.0,ATL,14.0
12,2.0,5.0,1.0,1.0,NO,Touchdown,-30.0,"2,5",22.0,56171.0,ATL,14.0
13,1.0,3.0,1.0,1.0,NO,Touchdown,-30.0,"1,3",3.0,56171.0,ATL,14.0
1,1.0,10.0,1.0,1.0,ATL,Punt,-30.0,"1,10",80.0,56171.0,NO,15.0
2,1.0,15.0,0.0,1.0,ATL,Punt,-30.0,"1,15",85.0,56171.0,NO,15.0
